-BEGIN HEADER-
Dataset: NASA_Bawean_Hourly.csv
Stacking Metrics: MAE=0.205 RMSE=0.26 MAPE=7.06% R2=0.985
Forecast Summary:
Prediksi kecepatan angin untuk periode 01-01-2023 hingga 08-01-2023 menunjukkan rata-rata 1.86 m/s, termasuk kategori angin sepoi ringan (light breeze). Kecepatan tertinggi mencapai 7.43 m/s dan terendah 1.18 m/s, dengan standar deviasi 1.13 m/s. Angin cenderung paling kuat sekitar pukul 07:00 dan paling lemah sekitar pukul 06:00. Secara umum tren angin menurun menuju akhir periode. 

Model terbaik adalah XGB-LSTM Stacking dengan MAPE 7.06% dan RMSE 0.26. Tingkat akurasi model tergolong tinggi.

-END HEADER-

YEAR;MO;DY;HR;WS10M;XGB_Base;XGB_LSTM_Stacked
2013;1;2;0;7,04;7,041;
2013;1;2;1;6,97;6,938;
2013;1;2;2;6,78;6,814;
2013;1;2;3;6,56;6,612;
2013;1;2;4;6,19;6,245;
2013;1;2;5;5,9;5,906;
2013;1;2;6;5,73;5,705;
2013;1;2;7;5,64;5,592;
2013;1;2;8;5,47;5,454;
2013;1;2;9;5,17;5,223;
2013;1;2;10;5,03;5,022;
2013;1;2;11;5,28;5,136;
2013;1;2;12;5,7;5,536;
2013;1;2;13;6,12;6,065;
2013;1;2;14;6,44;6,461;
2013;1;2;15;6,61;6,645;
2013;1;2;16;6,71;6,757;
2013;1;2;17;6,68;6,711;
2013;1;2;18;6,6;6,62;
2013;1;2;19;6,6;6,573;
2013;1;2;20;6,67;6,619;
2013;1;2;21;6,77;6,745;
2013;1;2;22;6,79;6,824;
2013;1;2;23;6,72;6,762;
2013;1;3;0;6,68;6,637;
2013;1;3;1;6,61;6,582;
2013;1;3;2;6,43;6,469;
2013;1;3;3;6,2;6,247;
2013;1;3;4;6,02;5,976;
2013;1;3;5;5,91;5,881;
2013;1;3;6;5,89;5,814;
2013;1;3;7;5,99;5,93;
2013;1;3;8;6,17;6,074;
2013;1;3;9;6,33;6,294;
2013;1;3;10;6,11;6,242;
2013;1;3;11;5,63;5,821;
2013;1;3;12;5,28;5,313;
2013;1;3;13;5,0;5,011;
2013;1;3;14;4,83;4,835;
2013;1;3;15;4,72;4,713;
2013;1;3;16;4,91;4,767;
2013;1;3;17;5,3;5,163;
2013;1;3;18;5,73;5,622;
2013;1;3;19;6,11;6,06;
2013;1;3;20;6,47;6,439;
2013;1;3;21;6,78;6,761;
2013;1;3;22;6,93;6,959;
2013;1;3;23;7,01;7,057;
2013;1;4;0;7,02;7,044;6,752
2013;1;4;1;7,0;7,031;6,959
2013;1;4;2;7,02;6,994;6,593
2013;1;4;3;7,0;6,989;6,93
2013;1;4;4;6,82;6,894;6,773
2013;1;4;5;6,51;6,594;6,6
2013;1;4;6;6,19;6,226;6,14
2013;1;4;7;5,91;5,935;5,873
2013;1;4;8;5,77;5,788;5,611
2013;1;4;9;5,83;5,771;5,585
2013;1;4;10;6,0;5,957;5,745
2013;1;4;11;6,33;6,279;6,03
2013;1;4;12;6,79;6,72;6,355
2013;1;4;13;7,12;7,108;6,971
2013;1;4;14;7,3;7,388;7,149
2013;1;4;15;7,27;7,385;7,143
2013;1;4;16;7,51;7,428;7,126
2013;1;4;17;7,96;7,78;7,274
2013;1;4;18;8,5;8,347;8,172
2013;1;4;19;9,39;9,203;8,556
2013;1;4;20;10,37;9,912;9,435
2013;1;4;21;10,88;11,186;10,575
2013;1;4;22;10,98;10,977;10,702
2013;1;4;23;10,63;10,848;10,653
2013;1;5;0;10,16;10,524;10,439
2013;1;5;1;9,62;10,832;9,656
2013;1;5;2;8,97;9,454;9,141
2013;1;5;3;8,45;8,451;8,602
2013;1;5;4;8,23;8,076;7,818
2013;1;5;5;8,37;8,157;7,944
2013;1;5;6;8,72;8,381;8,154
2013;1;5;7;9,26;9,082;8,623
2013;1;5;8;9,82;9,803;9,244
2013;1;5;9;10,24;10,063;9,892
2013;1;5;10;10,34;10,752;10,262
2013;1;5;11;10,0;10,684;10,266
2013;1;5;12;9,37;9,746;9,805
2013;1;5;13;8,71;9,185;8,937
2013;1;5;14;8,11;8,277;8,298
2013;1;5;15;7,56;7,788;7,793
2013;1;5;16;7,11;7,281;7,255
2013;1;5;17;6,83;6,905;6,826
2013;1;5;18;6,71;6,752;6,662
2013;1;5;19;6,73;6,676;6,58
2013;1;5;20;6,91;6,797;6,672
2013;1;5;21;7,3;7,186;6,877
2013;1;5;22;7,6;7,569;7,242
2013;1;5;23;7,66;7,776;7,612
2013;1;6;0;7,7;7,746;7,413
2013;1;6;1;7,6;7,621;7,503
2013;1;6;2;7,37;7,412;7,25
2013;1;6;3;7,08;7,173;7,13
2013;1;6;4;6,85;6,868;6,656
2013;1;6;5;6,62;6,675;6,55
2013;1;6;6;6,42;6,447;6,379
2013;1;6;7;6,71;6,513;6,16
2013;1;6;8;7,47;7,117;6,5
2013;1;6;9;8,26;8,124;7,699
2013;1;6;10;8,77;8,754;8,389
2013;1;6;11;9,02;9,071;8,716
2013;1;6;12;9,02;9,035;8,813
2013;1;6;13;8,77;8,808;8,794
2013;1;6;14;8,37;8,392;8,395
2013;1;6;15;7,7;7,876;7,96
2013;1;6;16;6,97;7,203;7,269
2013;1;6;17;6,59;6,537;6,387
2013;1;6;18;6,52;6,446;6,233
2013;1;6;19;6,35;6,364;6,512
2013;1;6;20;6,08;6,162;6,265
2013;1;6;21;6,07;6,017;5,849
2013;1;6;22;6,59;6,332;5,891
2013;1;6;23;7,46;7,187;6,595
2013;1;7;0;8,38;8,221;7,719
2013;1;7;1;8,89;8,93;8,724
2013;1;7;2;9,24;9,228;8,934
2013;1;7;3;9,75;9,682;9,037
2013;1;7;4;9,84;9,947;9,669
2013;1;7;5;9,45;9,754;9,946
2013;1;7;6;8,92;9,038;8,927
2013;1;7;7;8,27;8,452;8,541
2013;1;7;8;7,75;7,797;7,897
2013;1;7;9;7,54;7,521;7,208
2013;1;7;10;7,51;7,421;7,264
2013;1;7;11;7,59;7,487;7,253
2013;1;7;12;7,86;7,733;7,296
2013;1;7;13;8,26;8,139;7,659
2013;1;7;14;8,75;8,588;8,143
2013;1;7;15;9,02;8,95;8,575
2013;1;7;16;9,01;9,015;8,842
2013;1;7;17;8,86;9,036;8,667
2013;1;7;18;8,63;8,633;8,49
2013;1;7;19;8,46;8,449;8,386
2013;1;7;20;8,33;8,326;8,112
2013;1;7;21;8,26;8,286;8,176
2013;1;7;22;8,11;8,185;8,033
2013;1;7;23;7,86;7,938;7,934
2013;1;8;0;7,66;7,742;7,561
2013;1;8;1;7,45;7,452;7,479
2013;1;8;2;7,18;7,261;7,106
2013;1;8;3;6,81;6,939;7,025
2013;1;8;4;6,78;6,704;6,427
2013;1;8;5;6,99;6,788;6,441
2013;1;8;6;7,23;7,108;7,042
2013;1;8;7;7,66;7,564;7,146
2013;1;8;8;8,04;7,931;7,575
2013;1;8;9;8,39;8,396;8,118
2013;1;8;10;8,52;8,481;8,193
2013;1;8;11;8,52;8,606;8,405
2013;1;8;12;8,62;8,506;8,257
2013;1;8;13;8,79;8,734;8,276
2013;1;8;14;8,9;8,93;8,668
2013;1;8;15;8,96;8,832;8,561
2013;1;8;16;9,1;9,16;8,614
2013;1;8;17;9,25;9,074;8,729
2013;1;8;18;9,34;9,411;9,062
2013;1;8;19;9,36;9,385;9,057
2013;1;8;20;9,38;9,301;9,145
2013;1;8;21;9,48;9,303;9,125
2013;1;8;22;9,33;9,263;9,341
2013;1;8;23;9,1;9,307;9,272
2013;1;9;0;8,91;8,945;8,615
2013;1;9;1;8,7;8,666;8,778
2013;1;9;2;8,49;8,493;8,227
2013;1;9;3;8,52;8,332;8,45
2013;1;9;4;8,95;8,702;8,053
2013;1;9;5;9,53;9,327;8,951
2013;1;9;6;9,82;9,877;9,477
2013;1;9;7;10,03;10,239;9,64
2013;1;9;8;10,78;10,964;9,692
2013;1;9;9;12,0;11,801;10,577
2013;1;9;10;12,88;11,928;12,32
2013;1;9;11;13,34;12,436;13,138
2013;1;9;12;13,37;12,554;13,041
2013;1;9;13;13,23;13,154;13,24
2013;1;9;14;13,29;13,274;12,879
2013;1;9;15;13,2;13,271;13,09
2013;1;9;16;13,11;12,533;13,167
2013;1;9;17;13,21;12,422;12,765
2013;1;9;18;13,28;12,115;13,069
2013;1;9;19;13,33;12,174;13,208
2013;1;9;20;13,31;12,139;13,065
2013;1;9;21;13,23;12,22;13,399
2013;1;9;22;13,09;12,57;13,056
2013;1;9;23;13,29;12,64;13,01
2013;1;10;0;13,79;13,007;13,101
2013;1;10;1;13,9;13,328;14,17
2013;1;10;2;13,44;13,134;13,787
2013;1;10;3;12,77;12,994;13,514
2013;1;10;4;12,31;12,731;12,185
2013;1;10;5;12,07;12,133;12,265
2013;1;10;6;11,7;11,899;11,856
2013;1;10;7;11,02;11,608;11,775
2013;1;10;8;10,7;11,635;10,883
2013;1;10;9;11,52;11,766;10,492
2013;1;10;10;12,75;12,167;11,671
2013;1;10;11;13,63;12,373;13,009
2013;1;10;12;13,58;13,16;13,422
2013;1;10;13;13,24;13,145;13,826
2013;1;10;14;13,19;13,128;12,619
2013;1;10;15;13,16;13,106;13,287
2013;1;10;16;12,84;13,01;13,176
2013;1;10;17;12,25;12,72;12,658
2013;1;10;18;11,74;11,749;12,121
2013;1;10;19;11,27;11,59;11,368
2013;1;10;20;10,99;11,377;11,213
2013;1;10;21;11,25;11,915;10,739
2013;1;10;22;11,91;12,127;11,209
2013;1;10;23;12,74;12,255;12,196
2013;1;11;0;13,72;13,152;12,824
2013;1;11;1;14,39;13,362;14,097
2013;1;11;2;14,18;13,179;14,375
2013;1;11;3;13,38;12,393;14,371
2013;1;11;4;12,55;12,185;12,715
2013;1;11;5;11,54;11,865;12,328
2013;1;11;6;10,55;11,497;11,309
2013;1;11;7;10,83;11,441;10,13
2013;1;11;8;12,88;11,692;10,832
2013;1;11;9;13,91;11,81;12,994
2013;1;11;10;13,99;11,973;14,821
2013;1;11;11;13,65;12,082;13,142
2013;1;11;12;13,01;12,26;13,89
2013;1;11;13;12,38;12,32;12,488
2013;1;11;14;12,04;12,167;12,113
2013;1;11;15;11,84;11,724;11,965
2013;1;11;16;11,45;11,592;11,682
2013;1;11;17;10,97;11,251;11,374
2013;1;11;18;10,61;11,197;10,655
2013;1;11;19;10,44;11,185;10,408
2013;1;11;20;10,37;11,189;10,414
2013;1;11;21;10,45;11,178;10,371
2013;1;11;22;10,59;11,155;10,454
2013;1;11;23;10,72;11,195;10,719
2013;1;12;0;10,89;10,872;10,659
2013;1;12;1;10,93;10,867;11,014
2013;1;12;2;10,78;10,786;10,632
2013;1;12;3;10,43;10,79;10,746
2013;1;12;4;9,95;10,756;10,001
2013;1;12;5;9,75;9,583;9,785
2013;1;12;6;9,78;9,589;9,361
2013;1;12;7;9,86;9,719;9,813
2013;1;12;8;9,94;9,736;9,802
2013;1;12;9;9,95;9,743;9,766
2013;1;12;10;9,99;9,746;9,758
2013;1;12;11;10,09;9,748;9,76
2013;1;12;12;10,14;10,933;9,844
2013;1;12;13;10,13;10,983;10,057
2013;1;12;14;9,96;10,965;9,841
2013;1;12;15;9,84;9,731;9,82
2013;1;12;16;9,76;9,684;9,416
2013;1;12;17;9,72;9,73;9,575
2013;1;12;18;9,7;9,749;9,441
2013;1;12;19;9,63;9,741;9,493
2013;1;12;20;9,52;9,746;9,522
2013;1;12;21;9,39;9,569;9,248
2013;1;12;22;9,28;9,215;9,239
2013;1;12;23;9,24;9,286;9,048
2013;1;13;0;9,26;9,302;9,036
2013;1;13;1;9,31;9,296;9,249
2013;1;13;2;9,3;9,279;8,968
2013;1;13;3;9,15;9,279;9,299
2013;1;13;4;8,9;8,962;8,779
2013;1;13;5;8,63;8,708;8,665
2013;1;13;6;8,38;8,494;8,363
2013;1;13;7;8,29;8,167;8,022
2013;1;13;8;8,32;8,31;8,067
2013;1;13;9;8,37;8,41;8,136
2013;1;13;10;8,33;8,468;8,162
2013;1;13;11;8,27;8,244;8,161
2013;1;13;12;8,3;8,23;7,974
2013;1;13;13;8,23;8,254;8,168
2013;1;13;14;7,98;8,098;8,24
2013;1;13;15;7,71;7,809;7,785
2013;1;13;16;7,62;7,606;7,448
2013;1;13;17;7,92;7,717;7,406
2013;1;13;18;8,43;8,239;7,695
2013;1;13;19;8,83;8,747;8,531
2013;1;13;20;9,04;9,16;8,745
2013;1;13;21;9,09;9,236;8,824
2013;1;13;22;8,58;8,77;8,922
2013;1;13;23;7,73;8,228;8,262
2013;1;14;0;7,0;7,224;7,068
2013;1;14;1;6,46;6,479;6,678
2013;1;14;2;6,07;6,081;6,023
2013;1;14;3;5,81;5,81;6,07
2013;1;14;4;5,83;5,734;5,558
2013;1;14;5;6,42;6,208;5,743
2013;1;14;6;7,45;7,213;6,498
2013;1;14;7;8,38;8,282;7,82
2013;1;14;8;8,67;8,79;8,595
2013;1;14;9;8,53;8,797;8,556
2013;1;14;10;8,16;8,47;8,105
2013;1;14;11;7,98;8,071;7,796
2013;1;14;12;8,05;7,919;7,494
2013;1;14;13;7,82;7,887;7,85
2013;1;14;14;7,53;7,708;7,624
2013;1;14;15;7,45;7,363;6,964
2013;1;14;16;7,52;7,391;7,322
2013;1;14;17;7,46;7,461;7,37
2013;1;14;18;7,31;7,407;7,368
2013;1;14;19;7,22;7,222;6,99
2013;1;14;20;7,11;7,081;6,948
2013;1;14;21;6,91;6,994;6,875
2013;1;14;22;6,59;6,685;6,637
2013;1;14;23;6,2;6,331;6,24
2013;1;15;0;5,93;5,941;5,909
2013;1;15;1;5,78;5,826;5,687
2013;1;15;2;5,89;5,799;5,434
2013;1;15;3;6,17;6,053;5,863
2013;1;15;4;6,4;6,373;6,141
2013;1;15;5;6,64;6,633;6,469
2013;1;15;6;6,76;6,807;6,567
2013;1;15;7;6,73;6,839;6,782
2013;1;15;8;6,49;6,663;6,558
2013;1;15;9;6,16;6,305;6,29
2013;1;15;10;6,23;6,124;5,961
2013;1;15;11;7,05;6,633;6,019
2013;1;15;12;8,45;8,276;7,295
2013;1;15;13;9,48;9,637;8,912
2013;1;15;14;9,49;9,58;9,726
2013;1;15;15;8,98;9,363;9,192
2013;1;15;16;8,53;8,78;8,331
2013;1;15;17;8,3;8,361;8,002
2013;1;15;18;8,04;7,931;7,945
2013;1;15;19;7,87;7,867;7,739
2013;1;15;20;7,92;7,805;7,485
2013;1;15;21;8,27;8,101;7,694
2013;1;15;22;8,48;8,444;8,122
2013;1;15;23;8,36;8,484;8,411
2013;1;16;0;8,1;8,156;8,027
2013;1;16;1;7,73;7,831;7,86
2013;1;16;2;7,22;7,364;7,248
2013;1;16;3;6,63;6,781;6,979
2013;1;16;4;6,14;6,21;6,103
2013;1;16;5;5,78;5,847;5,866
2013;1;16;6;5,69;5,639;5,541
2013;1;16;7;5,88;5,754;5,493
2013;1;16;8;6,08;6,046;5,962
2013;1;16;9;6,28;6,307;6,126
2013;1;16;10;6,36;6,436;6,228
2013;1;16;11;6,34;6,467;6,335
2013;1;16;12;6,3;6,382;6,114
2013;1;16;13;6,02;6,163;6,104
2013;1;16;14;5,6;5,773;5,81
2013;1;16;15;5,0;5,181;5,15
2013;1;16;16;4,56;4,582;4,686
2013;1;16;17;4,33;4,349;4,125
2013;1;16;18;4,46;4,349;4,24
2013;1;16;19;4,78;4,689;4,428
2013;1;16;20;5,01;5,021;5,007
2013;1;16;21;5,14;5,199;5,14
2013;1;16;22;5,14;5,244;5,135
2013;1;16;23;5,1;5,172;5,097
2013;1;17;0;5,21;5,17;4,998
2013;1;17;1;5,3;5,274;5,133
2013;1;17;2;5,3;5,337;5,197
2013;1;17;3;5,29;5,324;5,25
2013;1;17;4;5,21;5,212;5,056
2013;1;17;5;5,05;5,073;5,153
2013;1;17;6;4,71;4,791;4,841
2013;1;17;7;4,58;4,553;4,571
2013;1;17;8;4,69;4,607;4,292
2013;1;17;9;4,88;4,813;4,821
2013;1;17;10;5,1;5,079;4,885
2013;1;17;11;5,26;5,296;5,122
2013;1;17;12;5,35;5,401;5,225
2013;1;17;13;5,34;5,382;5,28
2013;1;17;14;5,22;5,302;5,18
2013;1;17;15;5,03;5,019;5,051
2013;1;17;16;4,88;4,856;4,834
2013;1;17;17;4,8;4,755;4,733
2013;1;17;18;4,8;4,735;4,786
2013;1;17;19;4,85;4,81;4,765
2013;1;17;20;4,96;4,923;4,873
2013;1;17;21;5,04;5,06;4,959
2013;1;17;22;5,13;5,18;5,049
2013;1;17;23;5,33;5,324;5,065
2013;1;18;0;5,6;5,527;5,309
2013;1;18;1;5,79;5,791;5,658
2013;1;18;2;5,77;5,814;5,572
2013;1;18;3;5,56;5,652;5,583
2013;1;18;4;5,37;5,374;5,26
2013;1;18;5;5,22;5,191;4,969
2013;1;18;6;5,0;4,967;5,084
2013;1;18;7;4,98;4,922;4,755
2013;1;18;8;5,29;5,117;4,7
2013;1;18;9;5,75;5,643;5,357
2013;1;18;10;6,31;6,168;5,833
2013;1;18;11;6,73;6,669;6,376
2013;1;18;12;6,95;6,955;6,793
2013;1;18;13;6,97;7,067;6,776
2013;1;18;14;6,85;6,916;6,713
2013;1;18;15;6,79;6,781;6,592
2013;1;18;16;6,68;6,67;6,485
2013;1;18;17;6,48;6,509;6,592
2013;1;18;18;6,23;6,262;6,197
2013;1;18;19;6,0;5,997;6,063
2013;1;18;20;5,97;5,904;5,758
2013;1;18;21;6,32;6,106;5,847
2013;1;18;22;6,62;6,541;6,36
2013;1;18;23;6,82;6,838;6,816
2013;1;19;0;7,02;7,007;6,629
2013;1;19;1;6,96;7,006;7,05
2013;1;19;2;6,56;6,716;6,705
2013;1;19;3;6,05;6,151;6,248
2013;1;19;4;5,88;5,808;5,586
2013;1;19;5;6,02;5,812;5,551
2013;1;19;6;6,03;6,043;6,021
2013;1;19;7;5,81;5,925;5,997
2013;1;19;8;5,55;5,636;5,523
2013;1;19;9;5,71;5,578;5,242
2013;1;19;10;5,98;5,828;5,459
2013;1;19;11;6,12;6,121;6,143
2013;1;19;12;6,29;6,271;5,899
2013;1;19;13;6,57;6,497;6,185
2013;1;19;14;6,93;6,859;6,55
2013;1;19;15;7,31;7,198;6,995
2013;1;19;16;7,63;7,54;7,314
2013;1;19;17;7,92;7,909;7,335
2013;1;19;18;8,0;7,993;7,304
2013;1;19;19;8,16;8,18;8,233
2013;1;19;20;8,35;8,211;7,722
2013;1;19;21;8,34;8,31;8,517
2013;1;19;22;8,23;8,181;8,206
2013;1;19;23;7,95;8,005;7,927
2013;1;20;0;7,59;7,663;7,782
2013;1;20;1;7,22;7,288;7,345
2013;1;20;2;6,91;6,945;6,66
2013;1;20;3;6,79;6,763;6,764
2013;1;20;4;6,54;6,568;6,346
2013;1;20;5;6,15;6,258;6,431
2013;1;20;6;5,83;5,872;5,718
2013;1;20;7;5,48;5,562;5,443
2013;1;20;8;4,85;5,106;5,254
2013;1;20;9;4,31;4,499;4,468
2013;1;20;10;4,91;4,575;3,772
2013;1;20;11;5,95;5,622;4,98
2013;1;20;12;6,27;6,378;6,9
2013;1;20;13;6,31;6,45;6,678
2013;1;20;14;6,25;6,389;5,985
2013;1;20;15;6,17;6,232;6,355
2013;1;20;16;6,18;6,196;5,931
2013;1;20;17;6,1;6,118;5,942
2013;1;20;18;6,06;6,087;6,025
2013;1;20;19;6,08;6,056;5,835
2013;1;20;20;6,19;6,157;6,057
2013;1;20;21;6,43;6,349;6,156
2013;1;20;22;6,75;6,656;6,412
2013;1;20;23;7,06;7,007;6,764
2013;1;21;0;7,25;7,231;7,009
2013;1;21;1;7,29;7,322;7,296
2013;1;21;2;7,21;7,239;6,937
2013;1;21;3;7,02;7,057;7,153
2013;1;21;4;6,81;6,847;6,618
2013;1;21;5;6,54;6,587;6,479
2013;1;21;6;6,35;6,341;6,175
2013;1;21;7;6,42;6,262;5,95
2013;1;21;8;6,63;6,488;6,197
2013;1;21;9;6,81;6,787;6,619
2013;1;21;10;6,86;6,914;6,644
2013;1;21;11;6,88;6,955;6,715
2013;1;21;12;6,88;6,88;6,574
2013;1;21;13;6,88;6,913;6,686
2013;1;21;14;6,82;6,846;6,602
2013;1;21;15;6,69;6,772;6,662
2013;1;21;16;6,66;6,618;6,382
2013;1;21;17;6,71;6,656;6,493
2013;1;21;18;6,81;6,744;6,609
2013;1;21;19;6,86;6,899;6,744
2013;1;21;20;6,84;6,89;6,845
2013;1;21;21;6,71;6,822;6,677
2013;1;21;22;6,5;6,625;6,569
2013;1;21;23;6,39;6,39;6,202
2013;1;22;0;6,42;6,327;6,235
2013;1;22;1;6,46;6,42;6,409
2013;1;22;2;6,35;6,414;6,245
2013;1;22;3;6,1;6,205;6,285
2013;1;22;4;5,94;5,932;5,749
2013;1;22;5;6,04;5,949;5,606
2013;1;22;6;6,16;6,102;5,974
2013;1;22;7;6,33;6,321;6,161
2013;1;22;8;6,44;6,464;6,211
2013;1;22;9;6,49;6,583;6,483
2013;1;22;10;6,33;6,491;6,243
2013;1;22;11;5,99;6,169;6,187
2013;1;22;12;5,75;5,812;5,614
2013;1;22;13;5,69;5,652;5,507
2013;1;22;14;5,64;5,628;5,572
2013;1;22;15;5,57;5,587;5,582
2013;1;22;16;5,68;5,632;5,474
2013;1;22;17;5,9;5,825;5,606
2013;1;22;18;6,08;6,078;6,066
2013;1;22;19;6,24;6,279;6,052
2013;1;22;20;6,4;6,425;6,261
2013;1;22;21;6,62;6,618;6,391
2013;1;22;22;6,98;6,903;6,607
2013;1;22;23;7,23;7,236;6,987
2013;1;23;0;7,45;7,429;7,306
2013;1;23;1;7,67;7,583;7,288
2013;1;23;2;7,71;7,69;7,379
2013;1;23;3;7,62;7,649;7,585
2013;1;23;4;7,46;7,489;7,213
2013;1;23;5;7,32;7,371;7,182
2013;1;23;6;7,42;7,275;7,065
2013;1;23;7;7,88;7,619;7,157
2013;1;23;8;8,5;8,293;7,866
2013;1;23;9;8,99;8,926;8,419
2013;1;23;10;9,13;9,132;8,69
2013;1;23;11;8,93;9,035;8,787
2013;1;23;12;8,71;8,61;8,535
2013;1;23;13;8,61;8,447;8,517
2013;1;23;14;8,63;8,547;8,502
2013;1;23;15;8,67;8,654;8,499
2013;1;23;16;8,7;8,661;8,56
2013;1;23;17;8,67;8,612;8,513
2013;1;23;18;8,68;8,616;8,508
2013;1;23;19;8,88;8,629;8,522
2013;1;23;20;9,23;8,883;8,851
2013;1;23;21;9,61;9,579;9,143
2013;1;23;22;9,73;9,886;9,488
2013;1;23;23;9,74;9,691;9,496
2013;1;24;0;9,57;9,529;9,373
2013;1;24;1;9,23;9,544;9,468
2013;1;24;2;8,87;9,001;8,559
2013;1;24;3;8,63;8,417;8,73
2013;1;24;4;8,52;8,448;8,133
2013;1;24;5;8,45;8,359;8,388
2013;1;24;6;8,45;8,463;8,146
2013;1;24;7;8,67;8,51;8,197
2013;1;24;8;8,87;8,759;8,502
2013;1;24;9;8,94;8,966;8,826
2013;1;24;10;9,06;9,14;8,694
2013;1;24;11;9,25;9,14;8,845
2013;1;24;12;9,36;9,425;9,111
2013;1;24;13;9,46;9,332;9,183
2013;1;24;14;9,53;9,276;9,166
2013;1;24;15;9,48;9,455;9,37
2013;1;24;16;9,36;9,251;9,17
2013;1;24;17;9,21;9,187;9,099
2013;1;24;18;9,14;9,272;8,961
2013;1;24;19;9,13;8,947;8,871
2013;1;24;20;9,11;8,952;8,983
2013;1;24;21;9,03;8,977;8,924
2013;1;24;22;8,83;8,98;8,786
2013;1;24;23;8,58;8,686;8,584
2013;1;25;0;8,28;8,314;8,192
2013;1;25;1;8,01;8,035;8,154
2013;1;25;2;7,75;7,763;7,496
2013;1;25;3;7,49;7,565;7,687
2013;1;25;4;7,25;7,276;7,115
2013;1;25;5;7,13;7,055;7,08
2013;1;25;6;7,06;7,037;6,957
2013;1;25;7;7,01;7,015;6,926
2013;1;25;8;6,87;6,886;6,898
2013;1;25;9;6,64;6,713;6,728
2013;1;25;10;6,37;6,444;6,406
2013;1;25;11;6,16;6,168;6,152
2013;1;25;12;6,16;6,082;5,941
2013;1;25;13;6,46;6,28;6,011
2013;1;25;14;6,78;6,693;6,46
2013;1;25;15;6,89;6,955;6,924
2013;1;25;16;6,85;6,935;6,83
2013;1;25;17;6,7;6,792;6,669
2013;1;25;18;6,6;6,616;6,471
2013;1;25;19;6,53;6,517;6,349
2013;1;25;20;6,58;6,55;6,413
2013;1;25;21;6,67;6,631;6,371
2013;1;25;22;6,84;6,824;6,549
2013;1;25;23;7,06;7,026;6,656
2013;1;26;0;7,19;7,152;6,859
2013;1;26;1;7,1;7,219;7,129
2013;1;26;2;6,84;6,963;6,59
2013;1;26;3;6,45;6,557;6,557
2013;1;26;4;6,1;6,166;5,968
2013;1;26;5;5,96;5,887;5,747
2013;1;26;6;6,01;5,902;5,677
2013;1;26;7;6,25;6,119;5,994
2013;1;26;8;6,71;6,552;6,171
2013;1;26;9;7,39;7,142;6,837
2013;1;26;10;7,91;7,866;7,475
2013;1;26;11;8,22;8,192;8,036
2013;1;26;12;8,46;8,369;7,994
2013;1;26;13;8,74;8,69;8,284
2013;1;26;14;9,0;8,78;8,571
2013;1;26;15;8,93;8,909;8,861
2013;1;26;16;8,55;8,72;8,786
2013;1;26;17;8,23;8,244;8,165
2013;1;26;18;8,04;7,987;7,918
2013;1;26;19;7,76;7,728;7,879
2013;1;26;20;7,48;7,534;7,566
2013;1;26;21;7,32;7,333;7,194
2013;1;26;22;7,27;7,202;7,153
2013;1;26;23;7,34;7,251;7,104
2013;1;27;0;7,32;7,321;7,154
2013;1;27;1;7,14;7,236;7,325
2013;1;27;2;6,83;6,921;6,652
2013;1;27;3;6,44;6,565;6,643
2013;1;27;4;6,2;6,217;6,029
2013;1;27;5;6,16;6,036;5,898
2013;1;27;6;6,13;6,105;6,136
2013;1;27;7;6,11;6,138;6,026
2013;1;27;8;6,02;6,052;5,975
2013;1;27;9;5,87;5,931;5,941
2013;1;27;10;5,64;5,735;5,652
2013;1;27;11;5,46;5,495;5,5
2013;1;27;12;5,43;5,447;5,237
2013;1;27;13;5,54;5,48;5,415
2013;1;27;14;5,75;5,73;5,52
2013;1;27;15;6,1;6,038;5,787
2013;1;27;16;6,51;6,4;6,134
2013;1;27;17;6,85;6,834;6,599
2013;1;27;18;7,12;7,122;6,884
2013;1;27;19;7,38;7,358;7,013
2013;1;27;20;7,67;7,618;7,286
2013;1;27;21;8,04;7,952;7,553
2013;1;27;22;8,2;8,219;7,883
2013;1;27;23;7,78;7,979;8,102
2013;1;28;0;7,24;7,533;7,341
2013;1;28;1;6,84;6,807;6,816
2013;1;28;2;6,25;6,372;6,369
2013;1;28;3;5,56;5,694;6,068
2013;1;28;4;5,04;5,076;4,806
2013;1;28;5;4,82;4,771;4,762
2013;1;28;6;4,88;4,772;4,648
2013;1;28;7;4,9;4,872;4,921
2013;1;28;8;4,84;4,892;5,038
2013;1;28;9;4,9;4,946;4,777
2013;1;28;10;5,07;5,056;4,879
2013;1;28;11;5,37;5,323;5,185
2013;1;28;12;5,75;5,663;5,409
2013;1;28;13;6,03;6,04;5,912
2013;1;28;14;6,12;6,174;6,122
2013;1;28;15;6,07;6,177;6,105
2013;1;28;16;6,0;6,066;5,997
2013;1;28;17;6,02;5,964;5,895
2013;1;28;18;6,1;6,044;6,001
2013;1;28;19;6,33;6,253;6,079
2013;1;28;20;6,55;6,518;6,289
2013;1;28;21;6,71;6,708;6,612
2013;1;28;22;6,68;6,771;6,537
2013;1;28;23;6,28;6,454;6,543
2013;1;29;0;5,88;5,965;5,955
2013;1;29;1;6,03;5,895;5,487
2013;1;29;2;6,25;6,08;5,697
2013;1;29;3;6,41;6,41;6,568
2013;1;29;4;6,47;6,488;6,035
2013;1;29;5;6,41;6,462;6,448
