-BEGIN HEADER-
Dataset: NASA_Bawean_Hourly.csv
Stacking Metrics: MAE=0.205 RMSE=0.26 MAPE=7.06% R2=0.985
Forecast Summary:
Prediksi kecepatan angin untuk periode 01-01-2023 hingga 08-01-2023 menunjukkan rata-rata 1.86 m/s, termasuk kategori angin sepoi ringan (light breeze). Kecepatan tertinggi mencapai 7.43 m/s dan terendah 1.18 m/s, dengan standar deviasi 1.13 m/s. Angin cenderung paling kuat sekitar pukul 07:00 dan paling lemah sekitar pukul 06:00. Secara umum tren angin menurun menuju akhir periode. 

Model terbaik adalah XGB-LSTM Stacking dengan MAPE 7.06% dan RMSE 0.26. Tingkat akurasi model tergolong tinggi.

-END HEADER-

YEAR;MO;DY;HR;WS10M;XGB_Base;XGB_LSTM_Stacked
2021;11;14;6;1,52;1,413;0,846
2021;11;14;7;1,79;1,865;1,839
2021;11;14;8;1,55;1,787;1,837
2021;11;14;9;1,22;1,311;1,415
2021;11;14;10;1,15;1,154;0,908
2021;11;14;11;1,16;1,107;1,114
2021;11;14;12;1,21;1,223;1,152
2021;11;14;13;1,2;1,26;1,175
2021;11;14;14;1,27;1,294;1,138
2021;11;14;15;1,32;1,322;1,143
2021;11;14;16;1,25;1,33;1,264
2021;11;14;17;1,13;1,21;1,123
2021;11;14;18;0,97;0,963;0,97
2021;11;14;19;0,8;0,838;0,886
2021;11;14;20;0,69;0,683;0,732
2021;11;14;21;0,68;0,692;0,685
2021;11;14;22;0,75;0,813;0,703
2021;11;14;23;0,86;0,815;0,778
2021;11;15;0;1,03;0,977;0,87
2021;11;15;1;1,18;1,169;1,108
2021;11;15;2;1,28;1,278;1,061
2021;11;15;3;1,32;1,331;1,278
2021;11;15;4;1,3;1,31;1,141
2021;11;15;5;1,16;1,187;1,218
2021;11;15;6;1,01;1,017;1,041
2021;11;15;7;1,13;1,054;0,928
2021;11;15;8;1,53;1,493;1,046
2021;11;15;9;2,07;2,032;1,556
2021;11;15;10;2,62;2,506;2,225
2021;11;15;11;3,08;3,035;2,793
2021;11;15;12;3,47;3,42;3,207
2021;11;15;13;3,7;3,694;3,562
2021;11;15;14;3,83;3,823;3,766
2021;11;15;15;3,84;3,856;3,8
2021;11;15;16;3,68;3,704;3,794
2021;11;15;17;3,33;3,432;3,568
2021;11;15;18;2,89;2,945;3,094
2021;11;15;19;2,41;2,463;2,604
2021;11;15;20;2,05;2,054;2,066
2021;11;15;21;1,88;1,869;1,707
2021;11;15;22;1,77;1,744;1,702
2021;11;15;23;1,6;1,609;1,611
2021;11;16;0;1,52;1,534;1,435
2021;11;16;1;1,36;1,389;1,442
2021;11;16;2;1,07;1,191;1,257
2021;11;16;3;0,66;0,727;1,058
2021;11;16;4;0,07;0,205;0,622
2021;11;16;5;0,61;0,503;0,187
2021;11;16;6;1,25;1,097;0,458
2021;11;16;7;1,82;1,835;1,819
2021;11;16;8;2,22;2,233;1,888
2021;11;16;9;2,27;2,371;2,361
2021;11;16;10;1,93;2,093;2,155
2021;11;16;11;1,65;1,667;1,714
2021;11;16;12;1,61;1,569;1,225
2021;11;16;13;1,68;1,599;1,541
2021;11;16;14;1,72;1,737;1,657
2021;11;16;15;1,69;1,757;1,727
2021;11;16;16;1,66;1,708;1,544
2021;11;16;17;1,75;1,73;1,498
2021;11;16;18;1,93;1,892;1,593
2021;11;16;19;1,94;1,996;1,879
2021;11;16;20;1,72;1,859;1,858
2021;11;16;21;1,58;1,554;1,486
2021;11;16;22;1,58;1,492;1,236
2021;11;16;23;1,53;1,494;1,514
2021;11;17;0;1,39;1,439;1,433
2021;11;17;1;1,23;1,182;1,4
2021;11;17;2;1,22;1,182;1,109
2021;11;17;3;1,55;1,427;1,243
2021;11;17;4;2,1;2,013;1,507
2021;11;17;5;2,7;2,59;2,386
2021;11;17;6;3,25;3,124;2,934
2021;11;17;7;3,61;3,582;3,47
2021;11;17;8;3,72;3,769;3,669
2021;11;17;9;3,71;3,755;3,689
2021;11;17;10;3,63;3,646;3,499
2021;11;17;11;3,47;3,489;3,489
2021;11;17;12;3,33;3,313;3,283
2021;11;17;13;3,26;3,252;3,148
2021;11;17;14;3,23;3,216;3,125
2021;11;17;15;3,29;3,283;3,152
2021;11;17;16;3,37;3,368;3,206
2021;11;17;17;3,47;3,47;3,324
2021;11;17;18;3,66;3,648;3,415
2021;11;17;19;3,81;3,807;3,595
2021;11;17;20;3,89;3,899;3,797
2021;11;17;21;3,84;3,862;3,768
2021;11;17;22;3,79;3,744;3,679
2021;11;17;23;3,72;3,67;3,561
2021;11;18;0;3,57;3,54;3,556
2021;11;18;1;3,49;3,488;3,517
2021;11;18;2;3,56;3,517;3,3
2021;11;18;3;3,74;3,677;3,588
2021;11;18;4;3,81;3,882;3,722
2021;11;18;5;3,73;3,776;3,797
2021;11;18;6;3,62;3,682;3,558
2021;11;18;7;3,46;3,488;3,348
2021;11;18;8;2,98;3,133;3,241
2021;11;18;9;2,28;2,45;2,702
2021;11;18;10;1,99;1,95;1,716
2021;11;18;11;1,89;1,796;1,616
2021;11;18;12;1,86;1,789;1,855
2021;11;18;13;1,91;1,87;1,734
2021;11;18;14;1,99;1,952;1,862
2021;11;18;15;2,1;2,12;1,975
2021;11;18;16;2,2;2,211;2,077
2021;11;18;17;2,28;2,307;2,208
2021;11;18;18;2,27;2,33;2,265
2021;11;18;19;2,19;2,275;2,24
2021;11;18;20;2,09;2,109;2,088
2021;11;18;21;1,97;1,948;1,974
2021;11;18;22;1,86;1,841;1,838
2021;11;18;23;1,75;1,686;1,729
2021;11;19;0;1,66;1,586;1,594
2021;11;19;1;1,66;1,65;1,68
2021;11;19;2;1,82;1,758;1,508
2021;11;19;3;1,93;1,968;1,884
2021;11;19;4;1,76;1,883;1,915
2021;11;19;5;1,54;1,588;1,659
2021;11;19;6;1,61;1,522;1,204
2021;11;19;7;1,74;1,679;1,416
2021;11;19;8;1,63;1,707;1,632
2021;11;19;9;1,35;1,418;1,451
2021;11;19;10;1,05;1,112;1,026
2021;11;19;11;0,72;0,79;0,869
2021;11;19;12;0,35;0,47;0,687
2021;11;19;13;0,32;0,362;0,443
2021;11;19;14;0,74;0,632;0,483
2021;11;19;15;1,09;1,167;1,009
2021;11;19;16;1,37;1,353;1,315
2021;11;19;17;1,49;1,542;1,469
2021;11;19;18;1,66;1,68;1,537
2021;11;19;19;1,88;1,819;1,73
2021;11;19;20;2,02;2,005;2,022
2021;11;19;21;2,04;2,085;2,161
2021;11;19;22;1,99;2,018;2,092
2021;11;19;23;1,92;1,98;1,945
2021;11;20;0;1,82;1,862;1,914
2021;11;20;1;1,73;1,759;1,905
2021;11;20;2;1,67;1,631;1,595
2021;11;20;3;1,62;1,603;1,681
2021;11;20;4;1,63;1,593;1,442
2021;11;20;5;1,68;1,633;1,5
2021;11;20;6;1,79;1,759;1,526
2021;11;20;7;1,95;1,936;1,651
2021;11;20;8;2,11;2,107;1,832
2021;11;20;9;2,25;2,263;2,071
2021;11;20;10;2,03;2,184;2,139
2021;11;20;11;1,8;1,859;1,896
2021;11;20;12;1,96;1,798;1,435
2021;11;20;13;2,3;2,212;1,905
2021;11;20;14;2,31;2,38;2,46
2021;11;20;15;2,01;2,202;2,431
2021;11;20;16;1,94;1,895;1,8
2021;11;20;17;1,93;1,839;1,743
2021;11;20;18;1,86;1,88;1,95
2021;11;20;19;1,69;1,773;1,715
2021;11;20;20;1,5;1,515;1,487
2021;11;20;21;1,58;1,528;1,179
2021;11;20;22;1,81;1,724;1,4
2021;11;20;23;2,09;2,066;1,861
2021;11;21;0;2,47;2,404;2,192
2021;11;21;1;2,84;2,78;2,688
2021;11;21;2;3,15;3,107;2,942
2021;11;21;3;3,36;3,347;3,367
2021;11;21;4;3,28;3,371;3,33
2021;11;21;5;3,07;3,169;3,243
2021;11;21;6;2,87;2,891;2,763
2021;11;21;7;2,73;2,693;2,706
2021;11;21;8;2,66;2,637;2,475
2021;11;21;9;2,61;2,57;2,567
2021;11;21;10;2,51;2,559;2,403
2021;11;21;11;2,49;2,463;2,398
2021;11;21;12;2,51;2,506;2,25
2021;11;21;13;2,49;2,518;2,448
2021;11;21;14;2,43;2,451;2,329
2021;11;21;15;2,39;2,422;2,291
2021;11;21;16;2,36;2,365;2,215
2021;11;21;17;1,97;2,118;2,311
2021;11;21;18;1,41;1,507;1,748
2021;11;21;19;1,0;0,983;1,034
2021;11;21;20;0,73;0,805;0,884
2021;11;21;21;0,6;0,701;0,751
2021;11;21;22;0,69;0,621;0,696
2021;11;21;23;0,98;0,912;0,804
2021;11;22;0;1,22;1,234;1,157
2021;11;22;1;1,37;1,414;1,351
2021;11;22;2;1,49;1,504;1,31
2021;11;22;3;1,52;1,54;1,539
2021;11;22;4;1,54;1,522;1,446
2021;11;22;5;1,6;1,585;1,478
2021;11;22;6;1,71;1,699;1,514
2021;11;22;7;1,85;1,824;1,694
2021;11;22;8;1,91;1,955;1,772
2021;11;22;9;1,9;1,951;1,943
2021;11;22;10;1,85;1,897;1,757
2021;11;22;11;1,82;1,824;1,783
2021;11;22;12;1,88;1,849;1,667
2021;11;22;13;2,01;1,968;1,883
2021;11;22;14;2,11;2,124;1,978
2021;11;22;15;2,19;2,192;2,157
2021;11;22;16;2,19;2,233;2,139
2021;11;22;17;2,1;2,123;2,186
2021;11;22;18;1,96;1,969;1,99
2021;11;22;19;1,9;1,871;1,863
2021;11;22;20;1,91;1,86;1,794
2021;11;22;21;2,03;2,001;1,92
2021;11;22;22;2,17;2,178;2,02
2021;11;22;23;2,37;2,35;2,208
2021;11;23;0;2,84;2,722;2,376
2021;11;23;1;3,33;3,249;3,049
2021;11;23;2;3,15;3,353;3,517
2021;11;23;3;2,61;2,869;3,287
2021;11;23;4;2,4;2,333;2,071
2021;11;23;5;2,24;2,21;2,173
2021;11;23;6;2,24;2,156;2,199
2021;11;23;7;2,16;2,196;2,057
2021;11;23;8;2,1;2,104;2,089
2021;11;23;9;2,17;2,117;1,864
2021;11;23;10;2,39;2,337;2,037
2021;11;23;11;2,67;2,657;2,352
2021;11;23;12;2,86;2,897;2,708
2021;11;23;13;2,81;2,867;2,881
2021;11;23;14;2,63;2,697;2,727
2021;11;23;15;2,45;2,426;2,434
2021;11;23;16;2,48;2,434;2,304
2021;11;23;17;2,56;2,534;2,394
2021;11;23;18;2,52;2,577;2,646
2021;11;23;19;2,39;2,408;2,492
2021;11;23;20;2,43;2,395;2,285
2021;11;23;21;2,6;2,543;2,33
2021;11;23;22;2,86;2,803;2,723
2021;11;23;23;3,17;3,126;2,913
2021;11;24;0;3,55;3,472;3,32
2021;11;24;1;3,84;3,832;3,759
2021;11;24;2;4,02;4,053;3,871
2021;11;24;3;3,91;4,015;4,005
2021;11;24;4;3,32;3,503;3,694
2021;11;24;5;2,76;2,829;3,002
2021;11;24;6;2,48;2,383;2,139
2021;11;24;7;2,27;2,279;2,297
2021;11;24;8;2,1;2,098;1,999
2021;11;24;9;2,09;2,052;1,96
2021;11;24;10;2,36;2,259;1,898
2021;11;24;11;2,73;2,657;2,384
2021;11;24;12;3,11;3,045;2,827
2021;11;24;13;3,39;3,372;3,203
2021;11;24;14;3,44;3,516;3,413
2021;11;24;15;3,34;3,445;3,374
2021;11;24;16;3,23;3,206;3,155
2021;11;24;17;3,0;3,021;3,101
2021;11;24;18;2,69;2,717;2,897
2021;11;24;19;2,34;2,4;2,438
2021;11;24;20;1,97;2,038;2,126
2021;11;24;21;1,63;1,68;1,697
2021;11;24;22;1,32;1,354;1,401
2021;11;24;23;1,24;1,247;1,141
2021;11;25;0;1,49;1,407;1,14
2021;11;25;1;1,93;1,855;1,587
2021;11;25;2;2,41;2,331;2,024
2021;11;25;3;2,88;2,787;2,64
2021;11;25;4;3,16;3,149;2,816
2021;11;25;5;3,35;3,323;3,176
2021;11;25;6;3,57;3,551;3,119
2021;11;25;7;3,7;3,692;3,465
2021;11;25;8;3,53;3,643;3,637
2021;11;25;9;3,17;3,28;3,401
2021;11;25;10;3,01;2,978;2,89
2021;11;25;11;3,17;3,005;2,784
2021;11;25;12;3,44;3,32;3,116
2021;11;25;13;3,67;3,617;3,57
2021;11;25;14;3,81;3,826;3,626
2021;11;25;15;3,94;3,958;3,767
2021;11;25;16;3,91;3,978;3,811
2021;11;25;17;3,72;3,792;3,795
2021;11;25;18;3,47;3,532;3,464
2021;11;25;19;3,14;3,213;3,185
2021;11;25;20;2,82;2,866;2,913
2021;11;25;21;2,59;2,589;2,531
2021;11;25;22;2,68;2,607;2,43
2021;11;25;23;3,14;2,953;2,64
2021;11;26;0;3,88;3,678;3,391
2021;11;26;1;4,76;4,591;4,289
2021;11;26;2;5,6;5,468;5,046
2021;11;26;3;6,22;6,173;5,915
2021;11;26;4;6,36;6,415;6,187
2021;11;26;5;5,98;6,222;6,208
2021;11;26;6;5,41;5,587;5,521
2021;11;26;7;5,08;5,072;4,908
2021;11;26;8;5,11;4,951;4,717
2021;11;26;9;5,14;5,032;5,016
2021;11;26;10;4,99;5,08;4,999
2021;11;26;11;4,69;4,827;4,797
2021;11;26;12;4,43;4,498;4,327
2021;11;26;13;4,16;4,172;4,141
2021;11;26;14;3,95;3,911;3,901
2021;11;26;15;3,75;3,742;3,677
2021;11;26;16;3,6;3,614;3,615
2021;11;26;17;3,46;3,463;3,362
2021;11;26;18;3,21;3,248;3,376
2021;11;26;19;2,88;2,937;3,007
2021;11;26;20;2,63;2,667;2,639
2021;11;26;21;2,59;2,565;2,45
2021;11;26;22;2,79;2,747;2,524
2021;11;26;23;3,17;3,093;2,9
2021;11;27;0;3,55;3,514;3,419
2021;11;27;1;3,97;3,951;3,857
2021;11;27;2;4,41;4,352;4,075
2021;11;27;3;4,69;4,703;4,643
2021;11;27;4;4,87;4,848;4,687
2021;11;27;5;5,06;5,029;4,763
2021;11;27;6;5,4;5,306;4,904
2021;11;27;7;5,73;5,645;5,314
2021;11;27;8;5,97;5,959;5,664
2021;11;27;9;6,37;6,276;5,838
2021;11;27;10;6,86;6,723;6,149
2021;11;27;11;7,09;7,038;6,782
2021;11;27;12;7,12;7,149;6,885
2021;11;27;13;6,93;6,973;6,62
2021;11;27;14;6,53;6,598;6,62
2021;11;27;15;5,96;6,044;5,982
2021;11;27;16;5,53;5,553;5,489
2021;11;27;17;5,26;5,229;5,088
2021;11;27;18;5,15;5,036;5,052
2021;11;27;19;5,08;5,042;4,925
2021;11;27;20;5,01;5,033;4,994
2021;11;27;21;5,09;5,058;4,886
2021;11;27;22;5,2;5,13;5,061
2021;11;27;23;5,34;5,326;5,304
2021;11;28;0;5,67;5,605;5,322
2021;11;28;1;6,16;6,082;5,835
2021;11;28;2;6,62;6,552;6,168
2021;11;28;3;6,98;6,947;6,667
2021;11;28;4;6,92;7,002;6,672
2021;11;28;5;6,59;6,732;6,593
2021;11;28;6;6,15;6,193;5,844
2021;11;28;7;5,48;5,63;5,551
2021;11;28;8;4,53;4,691;4,884
2021;11;28;9;3,63;3,761;3,745
2021;11;28;10;3,05;3,057;2,954
2021;11;28;11;3,19;2,969;2,685
2021;11;28;12;3,9;3,52;3,185
2021;11;28;13;4,62;4,448;4,384
2021;11;28;14;5,27;5,132;4,879
2021;11;28;15;5,63;5,615;5,342
2021;11;28;16;5,5;5,675;5,578
2021;11;28;17;4,88;5,104;5,192
2021;11;28;18;4,16;4,309;4,373
2021;11;28;19;3,56;3,577;3,584
2021;11;28;20;3,13;3,186;3,222
2021;11;28;21;2,89;2,845;2,841
2021;11;28;22;2,84;2,841;2,745
2021;11;28;23;2,99;2,966;2,82
2021;11;29;0;3,22;3,247;3,046
2021;11;29;1;3,56;3,579;3,463
2021;11;29;2;4,03;3,969;3,578
2021;11;29;3;4,51;4,465;4,221
2021;11;29;4;4,72;4,705;4,491
2021;11;29;5;4,58;4,724;4,624
2021;11;29;6;4,39;4,467;4,227
2021;11;29;7;4,17;4,158;3,929
2021;11;29;8;3,7;3,8;3,796
2021;11;29;9;3,05;3,198;3,257
2021;11;29;10;2,43;2,512;2,416
2021;11;29;11;1,94;1,976;1,961
2021;11;29;12;1,67;1,65;1,53
2021;11;29;13;1,5;1,494;1,489
2021;11;29;14;1,45;1,48;1,365
2021;11;29;15;1,6;1,537;1,373
2021;11;29;16;1,96;1,914;1,629
2021;11;29;17;2,28;2,263;2,083
2021;11;29;18;2,55;2,531;2,456
2021;11;29;19;2,82;2,775;2,592
2021;11;29;20;3,09;3,047;2,848
2021;11;29;21;3,3;3,267;3,182
2021;11;29;22;3,52;3,485;3,375
2021;11;29;23;3,7;3,673;3,637
2021;11;30;0;3,91;3,933;3,822
2021;11;30;1;4,18;4,176;4,11
2021;11;30;2;4,18;4,287;4,24
2021;11;30;3;3,72;3,983;4,343
2021;11;30;4;3,05;3,239;3,342
2021;11;30;5;2,48;2,605;2,617
2021;11;30;6;2,06;2,092;2,046
2021;11;30;7;1,66;1,74;1,796
2021;11;30;8;1,04;1,219;1,326
2021;11;30;9;1,0;0,948;0,926
2021;11;30;10;0,93;1,03;0,768
2021;11;30;11;0,64;0,803;1,191
2021;11;30;12;0,58;0,617;0,525
2021;11;30;13;0,71;0,685;0,533
2021;11;30;14;0,91;0,883;0,747
2021;11;30;15;1,13;1,14;1,043
2021;11;30;16;1,32;1,269;1,006
2021;11;30;17;1,45;1,421;1,371
2021;11;30;18;1,56;1,561;1,311
2021;11;30;19;1,64;1,674;1,695
2021;11;30;20;1,81;1,808;1,549
2021;11;30;21;2,22;2,094;1,918
2021;11;30;22;2,87;2,75;2,355
2021;11;30;23;3,58;3,426;3,297
2021;12;1;0;4,16;4,094;3,913
2021;12;1;1;4,59;4,536;4,498
2021;12;1;2;4,73;4,709;4,863
2021;12;1;3;4,57;4,685;4,606
2021;12;1;4;4,4;4,457;4,368
2021;12;1;5;4,45;4,37;3,956
2021;12;1;6;4,5;4,462;4,262
2021;12;1;7;4,52;4,488;4,372
2021;12;1;8;4,52;4,515;4,225
2021;12;1;9;4,6;4,576;4,281
2021;12;1;10;4,66;4,641;4,323
2021;12;1;11;4,73;4,715;4,388
2021;12;1;12;4,89;4,841;4,39
2021;12;1;13;5,06;4,993;4,651
2021;12;1;14;5,14;5,119;4,934
2021;12;1;15;5,04;5,126;4,98
2021;12;1;16;4,8;4,844;4,833
2021;12;1;17;4,48;4,527;4,471
2021;12;1;18;4,14;4,156;4,182
2021;12;1;19;3,85;3,889;3,753
2021;12;1;20;3,53;3,588;3,589
2021;12;1;21;3,31;3,326;3,26
2021;12;1;22;3,23;3,24;3,061
2021;12;1;23;3,29;3,246;3,127
2021;12;2;0;3,36;3,371;3,259
2021;12;2;1;3,36;3,383;3,479
2021;12;2;2;3,22;3,321;3,312
2021;12;2;3;2,92;2,984;3,149
2021;12;2;4;2,65;2,702;2,616
2021;12;2;5;2,45;2,46;2,356
2021;12;2;6;2,18;2,218;2,196
2021;12;2;7;1,81;1,859;1,986
2021;12;2;8;1,84;1,74;1,405
2021;12;2;9;2,06;1,927;1,637
2021;12;2;10;1,97;2,014;2,114
2021;12;2;11;1,83;1,865;1,922
2021;12;2;12;1,68;1,725;1,481
2021;12;2;13;1,51;1,53;1,518
2021;12;2;14;1,36;1,384;1,321
2021;12;2;15;1,39;1,334;1,242
2021;12;2;16;1,57;1,498;1,294
2021;12;2;17;1,82;1,794;1,556
2021;12;2;18;2,1;2,066;1,885
2021;12;2;19;2,18;2,228;2,202
2021;12;2;20;2,19;2,24;2,169
2021;12;2;21;2,41;2,305;2,093
2021;12;2;22;2,72;2,698;2,395
2021;12;2;23;3,16;3,069;2,946
2021;12;3;0;3,56;3,514;3,31
2021;12;3;1;3,82;3,837;3,932
2021;12;3;2;3,87;3,916;3,886
2021;12;3;3;3,83;3,87;3,874
2021;12;3;4;3,85;3,833;3,604
2021;12;3;5;3,58;3,653;3,762
2021;12;3;6;3,66;3,525;3,518
2021;12;3;7;4,54;4,132;3,095
2021;12;3;8;5,68;5,354;4,632
2021;12;3;9;6,47;6,411;6,048
2021;12;3;10;6,89;6,826;6,515
2021;12;3;11;6,81;6,916;6,645
2021;12;3;12;6,53;6,662;6,557
2021;12;3;13;6,16;6,202;6,022
2021;12;3;14;5,88;5,849;5,738
2021;12;3;15;5,56;5,547;5,498
2021;12;3;16;5,23;5,245;5,19
2021;12;3;17;5,04;5,018;4,831
2021;12;3;18;4,89;4,804;4,737
2021;12;3;19;4,6;4,657;4,707
2021;12;3;20;4,63;4,577;4,308
2021;12;3;21;4,94;4,748;4,374
2021;12;3;22;5,1;5,097;5,088
2021;12;3;23;5,25;5,267;5,135
2021;12;4;0;5,44;5,419;5,055
2021;12;4;1;5,56;5,567;5,561
2021;12;4;2;5,51;5,573;5,353
2021;12;4;3;5,3;5,39;5,437
2021;12;4;4;5,15;5,149;4,976
2021;12;4;5;5,0;4,956;4,906
2021;12;4;6;4,7;4,77;4,775
2021;12;4;7;4,28;4,394;4,417
2021;12;4;8;3,61;3,746;3,804
2021;12;4;9;3,09;3,148;3,165
2021;12;4;10;3,04;2,888;2,437
2021;12;4;11;3,22;3,102;2,826
2021;12;4;12;3,99;3,733;3,209
2021;12;4;13;5,28;4,896;3,949
2021;12;4;14;6,45;6,164;5,781
2021;12;4;15;7,17;7,058;6,73
2021;12;4;16;7,22;7,334;7,032
2021;12;4;17;7,0;7,2;6,822
2021;12;4;18;7,11;7,026;6,4
2021;12;4;19;7,83;7,453;6,8
2021;12;4;20;8,95;8,608;8,063
2021;12;4;21;9,85;9,493;9,119
2021;12;4;22;9,76;9,867;9,917
2021;12;4;23;9,08;9,604;9,428
2021;12;5;0;8,44;8,586;8,234
2021;12;5;1;7,97;8,045;7,983
2021;12;5;2;7,6;7,571;7,334
2021;12;5;3;7,21;7,198;7,227
2021;12;5;4;7,07;6,988;6,645
2021;12;5;5;7,2;7,021;6,547
2021;12;5;6;7,4;7,297;6,961
2021;12;5;7;7,55;7,538;7,084
2021;12;5;8;7,54;7,593;7,248
2021;12;5;9;7,32;7,489;7,229
2021;12;5;10;7,02;7,161;6,961
2021;12;5;11;7,0;6,967;6,654
2021;12;5;12;7,39;7,154;6,754
2021;12;5;13;7,78;7,665;7,393
2021;12;5;14;7,96;7,98;7,9
2021;12;5;15;8,14;8,165;7,739
2021;12;5;16;8,4;8,283;7,948
2021;12;5;17;8,7;8,515;8,287
2021;12;5;18;9,06;8,805;8,5
2021;12;5;19;9,17;9,196;8,808
2021;12;5;20;9,05;9,074;8,884
2021;12;5;21;9,18;8,995;8,457
2021;12;5;22;9,53;9,296;8,62
2021;12;5;23;9,69;9,495;9,173
2021;12;6;0;9,43;9,742;9,179
2021;12;6;1;8,98;9,091;8,934
2021;12;6;2;8,43;8,729;8,259
2021;12;6;3;7,71;7,798;8,029
2021;12;6;4;6,86;6,997;6,937
2021;12;6;5;6,25;6,334;6,27
2021;12;6;6;5,92;5,918;5,618
2021;12;6;7;5,84;5,761;5,579
2021;12;6;8;5,77;5,744;5,622
2021;12;6;9;5,73;5,728;5,588
2021;12;6;10;6,01;5,896;5,462
2021;12;6;11;6,51;6,318;5,853
2021;12;6;12;6,81;6,771;6,635
2021;12;6;13;6,8;6,927;6,8
2021;12;6;14;6,48;6,669;6,562
2021;12;6;15;5,89;6,033;6,228
2021;12;6;16;5,24;5,406;5,53
2021;12;6;17;4,62;4,778;4,713
2021;12;6;18;4,07;4,18;4,203
2021;12;6;19;3,87;3,862;3,575
2021;12;6;20;3,96;3,881;3,408
2021;12;6;21;4,31;4,214;3,771
2021;12;6;22;4,63;4,642;3,99
2021;12;6;23;4,82;4,88;4,535
2021;12;7;0;4,99;5,046;4,572
2021;12;7;1;5,17;5,191;5,01
2021;12;7;2;5,29;5,288;5,168
2021;12;7;3;5,17;5,298;5,321
2021;12;7;4;5,02;5,11;5,016
2021;12;7;5;4,87;4,893;4,621
2021;12;7;6;4,65;4,697;4,681
2021;12;7;7;4,49;4,513;4,335
2021;12;7;8;4,42;4,392;4,163
2021;12;7;9;4,52;4,487;4,296
2021;12;7;10;4,76;4,688;4,37
2021;12;7;11;5,04;5,013;4,766
2021;12;7;12;5,24;5,309;5,027
2021;12;7;13;5,37;5,401;5,126
2021;12;7;14;5,29;5,417;5,205
2021;12;7;15;5,07;5,175;5,071
2021;12;7;16;4,74;4,827;4,652
2021;12;7;17;4,42;4,474;4,408
2021;12;7;18;4,32;4,255;4,023
2021;12;7;19;4,4;4,289;4,051
2021;12;7;20;4,67;4,592;4,37
2021;12;7;21;4,99;4,929;4,625
2021;12;7;22;5,14;5,2;5,081
2021;12;7;23;5,22;5,284;5,16
2021;12;8;0;5,29;5,307;5,035
2021;12;8;1;5,34;5,339;5,352
2021;12;8;2;5,27;5,331;4,955
2021;12;8;3;5,11;5,15;5,029
2021;12;8;4;5,01;4,982;4,608
2021;12;8;5;5,06;4,983;4,659
2021;12;8;6;5,15;5,072;4,749
2021;12;8;7;5,36;5,283;4,947
2021;12;8;8;5,59;5,562;5,094
2021;12;8;9;5,84;5,837;5,597
2021;12;8;10;6,01;6,017;5,67
2021;12;8;11;6,13;6,166;5,905
2021;12;8;12;6,19;6,257;5,917
2021;12;8;13;6,23;6,248;6,021
2021;12;8;14;6,18;6,209;6,007
2021;12;8;15;6,03;6,083;6,019
2021;12;8;16;5,93;5,944;5,762
2021;12;8;17;5,86;5,808;5,7
2021;12;8;18;5,7;5,745;5,702
2021;12;8;19;5,6;5,591;5,52
2021;12;8;20;5,55;5,594;5,273
2021;12;8;21;5,51;5,541;5,454
2021;12;8;22;5,42;5,457;5,252
2021;12;8;23;5,25;5,354;5,181
2021;12;9;0;5,1;5,161;5,01
2021;12;9;1;4,89;4,968;4,872
2021;12;9;2;4,91;4,863;4,618
2021;12;9;3;5,12;4,982;4,732
2021;12;9;4;5,2;5,196;5,025
2021;12;9;5;5,07;5,219;5,186
2021;12;9;6;4,73;4,82;4,74
2021;12;9;7;4,49;4,513;4,485
2021;12;9;8;4,46;4,398;4,057
2021;12;9;9;4,45;4,396;4,341
2021;12;9;10;4,3;4,35;4,272
2021;12;9;11;4,07;4,098;4,08
2021;12;9;12;3,83;3,838;3,69
2021;12;9;13;3,72;3,659;3,523
2021;12;9;14;3,71;3,643;3,433
2021;12;9;15;3,68;3,687;3,606
2021;12;9;16;3,77;3,726;3,524
2021;12;9;17;3,98;3,909;3,657
2021;12;9;18;4,1;4,096;4,005
2021;12;9;19;4,15;4,188;4,095
2021;12;9;20;4,19;4,188;3,99
2021;12;9;21;4,34;4,308;4,122
2021;12;9;22;4,66;4,624;4,251
2021;12;9;23;5,17;5,029;4,642
2021;12;10;0;5,71;5,607;5,264
2021;12;10;1;6,23;6,17;5,901
2021;12;10;2;6,64;6,594;6,184
2021;12;10;3;6,91;6,894;6,681
2021;12;10;4;6,95;6,951;6,58
2021;12;10;5;6,7;6,831;6,66
2021;12;10;6;6,39;6,479;6,219
2021;12;10;7;6,1;6,137;5,795
2021;12;10;8;5,93;5,927;5,73
2021;12;10;9;5,81;5,731;5,472
2021;12;10;10;5,8;5,76;5,611
2021;12;10;11;5,9;5,847;5,462
2021;12;10;12;6,11;6,047;5,733
2021;12;10;13;6,28;6,281;5,928
2021;12;10;14;6,39;6,431;6,165
2021;12;10;15;6,45;6,513;6,178
2021;12;10;16;6,68;6,626;6,314
2021;12;10;17;7,07;6,982;6,374
2021;12;10;18;7,5;7,387;7,121
2021;12;10;19;7,83;7,839;7,529
2021;12;10;20;8,05;8,037;7,63
2021;12;10;21;8,11;8,15;7,929
2021;12;10;22;8,16;8,099;7,746
2021;12;10;23;8,17;8,139;7,784
2021;12;11;0;7,91;8,01;7,91
2021;12;11;1;7,5;7,627;7,626
2021;12;11;2;7,17;7,226;6,897
2021;12;11;3;6,64;6,758;6,935
2021;12;11;4;5,95;6,058;6,088
