-BEGIN HEADER-
Dataset: NASA_Pandeglang_Hourly.csv
Variabel: RH2M
Forecast Summary:
Prediksi kelembaban udara untuk periode 01-01-2023 hingga 08-01-2023 menunjukkan rata-rata 84.72 %, termasuk kategori lembab. Nilai tertinggi mencapai 85.69 % dan terendah 82.78 %, dengan standar deviasi 0.72 %. Nilai cenderung paling tinggi sekitar pukul 02:00 dan paling rendah sekitar pukul 14:00. Secara umum tren kelembaban udara meningkat menuju akhir periode. 

Model terbaik adalah XGB dengan MAPE 0.33% dan RMSE 0.363. Tingkat akurasi model tergolong tinggi.

-END HEADER-

YEAR;MO;DY;HR;RH2M;GBR;XGB;KNN;LSTM;BiLSTM
2013;1;2;7;86,44;65,213;66,369;64,25;;
2013;1;2;8;86,62;65,232;66,498;64,143;;
2013;1;2;9;87,25;65,258;66,618;64,429;;
2013;1;2;10;87,69;65,258;66,678;64,429;;
2013;1;2;11;87,75;65,258;66,678;64,429;;
2013;1;2;12;87,31;65,258;66,678;64,429;;
2013;1;2;13;87,12;65,227;66,717;64,277;;
2013;1;2;14;87,19;65,305;66,869;64,277;;
2013;1;2;15;87,62;65,628;67,148;64,277;;
2013;1;2;16;88,12;66,039;67,497;64,277;;
2013;1;2;17;88,81;66,559;68,325;64,277;;
2013;1;2;18;89,44;66,559;68,325;64,277;;
2013;1;2;19;89,56;66,198;67,461;64,519;;
2013;1;2;20;89,69;66,034;67,334;64,519;;
2013;1;2;21;89,88;66,034;67,439;63,617;;
2013;1;2;22;90,19;66,034;67,429;63,617;;
2013;1;2;23;90,44;66,034;67,508;64,519;;
2013;1;3;0;90,81;65,516;67,226;64,25;;
2013;1;3;1;91,25;65,516;67,215;64,25;;
2013;1;3;2;91,38;65,516;66,99;64,626;;
2013;1;3;3;91,38;65,496;66,962;64,626;;
2013;1;3;4;91,06;65,494;66,876;64,626;;
2013;1;3;5;90,75;65,494;66,825;64,626;;
2013;1;3;6;90,12;65,454;66,833;64,626;;
2013;1;3;7;89,0;65,232;66,627;64,626;;
2013;1;3;8;88,06;65,232;66,661;64,626;;
2013;1;3;9;87,06;65,258;66,707;64,626;;
2013;1;3;10;86,12;65,258;66,707;64,626;;
2013;1;3;11;85,19;65,258;66,707;64,626;;
2013;1;3;12;84,38;65,258;66,706;64,429;;
2013;1;3;13;84,25;65,227;66,695;64,429;;
2013;1;3;14;84,06;65,305;66,847;64,429;;
2013;1;3;15;84,12;65,628;67,119;64,429;;
2013;1;3;16;84,62;66,039;67,511;64,429;;
2013;1;3;17;85,88;66,559;68,355;64,519;;
2013;1;3;18;87,56;66,559;68,391;64,519;;
2013;1;3;19;88,0;66,198;67,527;64,519;;
2013;1;3;20;88,38;66,034;67,479;64,519;;
2013;1;3;21;88,81;66,034;67,584;64,519;;
2013;1;3;22;89,38;66,034;67,574;64,519;;
2013;1;3;23;90,19;66,034;67,574;64,519;;
2013;1;4;0;90,94;65,516;67,261;64,25;;
2013;1;4;1;91,19;65,516;67,25;64,25;;
2013;1;4;2;90,88;65,53;67,04;64,25;;
2013;1;4;3;90,62;65,51;67,024;64,25;;
2013;1;4;4;90,62;65,494;66,879;64,429;;
2013;1;4;5;90,5;65,494;66,815;64,429;;
2013;1;4;6;89,88;65,454;66,833;64,429;;
2013;1;4;7;88,75;65,232;66,56;64,429;55,728;34,395
2013;1;4;8;88,19;65,232;66,557;64,429;55,708;34,576
2013;1;4;9;88,25;65,258;66,705;64,429;55,633;34,651
2013;1;4;10;89,0;65,258;66,748;64,429;55,492;34,641
2013;1;4;11;89,5;65,258;66,78;64,277;55,335;34,601
2013;1;4;12;89,31;65,258;66,78;64,277;55,204;34,553
2013;1;4;13;89,0;65,227;66,803;64,277;55,116;34,535
2013;1;4;14;89,0;65,305;66,993;64,097;55,073;34,564
2013;1;4;15;89,0;65,628;67,382;64,097;55,078;34,631
2013;1;4;16;88,62;66,039;67,863;63,643;55,118;34,693
2013;1;4;17;87,44;66,559;68,68;63,643;55,177;34,733
2013;1;4;18;85,75;66,559;68,68;63,643;55,233;34,693
2013;1;4;19;84,25;66,198;67,816;62,929;55,263;34,547
2013;1;4;20;83,44;66,034;67,768;62,929;55,254;34,28
2013;1;4;21;84,25;66,034;67,873;62,821;55,205;33,876
2013;1;4;22;86,19;66,034;67,871;62,821;55,138;33,302
2013;1;4;23;87,56;66,034;67,863;63,643;55,08;32,523
2013;1;5;0;87,62;65,516;67,422;63,151;55,041;31,734
2013;1;5;1;87,25;65,516;67,411;63,876;55,39;31,736
2013;1;5;2;86,62;65,516;67,177;63,876;55,715;31,988
2013;1;5;3;86,06;65,496;67,157;64,626;55,95;32,258
2013;1;5;4;85,81;65,494;66,996;64,429;56,14;32,545
2013;1;5;5;85,81;65,494;66,898;64,429;56,264;32,816
2013;1;5;6;85,5;65,454;66,833;64,429;56,322;33,066
2013;1;5;7;84,69;65,232;66,595;64,429;56,312;33,24
2013;1;5;8;84,56;65,232;66,629;64,429;56,238;33,383
2013;1;5;9;84,81;65,258;66,713;64,429;56,117;33,509
2013;1;5;10;85,19;65,258;66,713;64,429;55,971;33,641
2013;1;5;11;85,62;65,258;66,713;64,429;55,785;33,778
2013;1;5;12;86,56;65,258;66,713;64,223;55,619;33,897
2013;1;5;13;87,44;65,227;66,701;64,223;55,495;33,977
2013;1;5;14;88,38;65,305;66,861;64,223;55,42;34,039
2013;1;5;15;88,94;65,628;67,133;64,223;55,389;34,103
2013;1;5;16;89,31;66,039;67,49;64,223;55,386;34,149
2013;1;5;17;90,0;66,662;68,364;63,769;55,386;34,17
2013;1;5;18;90,44;66,662;68,364;63,769;55,36;34,136
2013;1;5;19;89,94;66,213;67,469;63,769;55,297;34,008
2013;1;5;20;89,38;66,048;67,421;63,769;55,195;33,765
2013;1;5;21;89,12;66,048;67,525;63,769;55,075;33,378
2013;1;5;22;89,19;66,048;67,516;64,643;54,955;32,817
2013;1;5;23;89,25;66,048;67,516;64,643;54,856;32,052
2013;1;6;0;89,19;65,53;67,213;64,034;54,8;31,266
2013;1;6;1;89,56;65,53;67,27;64,223;55,144;31,321
2013;1;6;2;89,88;65,53;66,971;64,534;55,414;31,681
2013;1;6;3;90,12;65,678;66,131;64,25;55,67;32,002
2013;1;6;4;90,25;65,677;66,027;64,25;56,05;32,993
2013;1;6;5;90,56;65,496;66,741;64,25;56,463;33,251
2013;1;6;6;90,88;65,468;66,807;63,59;56,777;33,345
2013;1;6;7;89,5;65,232;66,665;63,054;56,947;33,383
2013;1;6;8;87,81;65,232;66,71;63,054;56,976;33,438
2013;1;6;9;85,94;65,258;66,803;63,054;56,897;33,477
2013;1;6;10;84,12;65,258;66,795;63,054;56,749;33,489
2013;1;6;11;82,38;65,258;66,795;63,769;56,567;33,498
2013;1;6;12;81,44;65,258;66,794;64,429;56,318;33,506
2013;1;6;13;80,88;65,227;66,759;64,429;56,087;33,574
2013;1;6;14;80,19;65,305;66,911;64,429;55,899;33,705
2013;1;6;15;79,38;65,628;67,177;64,429;55,758;33,883
2013;1;6;16;79,0;66,039;67,569;64,519;55,653;34,048
2013;1;6;17;79,56;66,559;68,391;64,519;55,567;34,133
2013;1;6;18;80,31;66,559;68,391;63,769;55,48;34,107
2013;1;6;19;80,19;66,198;67,482;63,769;55,379;33,977
2013;1;6;20;80,62;66,034;67,434;63,769;55,266;33,754
2013;1;6;21;81,56;66,034;67,483;63,769;55,136;33,367
2013;1;6;22;82,62;66,034;67,592;62,706;54,996;32,78
2013;1;6;23;83,19;66,034;67,679;62,706;54,861;31,987
2013;1;7;0;83,38;65,53;67,278;62,866;54,76;31,24
2013;1;7;1;82,62;65,53;67,261;62,866;55,064;31,2
2013;1;7;2;80,56;65,53;66,99;64,143;55,342;31,439
2013;1;7;3;78,81;65,51;66,962;64,143;55,571;31,761
2013;1;7;4;78,44;65,494;66,876;64,143;55,78;32,142
2013;1;7;5;79,31;65,494;66,825;64,143;55,948;32,527
2013;1;7;6;80,62;65,454;66,798;64,223;56,058;32,888
2013;1;7;7;79,62;65,232;66,523;64,223;56,101;33,227
2013;1;7;8;79,25;65,232;66,545;64,223;56,074;33,507
2013;1;7;9;79,31;65,258;66,629;64,223;55,991;33,734
2013;1;7;10;79,12;65,258;66,629;64,223;55,875;33,931
2013;1;7;11;79,44;65,258;66,629;64,223;55,747;34,134
2013;1;7;12;79,81;65,258;66,629;64,223;55,585;34,336
2013;1;7;13;80,44;65,227;66,652;64,223;55,458;34,523
2013;1;7;14;81,25;65,305;66,805;64,223;55,378;34,661
2013;1;7;15;81,81;65,628;67,076;64,223;55,345;34,75
2013;1;7;16;82,62;66,039;67,511;64,223;55,348;34,806
2013;1;7;17;84,56;66,559;68,286;64,223;55,36;34,815
2013;1;7;18;86,25;66,559;68,355;64,223;55,359;34,705
2013;1;7;19;86,56;66,198;67,513;63,769;55,342;34,46
2013;1;7;20;86,31;66,034;67,466;63,769;55,311;34,083
2013;1;7;21;86,12;66,034;67,57;63,769;55,267;33,579
2013;1;7;22;86,06;66,034;67,561;63,769;55,223;32,936
2013;1;7;23;86,12;66,034;67,561;64,643;55,194;32,119
2013;1;8;0;85,62;65,516;67,306;64,034;55,19;31,21
2013;1;8;1;84,88;65,516;67,291;64,034;55,477;31,274
2013;1;8;2;84,44;65,516;67,072;64,32;55,753;31,587
2013;1;8;3;84,25;65,496;67,056;64,32;56,007;31,828
2013;1;8;4;83,69;65,494;66,927;64,32;56,222;32,528
2013;1;8;5;83,06;65,494;66,931;64,223;56,378;33,101
2013;1;8;6;82,44;65,454;66,861;64,034;56,465;33,339
2013;1;8;7;80,75;65,232;66,584;64,223;56,484;33,436
2013;1;8;8;79,69;65,232;66,63;64,223;56,433;33,596
2013;1;8;9;79,12;65,258;66,715;64,223;56,328;33,83
2013;1;8;10;79,06;65,258;66,694;64,223;56,191;34,081
2013;1;8;11;79,25;65,258;66,737;64,223;56,042;34,28
2013;1;8;12;79,31;65,258;66,768;64,223;55,902;34,411
2013;1;8;13;79,5;65,227;66,757;64,223;55,767;34,531
2013;1;8;14;80,12;65,305;66,909;64,223;55,677;34,676
2013;1;8;15;81,5;65,628;67,267;64,196;55,642;34,841
2013;1;8;16;83,31;66,039;67,783;64,223;55,648;34,994
2013;1;8;17;85,12;66,559;68,544;63,769;55,676;35,104
2013;1;8;18;85,94;66,559;68,582;63,769;55,7;35,099
2013;1;8;19;85,94;66,198;67,771;63,769;55,701;34,949
2013;1;8;20;85,5;66,034;67,723;63,769;55,676;34,662
2013;1;8;21;84,94;66,034;67,859;63,769;55,632;34,167
2013;1;8;22;84,44;66,034;67,777;63,769;55,579;33,48
2013;1;8;23;84,25;66,034;67,66;63,769;55,531;32,646
2013;1;9;0;84,06;65,516;67,347;63,419;55,508;31,903
2013;1;9;1;84,06;65,516;67,332;63,58;55,744;32,063
2013;1;9;2;84,44;65,516;67,107;64,034;56,015;32,437
2013;1;9;3;85,25;65,496;66,997;64,143;56,264;32,769
2013;1;9;4;86,31;65,494;66,943;64,143;56,467;33,067
2013;1;9;5;86,88;65,494;66,941;63,769;56,607;33,344
2013;1;9;6;86,62;65,454;66,917;63,054;56,684;33,63
2013;1;9;7;85,88;65,232;66,734;63,054;56,7;33,879
2013;1;9;8;85,12;65,232;66,8;63,054;56,662;34,065
2013;1;9;9;84,19;65,258;66,884;63,054;56,582;34,206
2013;1;9;10;83,38;65,258;66,853;63,054;56,477;34,283
2013;1;9;11;83,0;65,258;66,853;63,054;56,363;34,326
2013;1;9;12;83,25;65,258;66,852;62,706;56,26;34,371
2013;1;9;13;83,81;65,227;66,841;62,706;56,181;34,405
2013;1;9;14;84,5;65,305;66,993;62,706;56,141;34,444
2013;1;9;15;85,38;65,628;67,351;62,706;56,136;34,51
2013;1;9;16;86,5;66,039;67,797;62,706;56,154;34,594
2013;1;9;17;87,06;66,559;68,614;62,706;56,171;34,626
2013;1;9;18;87,0;66,559;68,614;62,706;56,172;34,563
2013;1;9;19;86,69;66,198;67,75;62,706;56,148;34,403
2013;1;9;20;86,0;66,034;67,702;62,706;56,101;34,129
2013;1;9;21;85,81;66,034;67,807;62,706;56,035;33,716
2013;1;9;22;86,12;66,034;67,797;62,706;55,965;33,155
2013;1;9;23;86,5;66,034;67,797;62,946;55,908;32,397
2013;1;10;0;86,62;65,516;67,391;63,044;55,878;31,689
2013;1;10;1;86,94;65,516;67,379;63,044;56,105;31,678
2013;1;10;2;87,06;65,516;67,177;63,044;56,374;31,931
2013;1;10;3;87,06;65,496;67,149;63,044;56,629;32,234
2013;1;10;4;86,62;65,494;67,04;63,044;56,844;32,582
2013;1;10;5;86,06;65,494;66,988;63,044;56,997;32,967
2013;1;10;6;85,31;65,454;66,961;63,044;57,08;33,352
2013;1;10;7;84,44;65,232;66,735;63,044;57,095;33,692
2013;1;10;8;83,62;65,232;66,762;63,044;57,047;33,973
2013;1;10;9;82,94;65,258;66,846;62,706;56,95;34,197
2013;1;10;10;82,44;65,258;66,835;62,706;56,824;34,344
2013;1;10;11;81,94;65,258;66,835;62,706;56,695;34,426
2013;1;10;12;81,5;65,258;66,834;62,526;56,583;34,471
2013;1;10;13;81,88;65,227;66,823;62,526;56,506;34,524
2013;1;10;14;81,94;65,305;66,975;63,561;56,472;34,606
2013;1;10;15;81,69;65,628;67,333;63,561;56,473;34,707
2013;1;10;16;82,19;66,039;67,825;63,561;56,491;34,839
2013;1;10;17;83,44;66,559;68,544;63,321;56,501;34,927
2013;1;10;18;84,62;66,559;68,613;62,706;56,497;34,926
2013;1;10;19;85,0;66,198;67,771;63,769;56,468;34,812
2013;1;10;20;85,25;66,034;67,723;63,769;56,418;34,584
2013;1;10;21;85,25;66,034;67,828;62,706;56,353;34,215
2013;1;10;22;84,88;66,034;67,818;62,946;56,281;33,674
2013;1;10;23;84,5;66,034;67,818;62,946;56,21;32,944
2013;1;11;0;84,69;65,516;67,356;63,044;56,151;32,252
2013;1;11;1;85,19;65,516;67,344;63,044;56,332;32,357
2013;1;11;2;85,69;65,516;67,111;63,044;56,549;32,708
2013;1;11;3;85,81;65,496;67,083;63,044;56,75;33,082
2013;1;11;4;85,69;65,494;67,005;63,044;56,911;33,427
2013;1;11;5;85,69;65,494;66,953;63,044;57,014;33,718
2013;1;11;6;85,88;65,454;66,889;63,044;57,049;33,954
2013;1;11;7;86,0;65,232;66,662;63,044;57,02;34,134
2013;1;11;8;86,12;65,232;66,696;63,044;56,933;34,268
2013;1;11;9;86,12;65,258;66,78;63,044;56,808;34,382
2013;1;11;10;85,31;65,258;66,78;63,044;56,67;34,469
2013;1;11;11;84,19;65,258;66,769;63,044;56,536;34,554
2013;1;11;12;82,62;65,258;66,768;62,597;56,417;34,64
2013;1;11;13;81,75;65,227;66,757;63,633;56,329;34,741
2013;1;11;14;81,81;65,305;66,909;63,561;56,281;34,873
2013;1;11;15;82,38;65,628;67,267;63,561;56,271;35,015
2013;1;11;16;83,25;66,039;67,748;63,561;56,287;35,111
2013;1;11;17;84,06;66,559;68,509;62,526;56,305;35,144
2013;1;11;18;84,56;66,559;68,509;62,946;56,305;35,116
2013;1;11;19;84,69;66,198;67,736;62,706;56,277;35,002
2013;1;11;20;85,0;66,034;67,609;62,706;56,223;34,81
2013;1;11;21;85,81;66,034;67,755;62,706;56,149;34,496
2013;1;11;22;87,31;66,034;67,746;62,946;56,074;34,029
2013;1;11;23;87,81;66,034;67,746;62,946;56,01;33,371
2013;1;12;0;87,25;65,516;67,318;63,044;55,968;32,822
2013;1;12;1;86,38;65,516;67,307;63,044;56,161;32,859
2013;1;12;2;86,06;65,516;67,073;63,044;56,385;33,107
2013;1;12;3;85,44;65,496;67,045;63,044;56,584;33,358
2013;1;12;4;84,81;65,494;66,967;63,044;56,735;33,592
2013;1;12;5;84,62;65,494;66,916;63,044;56,827;33,813
2013;1;12;6;84,5;65,454;66,889;63,044;56,851;34,022
2013;1;12;7;83,62;65,232;66,601;63,044;56,811;34,209
2013;1;12;8;82,38;65,232;66,624;63,044;56,714;34,345
2013;1;12;9;81,38;65,258;66,708;63,044;56,579;34,451
2013;1;12;10;81,12;65,258;66,708;63,66;56,425;34,55
2013;1;12;11;81,06;65,258;66,769;63,66;56,272;34,664
2013;1;12;12;80,88;65,258;66,768;63,633;56,145;34,788
2013;1;12;13;81,12;65,227;66,757;63,633;56,063;34,946
2013;1;12;14;81,75;65,305;66,909;63,633;56,036;35,145
2013;1;12;15;82,81;65,628;67,267;63,633;56,065;35,378
2013;1;12;16;84,06;66,039;67,748;64,196;56,121;35,561
2013;1;12;17;84,81;66,559;68,509;64,196;56,181;35,684
2013;1;12;18;85,44;66,559;68,509;63,321;56,223;35,765
2013;1;12;19;85,44;66,198;67,698;63,741;56,233;35,736
2013;1;12;20;85,38;66,034;67,572;62,706;56,21;35,562
2013;1;12;21;85,31;66,034;67,676;62,706;56,159;35,184
2013;1;12;22;85,75;66,034;67,746;62,946;56,096;34,593
2013;1;12;23;86,38;66,034;67,783;62,946;56,04;33,801
2013;1;13;0;86,44;65,516;67,356;63,044;56,016;33,158
2013;1;13;1;86,0;65,516;67,344;63,66;56,237;33,118
2013;1;13;2;85,81;65,516;67,073;63,66;56,497;33,328
2013;1;13;3;86,06;65,496;67,045;63,66;56,734;33,604
2013;1;13;4;86,31;65,494;66,967;63,66;56,924;33,921
2013;1;13;5;85,94;65,494;66,916;63,66;57,057;34,243
2013;1;13;6;85,69;65,454;66,889;63,66;57,122;34,506
2013;1;13;7;85,0;65,232;66,662;63,66;57,122;34,701
2013;1;13;8;84,19;65,232;66,685;63,66;57,068;34,854
2013;1;13;9;83,44;65,258;66,769;63,66;56,981;34,989
2013;1;13;10;82,69;65,258;66,769;64,534;56,884;35,147
2013;1;13;11;81,94;65,258;66,769;64,534;56,795;35,324
2013;1;13;12;82,19;65,258;66,768;64,534;56,726;35,502
2013;1;13;13;82,5;65,227;66,757;64,534;56,686;35,682
2013;1;13;14;83,31;65,305;66,909;63,633;56,684;35,871
2013;1;13;15;85,0;65,628;67,267;63,633;56,711;36,003
2013;1;13;16;86,62;66,039;67,759;63,633;56,751;36,041
2013;1;13;17;87,88;66,559;68,509;62,837;56,782;36,012
2013;1;13;18;88,75;66,559;68,578;62,837;56,801;35,955
2013;1;13;19;89,06;66,198;67,736;63,633;56,808;35,867
2013;1;13;20;89,44;66,034;67,688;64,08;56,796;35,721
2013;1;13;21;89,56;66,034;67,793;64,534;56,767;35,441
2013;1;13;22;88,94;66,034;67,783;64,534;56,73;34,95
2013;1;13;23;88,19;66,034;67,76;64,196;56,699;34,201
2013;1;14;0;87,5;65,516;67,35;64,034;56,687;33,544
2013;1;14;1;86,69;65,516;67,339;64,534;56,908;33,502
2013;1;14;2;86,0;65,516;67,104;64,534;57,154;33,719
2013;1;14;3;85,56;65,496;67,006;64,534;57,371;33,976
2013;1;14;4;85,38;65,494;66,92;64,534;57,536;34,245
2013;1;14;5;85,5;65,494;66,907;64,534;57,635;34,515
2013;1;14;6;85,19;65,454;66,842;64,534;57,66;34,751
2013;1;14;7;84,56;65,232;66,647;64,534;57,613;34,965
2013;1;14;8;84,0;65,232;66,67;64,534;57,513;35,123
2013;1;14;9;83,44;65,258;66,754;64,534;57,388;35,258
2013;1;14;10;83,31;65,258;66,763;64,534;57,264;35,351
2013;1;14;11;83,44;65,258;66,763;64,534;57,155;35,4
2013;1;14;12;83,69;65,258;66,768;64,534;57,072;35,46
2013;1;14;13;84,19;65,227;66,725;64,534;57,024;35,549
2013;1;14;14;84,81;65,305;66,845;64,534;57,013;35,685
2013;1;14;15;85,56;65,628;67,067;64,534;57,034;35,875
2013;1;14;16;86,06;66,039;67,48;64,534;57,077;36,051
2013;1;14;17;86,69;66,559;68,286;64,534;57,129;36,2
2013;1;14;18;87,94;66,559;68,286;64,534;57,177;36,257
2013;1;14;19;89,44;66,198;67,513;64,223;57,208;36,135
2013;1;14;20;90,38;66,034;67,558;63,769;57,215;35,834
2013;1;14;21;90,31;66,034;67,79;64,08;57,199;35,364
2013;1;14;22;89,81;66,034;67,746;64,534;57,165;34,734
2013;1;14;23;89,25;66,034;67,746;63,633;57,122;33,934
2013;1;15;0;88,75;65,516;67,347;64,034;57,084;33,262
2013;1;15;1;88,5;65,516;67,307;64,034;57,279;33,291
2013;1;15;2;87,69;65,516;67,068;63,66;57,476;33,507
2013;1;15;3;86,75;65,496;67,04;63,66;57,633;33,74
2013;1;15;4;86,25;65,494;66,961;63,66;57,737;33,999
2013;1;15;5;85,56;65,494;66,91;63,66;57,777;34,265
2013;1;15;6;84,56;65,454;66,874;63,66;57,75;34,483
2013;1;15;7;83,69;65,232;66,587;63,66;57,675;34,664
2013;1;15;8;83,25;65,232;66,621;64,534;57,562;34,781
2013;1;15;9;83,0;65,258;66,754;64,534;57,43;34,858
2013;1;15;10;82,81;65,258;66,754;64,534;57,299;34,908
2013;1;15;11;82,19;65,258;66,754;64,534;57,191;34,957
2013;1;15;12;81,56;65,258;66,754;64,534;57,114;34,994
2013;1;15;13;81,25;65,227;66,71;64,534;57,072;35,048
2013;1;15;14;81,62;65,305;66,844;64,534;57,065;35,127
2013;1;15;15;83,12;65,628;67,092;64,534;57,088;35,201
2013;1;15;16;85,56;66,039;67,508;64,534;57,126;35,205
2013;1;15;17;87,69;66,559;68,35;64,534;57,162;35,118
2013;1;15;18;89,06;66,559;68,292;64,534;57,178;34,997
2013;1;15;19;89,44;66,198;67,358;64,534;57,169;34,894
2013;1;15;20;89,19;66,034;67,132;64,534;57,139;34,767
2013;1;15;21;89,06;66,034;67,237;64,534;57,097;34,536
2013;1;15;22;89,12;66,034;67,415;64,534;57,052;34,077
2013;1;15;23;89,44;66,034;67,484;64,534;57,018;33,365
2013;1;16;0;89,69;65,516;67,213;64,034;57,008;32,671
2013;1;16;1;89,88;65,516;67,201;64,034;57,233;32,627
2013;1;16;2;90,81;65,698;66,142;62,866;57,456;32,807
2013;1;16;3;91,69;65,678;66,113;62,866;57,791;33,842
2013;1;16;4;91,88;65,677;66,034;62,866;58,184;34,292
2013;1;16;5;91,81;65,677;65,968;62,866;58,551;34,744
2013;1;16;6;91,56;65,468;66,783;64,034;58,869;35,111
2013;1;16;7;91,06;65,232;66,485;64,034;58,921;34,448
2013;1;16;8;90,31;65,214;66,22;64,034;58,787;34,391
2013;1;16;9;89,12;65,24;66,539;64,534;58,567;34,312
2013;1;16;10;87,56;65,258;66,667;64,534;58,314;34,304
2013;1;16;11;86,25;65,258;66,676;64,534;58,065;34,351
2013;1;16;12;84,94;65,258;66,676;64,534;57,844;34,456
2013;1;16;13;84,06;65,227;66,664;64,534;57,673;34,621
2013;1;16;14;83,12;65,305;66,748;64,534;57,562;34,84
2013;1;16;15;82,31;65,628;67,009;64,534;57,506;35,096
2013;1;16;16;82,06;66,039;67,401;64,534;57,487;35,361
2013;1;16;17;83,0;66,559;68,187;64,534;57,482;35,553
2013;1;16;18;84,06;66,559;68,133;64,534;57,468;35,591
2013;1;16;19;84,44;66,198;67,309;64,534;57,436;35,44
2013;1;16;20;84,94;66,034;66,927;64,534;57,385;35,136
2013;1;16;21;85,5;66,034;67,031;64,534;57,315;34,694
2013;1;16;22;85,81;66,034;67,356;64,534;57,245;34,123
2013;1;16;23;86,19;66,034;67,473;64,534;57,198;33,418
2013;1;17;0;86,31;65,516;67,222;64,034;57,195;32,799
2013;1;17;1;86,31;65,516;67,216;64,034;57,461;32,836
2013;1;17;2;86,38;65,516;66,974;64,034;57,754;33,072
2013;1;17;3;86,56;65,496;66,946;64,034;58,022;33,322
2013;1;17;4;86,81;65,494;66,854;64,034;58,238;33,593
2013;1;17;5;87,0;65,494;66,784;64,034;58,386;33,813
2013;1;17;6;86,81;65,454;66,738;64,034;58,454;33,96
2013;1;17;7;85,94;65,232;66,447;64,034;58,444;34,092
2013;1;17;8;85,94;65,232;66,481;65,186;58,36;34,183
2013;1;17;9;86,0;65,258;66,565;64,534;58,224;34,263
2013;1;17;10;86,06;65,258;66,616;64,534;58,062;34,331
2013;1;17;11;85,62;65,258;66,733;64,534;57,904;34,425
2013;1;17;12;84,88;65,258;66,721;64,534;57,778;34,558
2013;1;17;13;83,94;65,227;66,698;64,534;57,697;34,725
2013;1;17;14;83,5;65,305;66,787;65,221;57,67;34,901
2013;1;17;15;83,31;65,628;67,009;65,221;57,694;35,047
2013;1;17;16;83,19;66,039;67,401;65,221;57,753;35,142
2013;1;17;17;83,44;66,559;68,122;65,221;57,825;35,202
2013;1;17;18;83,94;66,559;68,133;64,534;57,883;35,165
2013;1;17;19;83,75;66,176;67,305;64,534;57,912;34,979
2013;1;17;20;84,19;65,94;67,086;64,534;57,91;34,657
2013;1;17;21;84,62;65,94;67,168;64,534;57,882;34,185
2013;1;17;22;85,06;65,94;67,143;64,534;57,842;33,522
2013;1;17;23;85,56;65,94;67,128;64,534;57,806;32,628
2013;1;18;0;86,25;65,518;67,208;65,186;57,798;31,578
2013;1;18;1;87,0;65,518;67,163;65,186;58,05;31,539
2013;1;18;2;88,0;65,518;66,867;65,186;58,313;31,451
2013;1;18;3;89,06;65,498;66,917;65,186;58,543;31,833
2013;1;18;4;90,06;65,494;66,841;65,186;58,722;32,304
2013;1;18;5;90,56;65,494;66,765;65,186;58,842;32,875
2013;1;18;6;90,75;65,454;66,738;65,186;58,901;33,632
2013;1;18;7;90,31;65,232;66,546;64,034;58,896;33,778
2013;1;18;8;89,81;65,232;66,519;64,034;58,825;33,839
2013;1;18;9;89,44;65,258;66,61;65,186;58,705;33,871
2013;1;18;10;89,38;65,258;66,653;64,534;58,56;33,922
2013;1;18;11;89,44;65,258;66,728;64,534;58,415;33,97
2013;1;18;12;89,25;65,258;66,727;64,534;58,288;33,997
2013;1;18;13;89,0;65,227;66,702;64,534;58,189;34,038
2013;1;18;14;88,81;65,305;66,786;64,534;58,127;34,155
2013;1;18;15;88,62;65,628;67,058;64,534;58,107;34,338
2013;1;18;16;88,5;66,039;67,45;64,534;58,121;34,515
2013;1;18;17;89,19;66,559;68,292;64,534;58,153;34,628
2013;1;18;18;89,75;66,559;68,292;64,534;58,185;34,611
2013;1;18;19;89,81;66,198;67,426;64,534;58,203;34,462
2013;1;18;20;90,0;66,034;67,299;64,534;58,205;34,176
2013;1;18;21;90,19;66,034;67,404;64,534;58,192;33,722
2013;1;18;22;90,5;66,034;67,392;64,534;58,169;33,128
2013;1;18;23;90,56;66,034;67,494;64,534;58,149;32,38
2013;1;19;0;90,12;65,516;67,273;64,034;58,151;31,597
2013;1;19;1;89,69;65,516;67,261;64,034;58,407;31,752
2013;1;19;2;89,38;65,516;67,025;64,034;58,679;32,191
2013;1;19;3;89,06;65,496;67,041;64,034;58,922;32,66
2013;1;19;4;89,12;65,494;66,958;64,034;59,114;33,124
2013;1;19;5;89,12;65,494;66,95;64,034;59,246;33,522
2013;1;19;6;88,56;65,454;66,892;64,034;59,323;33,817
2013;1;19;7;87,5;65,232;66,665;64,034;59,336;33,993
2013;1;19;8;86,62;65,214;66,421;64,034;59,274;34,069
2013;1;19;9;86,25;65,24;66,327;64,034;59,145;34,085
2013;1;19;10;86,44;65,258;66,708;64,534;58,979;34,029
2013;1;19;11;87,0;65,258;66,769;64,534;58,814;33,975
2013;1;19;12;87,19;65,258;66,768;64,534;58,673;33,949
2013;1;19;13;87,19;65,227;66,757;64,534;58,57;33,998
2013;1;19;14;87,25;65,305;66,909;64,534;58,513;34,125
2013;1;19;15;87,12;65,628;67,267;64,534;58,503;34,315
2013;1;19;16;87,06;66,039;67,687;64,534;58,53;34,557
2013;1;19;17;87,31;66,559;68,278;64,534;58,574;34,781
2013;1;19;18;87,56;66,559;68,278;64,534;58,617;34,907
2013;1;19;19;87,38;66,198;67,424;64,534;58,646;34,885
2013;1;19;20;87,12;66,034;67,283;64,534;58,652;34,726
