-BEGIN HEADER-
Dataset: NASA_Sukabumi_Hourly.csv
Variabel: RH2M
Forecast Summary:
Ringkasan prediksi kelembaban udara (RH2M) untuk periode 01-01-2023 hingga 08-01-2023:

▸ Statistik: rata-rata 87.50 % (sangat lembab), tertinggi 90.21 %, terendah 83.49 %, standar deviasi 2.36 %. Rentang nilai harian mencapai 6.72 %.

▸ Pola harian: puncak sekitar pukul 02:00, lembah sekitar pukul 13:00. Tren meningkat menuju akhir periode.

▸ Analisis: Kelembaban tinggi perlu diperhatikan karena berpotensi mempercepat korosi pada komponen turbin. Pemantauan berkala tetap disarankan untuk mengantisipasi perubahan kondisi atmosfer yang dapat mempengaruhi kinerja sistem.

▸ Performa model: XGB — MAE **0.408** %, RMSE **0.569** %, sMAPE **0.49%**, R² **0.993** (sangat baik). Model mampu menjelaskan variasi data dengan kemampuan sangat baik. Akurasi keseluruhan tergolong **tinggi**.

-END HEADER-

YEAR;MO;DY;HR;RH2M;GBR;XGB;KNN;LSTM;BiLSTM
2016;11;14;17;82,5;83,345;83,804;83,687;83,203;83,449
2016;11;14;18;86,88;86,294;86,375;86,902;85,959;86,322
2016;11;14;19;88,12;87,973;87,884;88,252;87,427;87,684
2016;11;14;20;89,0;88,788;88,969;88,987;88,444;88,783
2016;11;14;21;89,62;89,256;89,495;89,385;89,301;89,449
2016;11;14;22;90,0;89,625;89,988;90,089;89,896;89,357
2016;11;14;23;90,06;89,909;90,069;90,214;90,329;89,282
2016;11;15;0;90,12;90,07;90,242;90,321;90,526;89,27
2016;11;15;1;90,12;90,16;90,228;90,199;90,637;89,574
2016;11;15;2;90,06;90,191;90,189;90,195;90,702;89,727
2016;11;15;3;89,75;89,982;90,024;90,115;90,72;90,031
2016;11;15;4;89,56;89,621;89,593;89,978;90,558;89,851
2016;11;15;5;89,44;89,276;89,275;89,851;89,972;89,071
2016;11;15;6;90,06;89,083;89,256;88,805;88,411;87,205
2016;11;15;7;88,5;87,234;87,095;86,849;85,76;84,485
2016;11;15;8;87,06;85,605;86,206;84,204;83,901;83,607
2016;11;15;9;85,88;84,671;84,8;82,949;83,602;83,755
2016;11;15;10;84,88;83,719;84,296;81,868;83,987;83,846
2016;11;15;11;83,5;82,879;83,319;81,043;84,006;84,111
2016;11;15;12;83,0;82,519;82,93;80,951;83,157;83,808
2016;11;15;13;83,0;82,446;83,423;80,629;82,39;83,239
2016;11;15;14;83,62;83,079;83,823;81,234;83,063;83,419
2016;11;15;15;85,0;84,119;84,929;83,467;84,942;84,943
2016;11;15;16;87,25;85,598;86,5;86,313;86,995;87,337
2016;11;15;17;89,81;88,552;89,357;88,979;88,72;88,633
2016;11;15;18;91,38;90,461;91,222;90,38;90,02;89,634
2016;11;15;19;91,5;91,17;91,469;90,908;90,985;90,62
2016;11;15;20;91,44;91,389;91,658;90,964;91,522;91,136
2016;11;15;21;91,12;91,302;91,367;91,172;91,699;91,078
2016;11;15;22;90,44;90,949;91,013;90,951;91,645;90,698
2016;11;15;23;89,06;90,183;90,093;90,719;91,391;90,185
2016;11;16;0;87,31;89,116;88,913;89,633;90,777;89,59
2016;11;16;1;85,69;87,594;86,824;88,621;89,899;89,099
2016;11;16;2;83,75;85,675;84,902;87,624;88,641;88,165
2016;11;16;3;81,69;83,334;83,096;86,699;87,087;87,288
2016;11;16;4;81,12;80,69;80,726;86,015;85,041;85,916
2016;11;16;5;80,5;79,941;80,379;84,665;82,354;83,054
2016;11;16;6;80,56;79,03;80,515;82,342;79,455;79,122
2016;11;16;7;76,38;77,969;77,04;79,491;77,182;76,836
2016;11;16;8;71,56;73,466;72,719;75,641;75,463;75,157
2016;11;16;9;67,0;69,2;68,167;72,723;71,992;71,741
2016;11;16;10;65,69;67,23;65,669;70,141;67,779;68,24
2016;11;16;11;66,06;65,652;65,213;69,2;65,75;65,847
2016;11;16;12;67,25;66,223;66,238;69,31;65,322;65,463
2016;11;16;13;68,81;67,796;67,899;70,196;66,602;66,975
2016;11;16;14;70,88;69,724;70,102;71,842;69,841;70,279
2016;11;16;15;74,38;73,07;73,789;74,44;73,901;75,003
2016;11;16;16;79,69;78,242;78,637;78,754;78,541;79,187
2016;11;16;17;84,38;83,903;84,384;83,992;82,915;83,565
2016;11;16;18;87,94;87,565;87,979;87,355;86,274;86,836
2016;11;16;19;89,19;88,831;89,266;88,848;88,108;88,697
2016;11;16;20;89,88;89,797;90,036;89,712;89,113;89,759
2016;11;16;21;90,25;90,16;90,349;90,333;89,762;90,045
2016;11;16;22;90,62;90,491;90,746;90,668;90,179;89,82
2016;11;16;23;91,0;90,859;90,928;90,835;90,431;89,529
2016;11;17;0;91,44;91,191;91,288;91,23;90,52;89,467
2016;11;17;1;91,75;91,623;91,676;91,427;90,721;89,944
2016;11;17;2;91,56;91,799;91,836;91,631;91,091;90,473
2016;11;17;3;91,56;91,687;91,746;91,361;91,519;91,198
2016;11;17;4;91,56;91,406;91,43;91,205;91,743;91,363
2016;11;17;5;91,25;91,216;91,219;90,492;91,618;90,89
2016;11;17;6;90,44;90,353;90,19;88,847;90,613;89,951
2016;11;17;7;88,5;87,668;87,361;85,235;88,031;86,976
2016;11;17;8;86,19;84,676;84,895;83,031;84,684;83,347
2016;11;17;9;83,5;82,455;82,497;80,976;82,651;81,202
2016;11;17;10;80,44;79,744;80,003;79,175;81,854;80,348
2016;11;17;11;77,94;77,503;78,044;77,079;80,632;79,831
2016;11;17;12;77,0;77,123;77,135;76,007;78,313;78,619
2016;11;17;13;78,12;76,965;77,278;76,359;76,783;77,463
2016;11;17;14;80,62;78,96;79,156;78,389;78,071;78,02
2016;11;17;15;84,69;82,469;82,963;80,718;82,065;81,098
2016;11;17;16;88,38;85,314;87,064;85,201;86,659;86,024
2016;11;17;17;91,0;89,363;90,177;88,949;90,082;89,35
2016;11;17;18;92,5;91,591;92,099;90,891;91,716;91,126
2016;11;17;19;93,12;92,283;92,736;91,75;92,221;92,08
2016;11;17;20;93,56;92,837;93,149;92,078;92,456;92,476
2016;11;17;21;93,75;93,111;93,399;92,273;92,786;92,558
2016;11;17;22;93,81;93,376;93,614;92,398;93,175;92,487
2016;11;17;23;93,81;93,444;93,623;92,603;93,452;92,305
2016;11;18;0;93,5;93,37;93,572;92,487;93,47;92,171
2016;11;18;1;93,25;93,182;93,309;92,291;93,44;92,428
2016;11;18;2;93,25;93,155;93,164;91,874;93,325;92,435
2016;11;18;3;93,12;93,174;93,092;91,747;93,152;92,423
2016;11;18;4;92,75;92,825;92,825;91,562;92,929;92,055
2016;11;18;5;92,19;92,588;92,375;91,273;92,543;91,164
2016;11;18;6;90,88;91,314;90,864;90,374;91,477;89,82
2016;11;18;7;88,25;88,286;87,846;88,171;88,985;87,244
2016;11;18;8;85,44;84,97;84,818;85,377;85,27;83,786
2016;11;18;9;82,25;81,773;81,833;82,304;81,902;81,141
2016;11;18;10;79,5;79,294;79,07;79,661;79,833;79,283
2016;11;18;11;77,75;77,642;77,618;78,338;78,18;78,01
2016;11;18;12;77,81;76,977;76,712;77,586;76,795;77,391
2016;11;18;13;78,75;77,571;77,568;77,757;76,938;78,153
2016;11;18;14;80,31;79,149;79,28;79,042;79,335;80,601
2016;11;18;15;82,75;81,821;81,972;81,377;82,717;84,259
2016;11;18;16;86,06;84,109;84,638;85,07;85,744;87,551
2016;11;18;17;88,38;87,788;88,486;88,707;88,213;88,899
2016;11;18;18;90,94;89,907;90,505;90,202;89,99;90,185
2016;11;18;19;91,5;90,959;91,147;91,099;90,866;91,194
2016;11;18;20;91,75;91,611;91,956;91,544;91,458;91,854
2016;11;18;21;91,94;91,872;92,003;91,429;91,917;92,089
2016;11;18;22;92,12;91,912;92,019;91,518;92,175;91,798
2016;11;18;23;92,5;92,275;92,331;91,56;92,306;91,48
2016;11;19;0;93,44;92,814;92,721;91,938;92,311;91,384
2016;11;19;1;94,06;93,362;93,507;92,59;92,496;91,821
2016;11;19;2;94,06;93,723;93,952;92,977;92,967;92,438
2016;11;19;3;93,44;93,674;93,857;93,004;93,561;93,173
2016;11;19;4;92,69;93,299;93,316;92,784;93,783;93,098
2016;11;19;5;91,94;92,602;92,472;92,094;93,253;92,061
2016;11;19;6;91,31;91,429;91,048;90,922;91,649;90,365
2016;11;19;7;89,69;89,225;89,095;88,695;88,783;87,248
2016;11;19;8;88,56;87,615;87,9;86,555;85,775;83,885
2016;11;19;9;87,38;86,212;86,731;84,863;84,323;82,473
2016;11;19;10;86,12;85,294;85,79;83,745;84,635;82,491
2016;11;19;11;84,75;84,136;84,79;82,955;85,046;83,187
2016;11;19;12;83,69;83,756;83,835;82,046;84,481;83,493
2016;11;19;13;82,81;82,996;83,881;82,35;83,668;83,521
2016;11;19;14;82,81;83,092;83,732;82,891;83,567;83,754
2016;11;19;15;84,56;83,697;84,067;84,328;84,328;84,667
2016;11;19;16;86,44;85,356;86,088;86,496;85,968;86,641
2016;11;19;17;88,56;88,385;88,972;88,646;88,194;88,465
2016;11;19;18;90,12;90,097;90,373;90,246;89,807;89,612
2016;11;19;19;90,62;90,515;90,68;90,741;90,622;90,465
2016;11;19;20;91,0;90,774;90,959;91,078;91,028;90,983
2016;11;19;21;91,06;91,168;91,201;91,426;91,292;91,071
2016;11;19;22;91,25;91,203;91,226;91,248;91,502;90,905
2016;11;19;23;91,44;91,373;91,43;91,239;91,613;90,648
2016;11;20;0;91,5;91,619;91,614;91,569;91,581;90,55
2016;11;20;1;91,44;91,619;91,632;91,542;91,642;90,94
2016;11;20;2;91,44;91,604;91,602;91,427;91,705;91,169
2016;11;20;3;91,31;91,569;91,543;91,254;91,716;91,441
2016;11;20;4;91,12;91,343;91,263;91,074;91,558;91,249
2016;11;20;5;90,88;90,865;90,832;90,727;91,145;90,531
2016;11;20;6;90,44;90,205;90,19;89,68;90,228;89,463
2016;11;20;7;87,5;87,308;87,288;88,101;88,491;87,739
2016;11;20;8;83,81;83,824;83,813;85,514;85,936;85,039
2016;11;20;9;79,81;79,881;79,594;81,578;82,343;81,843
2016;11;20;10;77,44;76,627;76,769;78,413;78,207;77,892
2016;11;20;11;75,5;75,475;75,477;76,884;75,332;74,785
2016;11;20;12;74,69;74,67;74,982;76,081;74,583;73,46
2016;11;20;13;74,62;74,713;74,762;75,95;74,851;74,074
2016;11;20;14;75,88;75,665;76,048;76,745;75,732;75,77
2016;11;20;15;79,0;78,125;78,308;78,516;77,874;78,357
2016;11;20;16;82,81;82,437;82,352;82,476;81,472;81,828
2016;11;20;17;87,25;86,148;86,578;86,265;85,612;86,172
2016;11;20;18;90,31;89,188;89,801;89,17;88,73;88,389
2016;11;20;19;91,5;90,658;91,109;90,274;90,475;90,18
2016;11;20;20;92,31;91,589;92,171;91,231;91,421;91,459
2016;11;20;21;92,81;92,304;92,527;91,794;91,996;91,957
2016;11;20;22;93,19;92,831;93,037;91,999;92,441;92,072
2016;11;20;23;93,69;93,297;93,39;92,062;92,802;92,094
2016;11;21;0;94,31;93,633;93,818;92,553;93,002;92,21
2016;11;21;1;95,0;94,189;94,343;92,992;93,29;92,851
2016;11;21;2;95,62;94,722;94,817;93,188;93,734;93,487
2016;11;21;3;95,94;95,163;95,472;93,378;94,295;94,229
2016;11;21;4;96,19;95,306;95,537;93,657;94,775;94,48
2016;11;21;5;96,25;95,247;96,24;93,521;94,99;94,088
2016;11;21;6;95,19;94,719;94,262;92,731;94,621;93,209
2016;11;21;7;93,81;92,641;93,328;91,021;92,935;92,062
2016;11;21;8;92,94;90,569;92,244;88,797;89,708;89,357
2016;11;21;9;91,44;90,075;91,861;86,644;87,469;87,259
2016;11;21;10;90,19;89,744;90,314;85,338;87,866;87,409
2016;11;21;11;89,44;88,638;89,163;84,437;88,5;88,418
2016;11;21;12;89,0;88,106;88,793;84,266;88,04;89,002
2016;11;21;13;89,44;88,307;88,877;84,89;87,862;89,592
2016;11;21;14;90,56;89,136;89,654;87,201;88,748;90,541
2016;11;21;15;91,62;89,736;90,825;88,853;90,529;91,549
2016;11;21;16;92,69;90,704;92,075;90,433;92,265;92,274
2016;11;21;17;93,56;92,491;93,024;91,454;93,178;92,869
2016;11;21;18;93,5;93,599;93,53;91,942;93,447;93,241
2016;11;21;19;93,0;93,459;93,436;92,246;93,403;93,366
2016;11;21;20;92,94;93,181;93,241;92,437;93,201;93,159
2016;11;21;21;92,31;92,807;92,833;92,437;93,012;92,716
2016;11;21;22;91,06;92,251;91,972;92,393;92,924;92,26
2016;11;21;23;89,75;91,09;90,748;91,975;92,649;91,611
2016;11;22;0;88,62;89,946;89,569;91,479;91,864;90,757
2016;11;22;1;87,75;89,257;88,623;90,603;90,906;90,231
2016;11;22;2;87,38;88,237;87,782;89,824;89,872;89,617
2016;11;22;3;87,62;87,727;87,427;89,707;88,955;89,301
2016;11;22;4;87,81;87,687;87,657;89,643;88,219;88,856
2016;11;22;5;88,0;87,605;87,428;89,298;87,774;88,292
2016;11;22;6;88,0;87,438;87,628;89,051;87,414;87,651
2016;11;22;7;85,62;85,523;85,698;87,799;86,562;85,719
2016;11;22;8;83,31;82,574;83,252;84,895;84,779;83,991
2016;11;22;9;81,06;80,546;80,55;82,418;81,778;81,6
2016;11;22;10;79,75;79,026;79,208;80,242;78,979;78,892
2016;11;22;11;79,06;78,184;78,393;79,017;77,702;77,303
2016;11;22;12;79,12;78,664;78,436;78,481;77,829;77,081
2016;11;22;13;79,62;79,207;79,46;79,115;78,805;78,226
2016;11;22;14;80,81;80,553;80,625;80,765;80,413;80,162
2016;11;22;15;83,06;82,572;82,693;83,413;82,506;82,461
2016;11;22;16;86,62;84,596;85,284;86,522;85,017;85,19
2016;11;22;17;90,0;88,446;89,368;88,973;87,807;87,573
2016;11;22;18;91,94;90,852;91,705;90,338;90,204;89,203
2016;11;22;19;92,19;91,926;92,335;90,965;91,58;90,735
2016;11;22;20;92,25;92,244;92,532;91,425;92,113;91,597
2016;11;22;21;92,31;92,381;92,378;91,575;92,185;91,708
2016;11;22;22;92,25;92,388;92,387;91,61;92,109;91,453
2016;11;22;23;91,94;92,251;92,234;91,882;92,033;91,164
2016;11;23;0;91,19;91,915;91,821;91,807;91,873;91,017
2016;11;23;1;89,88;91,179;90,857;91,784;91,729;91,251
2016;11;23;2;88,81;90,298;89,552;91,1;91,4;91,153
2016;11;23;3;87,88;89,088;88,509;90,474;90,753;90,903
2016;11;23;4;87,25;87,865;87,326;89,699;89,747;90,106
2016;11;23;5;86,69;87,135;86,53;88,744;88,455;88,873
2016;11;23;6;86,19;85,936;85,813;87,515;86,845;86,693
2016;11;23;7;82,94;82,788;83,096;84,623;84,781;83,256
2016;11;23;8;79,56;79,341;79,023;81,221;82,178;80,866
2016;11;23;9;76,81;77,069;76,696;77,926;78,593;78,28
2016;11;23;10;75,62;74,766;75,326;76,271;75,104;75,119
2016;11;23;11;75,38;74,189;74,683;75,614;74,089;73,228
2016;11;23;12;75,5;74,658;74,961;75,453;74,656;73,293
2016;11;23;13;76,62;75,642;75,917;75,832;76,007;74,977
2016;11;23;14;79,31;77,617;78,059;77,276;78,109;77,437
2016;11;23;15;82,12;81,048;81,512;80,248;81,021;80,522
2016;11;23;16;84,88;84,202;84,525;84,492;84,865;84,376
2016;11;23;17;87,38;87,276;87,954;87,75;87,894;87,82
2016;11;23;18;88,88;89,287;89,646;89,46;89,252;88,869
2016;11;23;19;89,25;89,662;89,591;89,928;89,679;89,553
2016;11;23;20;89,44;89,774;89,846;90,185;89,861;89,825
2016;11;23;21;89,69;89,871;89,76;90,205;89,996;89,657
2016;11;23;22;90,0;90,125;89,991;90,254;90,112;89,282
2016;11;23;23;90,19;90,312;90,205;90,33;90,209;88,907
2016;11;24;0;90,56;90,488;90,52;90,666;90,22;88,709
2016;11;24;1;90,88;90,747;90,818;90,838;90,333;89,103
2016;11;24;2;91,12;91,025;91,042;90,965;90,564;89,563
2016;11;24;3;91,12;91,105;91,186;90,844;90,899;90,356
2016;11;24;4;91,0;91,003;90,939;90,676;91,143;90,685
2016;11;24;5;90,75;90,864;90,76;90,304;91,059;90,367
2016;11;24;6;89,88;89,994;90,077;89,192;90,195;89,55
2016;11;24;7;87,38;87,348;86,968;86,31;88,046;87,655
2016;11;24;8;85,06;84,555;84,629;83,825;84,907;84,733
2016;11;24;9;83,06;82,559;82,707;82,045;82,126;82,385
2016;11;24;10;81,38;81,101;80,941;80,356;80,806;80,968
2016;11;24;11;80,31;79,848;80,206;79,103;80,417;80,715
2016;11;24;12;79,69;79,853;79,762;79,01;79,976;80,858
2016;11;24;13;79,69;79,919;80,006;79,608;79,879;81,325
2016;11;24;14;80,25;80,553;80,505;80,78;80,692;82,266
2016;11;24;15;81,62;81,986;82,225;82,677;82,275;83,665
2016;11;24;16;83,94;84,165;84,288;84,691;84,145;85,51
2016;11;24;17;87,12;86,773;87,32;87,509;86,073;87,284
2016;11;24;18;89,38;89,188;89,422;89,302;87,839;88,274
2016;11;24;19;89,44;89,9;89,977;89,899;89,265;89,46
2016;11;24;20;89,12;89,762;89,935;89,992;90,193;90,271
2016;11;24;21;88,56;89,275;89,167;89,674;90,458;90,193
2016;11;24;22;88,06;88,764;88,441;89,328;90,223;89,542
2016;11;24;23;88,06;88,459;88,089;89,353;89,725;88,761
2016;11;25;0;88,38;88,36;88,558;89,653;89,094;88,113
2016;11;25;1;88,62;88,575;88,779;89,172;88,778;88,155
2016;11;25;2;88,62;88,65;88,781;89,226;88,793;88,359
2016;11;25;3;88,31;88,58;88,483;89,262;89,017;88,862
2016;11;25;4;87,44;88,003;87,909;88,962;89,082;88,818
2016;11;25;5;86,19;87,025;86,469;88,696;88,582;88,01
2016;11;25;6;85,5;85,313;85,333;87,819;86,853;86,138
2016;11;25;7;82,81;83,02;82,865;85,032;83,525;81,773
2016;11;25;8;81,69;80,253;80,25;81,342;80,032;78,73
2016;11;25;9;83,25;79,153;79,726;79,663;77,823;77,1
2016;11;25;10;83,81;81,377;81,75;80,128;78,533;77,188
2016;11;25;11;83,06;82,189;82,896;80,657;82,049;79,984
2016;11;25;12;82,31;82,523;82,686;81,07;84,083;82,818
2016;11;25;13;82,12;82,113;82,542;81,549;83,124;83,639
2016;11;25;14;82,19;82,631;82,74;82,314;82,181;83,68
2016;11;25;15;82,88;83,311;83,626;83,671;83,11;84,425
2016;11;25;16;84,31;84,312;84,47;85,372;84,939;86,062
2016;11;25;17;86,56;87,188;87,184;87,204;86,498;87,143
2016;11;25;18;88,62;89,026;88,872;88,582;87,615;87,87
2016;11;25;19;89,0;89,486;89,303;89,365;88,512;88,674
2016;11;25;20;89,25;89,596;89,556;89,826;89,236;89,271
2016;11;25;21;89,75;89,736;89,601;89,935;89,618;89,316
2016;11;25;22;90,12;90,111;89,9;90,543;89,753;89,042
2016;11;25;23;90,12;90,318;90,241;90,623;89,883;88,912
2016;11;26;0;89,69;90,298;90,102;91,271;89,964;89,005
2016;11;26;1;89,25;90,089;89,81;91,159;90,034;89,41
2016;11;26;2;89,12;89,713;89,218;90,894;89,923;89,501
2016;11;26;3;89,19;89,346;89,187;90,752;89,654;89,657
2016;11;26;4;89,19;89,182;89,046;90,47;89,286;89,465
2016;11;26;5;89,0;88,886;88,906;90,094;88,877;88,88
2016;11;26;6;88,19;88,202;88,263;89,109;88,221;88,031
2016;11;26;7;84,19;85,041;84,771;86,095;86,871;86,213
2016;11;26;8;80,25;81,079;80,888;82,395;84,228;83,264
2016;11;26;9;77,69;77,521;77,475;79,742;79,726;79,363
2016;11;26;10;76,31;75,747;75,879;77,768;75,289;75,105
2016;11;26;11;75,19;74,554;74,992;77,065;74,149;73,008
2016;11;26;12;74,62;74,628;74,723;76,095;74,582;73,057
2016;11;26;13;74,38;74,76;74,605;76,226;75,301;74,289
2016;11;26;14;74,88;75,245;75,46;76,844;75,901;75,888
2016;11;26;15;76,88;77,269;76,902;77,899;77,287;77,708
2016;11;26;16;79,0;80,577;79,527;79,764;79,708;79,964
2016;11;26;17;82,25;83,476;83,309;82,644;82,798;82,924
2016;11;26;18;86,31;86,485;86,248;85,989;85,121;85,604
2016;11;26;19;87,62;87,931;87,608;87,945;86,647;86,888
2016;11;26;20;88,56;88,569;88,512;88,605;87,995;88,249
2016;11;26;21;89,19;89,09;88,93;89,131;88,999;88,927
2016;11;26;22;89,81;89,685;89,686;89,859;89,593;88,894
2016;11;26;23;90,88;90,332;90,28;89,977;89,957;88,85
2016;11;27;0;91,56;91,025;91,133;90,778;90,185;88,989
2016;11;27;1;91,69;91,605;91,803;90,964;90,642;89,815
2016;11;27;2;91,5;91,795;91,767;91,077;91,254;90,576
2016;11;27;3;91,25;91,612;91,58;90,852;91,706;91,208
2016;11;27;4;90,62;91,093;91,015;90,583;91,704;91,117
2016;11;27;5;89,81;90,307;90,21;89,898;91,106;90,272
2016;11;27;6;88,75;89,188;89,152;88,776;89,476;88,841
2016;11;27;7;84,31;85,732;85,463;85,482;86,36;85,128
2016;11;27;8;81,44;81,668;81,524;81,571;82,281;81,374
2016;11;27;9;80,19;79,007;78,921;78,926;77,959;78,129
2016;11;27;10;79,44;78,175;78,518;77,653;75,984;76,194
2016;11;27;11;79,0;77,775;77,956;77,391;77,028;76,977
2016;11;27;12;78,75;78,676;78,206;77,787;78,412;78,547
2016;11;27;13;78,88;78,59;78,736;77,961;79,091;79,875
2016;11;27;14;79,44;79,849;79,341;78,653;79,885;81,034
2016;11;27;15;81,0;81,05;80,94;79,99;81,518;82,403
2016;11;27;16;82,69;83,715;83,434;81,932;83,76;84,33
2016;11;27;17;84,81;85,674;85,621;85,149;85,931;86,673
2016;11;27;18;87,31;87,475;87,219;87,431;87,334;87,498
2016;11;27;19;86,62;88,067;87,827;88,787;88,093;88,25
2016;11;27;20;85,19;87,554;86,72;88,937;88,591;88,751
2016;11;27;21;84,31;86,39;85,308;89,181;88,466;88,304
2016;11;27;22;84,0;85,7;84,382;88,717;87,618;86,941
2016;11;27;23;84,5;85,51;84,241;87,995;86,565;85,705
2016;11;28;0;86,25;85,566;85,61;88,635;85,708;84,993
2016;11;28;1;88,06;86,616;86,644;88,506;85,569;85,295
2016;11;28;2;89,69;88,448;88,684;88,791;86,285;86,285
2016;11;28;3;90,12;89,378;89,838;89,386;87,787;88,036
2016;11;28;4;90,12;89,888;90,064;89,638;89,472;89,175
2016;11;28;5;89,75;89,724;89,771;89,104;90,436;89,221
2016;11;28;6;89,94;89,18;89,55;88,229;89,74;88,322
2016;11;28;7;86,44;86,571;86,498;85,349;87,146;86,414
2016;11;28;8;82,56;82,904;83,213;82,71;84,077;83,52
2016;11;28;9;80,88;80,286;79,844;80,259;80,741;80,595
2016;11;28;10;79,38;78,943;78,953;78,555;77,575;77,28
2016;11;28;11;77,94;77,739;77,81;77,67;76,721;76,242
2016;11;28;12;76,94;77,026;77,188;77,934;77,023;76,715
2016;11;28;13;77,81;77,063;77,196;78,026;76,975;77,15
2016;11;28;14;80,88;78,907;78,806;78,803;77,488;78,027
2016;11;28;15;84,75;82,572;82,908;81,347;80,441;80,695
2016;11;28;16;88,31;85,484;86,983;85,202;85,372;85,497
2016;11;28;17;90,44;89,15;90,216;88,638;89,418;88,343
2016;11;28;18;91,25;91,198;91,798;90,415;91,214;90,171
2016;11;28;19;90,81;91,278;91,409;90,734;91,493;91,148
2016;11;28;20;90,25;91,034;90,953;90,635;91,203;91,328
2016;11;28;21;89,44;90,383;90,142;90,198;90,826;91,03
2016;11;28;22;88,94;89,652;89,507;89,968;90,468;90,467
2016;11;28;23;89,88;89,431;89,305;89,916;90,065;89,796
2016;11;29;0;91,12;90,144;90,235;90,404;89,692;89,428
2016;11;29;1;91,62;91,011;91,292;90,688;89,92;90,074
2016;11;29;2;91,56;91,412;91,718;90,888;90,687;90,947
2016;11;29;3;91,38;91,525;91,64;90,895;91,503;91,709
2016;11;29;4;91,0;91,304;91,226;90,828;91,787;91,611
2016;11;29;5;90,38;90,72;90,732;90,569;91,392;90,769
2016;11;29;6;89,25;89,634;89,67;89,53;90,185;89,401
2016;11;29;7;86,06;86,242;86,26;86,988;87,805;86,741
2016;11;29;8;82,06;82,299;82,357;83,496;84,16;82,885
2016;11;29;9;80,19;79,447;78,945;81,027;80,1;79,593
2016;11;29;10;80,31;78,193;78,503;79,257;77,138;76,86
2016;11;29;11;81,19;78,575;79,012;78,929;77,129;76,286
2016;11;29;12;81,19;80,227;80,053;79,229;79,808;78,446
2016;11;29;13;80,0;80,813;80,75;79,675;82,533;81,53
2016;11;29;14;78,44;80,413;80,156;80,055;83,17;83,428
2016;11;29;15;77,62;80,134;79,649;81,388;82,031;83,318
2016;11;29;16;77,44;80,84;79,723;82,496;81,022;82,211
2016;11;29;17;78,94;81,634;81,1;83,819;81,221;81,641
2016;11;29;18;79,31;83,215;82,525;84,981;82,11;82,359
2016;11;29;19;78,5;82,767;80,797;85,055;82,938;83,91
2016;11;29;20;78,19;81,876;79,174;84,291;82,998;83,963
2016;11;29;21;78,12;80,256;78,625;84,049;82,338;83,248
2016;11;29;22;77,38;79,797;78,045;84,191;81,531;82,369
2016;11;29;23;76,56;79,382;77,288;84,132;80,849;81,615
2016;11;30;0;75,94;77,105;77,125;84,344;80,071;80,87
2016;11;30;1;75,88;75,932;75,771;84,051;79,3;79,403
2016;11;30;2;75,75;75,413;75,843;83,668;78,395;79,062
2016;11;30;3;75,88;74,824;75,19;82,942;77,533;79,496
2016;11;30;4;75,81;74,684;75,182;81,947;76,668;79,057
2016;11;30;5;76,19;74,768;75,178;81,304;75,617;77,271
2016;11;30;6;78,06;75,249;75,872;79,483;74,116;74,814
2016;11;30;7;74,56;74,437;73,885;76,787;72,897;73,043
2016;11;30;8;70,06;70,915;70,377;72,78;72,862;72,39
2016;11;30;9;68,25;68,357;67,307;70,447;70,801;70,737
2016;11;30;10;67,81;67,951;66,956;68,843;66,58;68,192
2016;11;30;11;67,62;67,711;66,797;68,293;65,606;66,968
2016;11;30;12;68,0;68,157;67,1;68,827;65,903;67,338
2016;11;30;13;69,62;69,284;68,494;69,778;66,68;68,136
2016;11;30;14;72,69;71,517;71,474;72,195;68,615;69,175
2016;11;30;15;76,94;75,426;75,331;75,224;72,245;72,733
2016;11;30;16;81,19;80,518;80,257;78,774;77,509;77,527
2016;11;30;17;84,06;84,746;84,735;83,321;82,853;82,772
2016;11;30;18;87,19;87,357;87,366;85,727;85,75;85,471
2016;11;30;19;88,0;88,31;88,155;86,694;86,705;86,642
2016;11;30;20;88,25;88,615;88,473;87,506;87,239;87,42
2016;11;30;21;88,5;88,714;88,558;87,801;87,69;87,819
2016;11;30;22;88,75;88,879;88,695;88,085;87,925;87,679
2016;11;30;23;88,81;88,964;88,97;88,14;88,039;87,587
2016;12;1;0;88,38;88,979;89,108;88,96;88,077;87,716
2016;12;1;1;87,56;88,504;88,373;88,41;88,262;88,048
2016;12;1;2;86,31;87,691;87,212;88,013;88,371;88,507
2016;12;1;3;84,94;85,805;85,75;87,559;88,19;88,785
2016;12;1;4;85,19;85,112;85,081;86,959;87,463;88,164
2016;12;1;5;86,12;84,96;84,951;86,113;86,087;86,776
2016;12;1;6;86,06;85,072;85,513;85,028;84,497;83,364
2016;12;1;7;83,38;83,199;83,596;82,822;83,306;80,875
2016;12;1;8;82,0;80,147;80,667;80,91;81,871;79,316
2016;12;1;9;81,12;79,106;79,69;79,486;79,617;77,948
2016;12;1;10;79,62;79,124;79,561;79,111;78,569;77,483
2016;12;1;11;78,0;78,116;78,25;78,288;79,014;78,233
2016;12;1;12;77,19;77,113;77,314;78,154;78,887;78,632
2016;12;1;13;77,5;77,199;77,279;78,345;78,168;78,619
2016;12;1;14;78,19;78,454;78,145;78,962;78,535;79,209
2016;12;1;15;79,31;80,018;79,803;80,001;80,475;80,821
2016;12;1;16;81,31;82,493;82,135;82,136;82,76;82,895
