-BEGIN HEADER-
Dataset: NASA_Sukabumi_Hourly.csv
Variabel: RH2M
Forecast Summary:
Ringkasan prediksi kelembaban udara (RH2M) untuk periode 01-01-2023 hingga 08-01-2023:

▸ Statistik: rata-rata 87.50 % (sangat lembab), tertinggi 90.21 %, terendah 83.49 %, standar deviasi 2.36 %. Rentang nilai harian mencapai 6.72 %.

▸ Pola harian: puncak sekitar pukul 02:00, lembah sekitar pukul 13:00. Tren meningkat menuju akhir periode.

▸ Analisis: Kelembaban tinggi perlu diperhatikan karena berpotensi mempercepat korosi pada komponen turbin. Pemantauan berkala tetap disarankan untuk mengantisipasi perubahan kondisi atmosfer yang dapat mempengaruhi kinerja sistem.

▸ Performa model: XGB — MAE **0.408** %, RMSE **0.569** %, sMAPE **0.49%**, R² **0.993** (sangat baik). Model mampu menjelaskan variasi data dengan kemampuan sangat baik. Akurasi keseluruhan tergolong **tinggi**.

-END HEADER-

YEAR;MO;DY;HR;RH2M;GBR;XGB;KNN;LSTM;BiLSTM
2015;6;16;12;69,19;70,181;69,982;70,665;71,452;70,518
2015;6;16;13;67,69;69,258;68,792;70,03;70,503;69,784
2015;6;16;14;67,25;68,816;68,393;69,836;69,95;69,352
2015;6;16;15;68,56;70,254;69,558;70,568;70,531;70,373
2015;6;16;16;72,62;72,655;72,36;73,602;72,504;72,57
2015;6;16;17;78,56;78,905;78,734;78,931;77,335;76,422
2015;6;16;18;81,75;83,149;83,759;83,462;82,052;81,796
2015;6;16;19;83,19;84,988;84,424;85,939;84,92;85,698
2015;6;16;20;84,56;85,662;84,98;86,755;85,94;87,137
2015;6;16;21;85,56;85,965;85,652;87,433;86,177;87,287
2015;6;16;22;86,19;87,011;86,21;87,579;86,458;87,136
2015;6;16;23;86,81;87,62;86,672;88,004;86,93;87,029
2015;6;17;0;87,25;87,522;87,512;88,306;87,375;87,113
2015;6;17;1;87,44;87,991;87,463;88,614;87,867;87,61
2015;6;17;2;86,94;87,774;87,319;88,492;88,335;88,105
2015;6;17;3;85,94;86,847;86,715;88,404;88,618;88,595
2015;6;17;4;84,88;85,609;85,555;87,485;88,318;88,294
2015;6;17;5;84,06;84,356;84,167;86,708;86,885;86,989
2015;6;17;6;84,06;83,227;83,533;86,275;83,582;82,763
2015;6;17;7;81,31;81,142;80,667;83,275;78,768;78,161
2015;6;17;8;76,56;77,304;76,548;78,699;75,409;75,444
2015;6;17;9;74,5;73,481;73,034;74,467;73,594;73,09
2015;6;17;10;72,88;72,394;72,354;72,251;71,336;70,927
2015;6;17;11;71,94;71,907;71,85;70,737;69,53;69,691
2015;6;17;12;71,5;71,309;71,061;70,339;69,484;69,634
2015;6;17;13;71,75;71,68;71,911;70,615;70,606;69,994
2015;6;17;14;72,88;73,079;73,117;71,848;72,575;71,703
2015;6;17;15;74,38;74,742;75,261;73,583;74,772;74,839
2015;6;17;16;77,5;77,672;78,31;77,314;78,641;78,445
2015;6;17;17;80,94;81,786;82,325;81,981;82,085;82,04
2015;6;17;18;83,88;84,998;85,184;84,971;84,352;84,981
2015;6;17;19;85,0;86,607;85,569;86,505;85,467;86,267
2015;6;17;20;85,94;86,836;86,174;87,058;86,072;87,135
2015;6;17;21;86,5;87,33;86,348;87,187;86,541;87,404
2015;6;17;22;86,88;87,663;86,886;87,574;86,994;87,287
2015;6;17;23;87,06;87,807;87,184;88,048;87,404;87,125
2015;6;18;0;87,19;87,522;87,59;88,212;87,622;87,087
2015;6;18;1;87,06;87,794;87,33;88,223;87,804;87,413
2015;6;18;2;87,38;87,576;86,996;88,185;87,913;87,632
2015;6;18;3;87,81;87,644;87,419;88,179;87,924;88,019
2015;6;18;4;88,5;87,718;87,987;88,087;87,856;88,152
2015;6;18;5;89,44;88,328;88,521;87,972;87,754;87,982
2015;6;18;6;89,38;88,558;88,873;87,741;87,391;87,571
2015;6;18;7;84,38;85,352;85,775;85,017;86,367;85,991
2015;6;18;8;79,38;80,38;79,858;80,686;83,664;82,885
2015;6;18;9;75,75;75,577;75,562;76,66;77,667;77,385
2015;6;18;10;71,5;72,839;72,518;73,758;72,707;71,431
2015;6;18;11;67,62;69,964;69,08;71,099;70,563;69,548
2015;6;18;12;65,38;67,944;66,382;68,98;68,766;68,258
2015;6;18;13;64,88;66,671;65,966;67,904;67,117;67,005
2015;6;18;14;66,0;67,118;66,525;67,981;66,643;66,52
2015;6;18;15;68,69;68,538;68,497;69,562;68,1;67,244
2015;6;18;16;73,69;72,627;72,769;73,312;71,721;71,473
2015;6;18;17;80,75;79,592;79,271;79,229;77,969;77,091
2015;6;18;18;85,19;85,159;85,449;83,941;83,196;83,564
2015;6;18;19;87,94;87,685;87,653;86,261;86,426;86,924
2015;6;18;20;88,88;88,53;89,012;87,684;88,132;89,034
2015;6;18;21;89,88;89,558;89,759;88,765;89,189;89,881
2015;6;18;22;90,44;90,116;90,314;89,273;89,947;90,125
2015;6;18;23;90,75;90,67;90,86;89,909;90,515;90,157
2015;6;19;0;91,0;91,024;91,0;90,327;90,884;90,394
2015;6;19;1;91,25;91,206;91,271;90,61;91,196;90,907
2015;6;19;2;91,81;91,484;91,516;90,811;91,487;91,285
2015;6;19;3;92,25;91,868;91,948;91,396;91,768;91,729
2015;6;19;4;92,44;92,116;92,326;91,853;92,023;91,798
2015;6;19;5;92,56;92,211;92,341;91,818;92,11;91,301
2015;6;19;6;91,06;91,231;91,154;90,655;91,294;90,194
2015;6;19;7;86,56;87,187;86,735;86,484;88,358;87,393
2015;6;19;8;82,38;82,03;81,476;81,558;82,913;82,511
2015;6;19;9;78,81;77,716;77,09;77,243;76,919;77,422
2015;6;19;10;75,94;74,881;74,815;74,667;73,799;73,511
2015;6;19;11;73,88;72,991;72,717;72,488;72,967;72,499
2015;6;19;12;72,62;72,133;72,288;71,634;72,608;72,146
2015;6;19;13;72,06;71,819;71,973;71,569;72,605;72,162
2015;6;19;14;72,0;72,486;72,697;72,209;73,274;73,681
2015;6;19;15;73,44;73,894;74,051;73,272;74,794;75,774
2015;6;19;16;76,94;77,357;77,269;76,572;78,015;78,267
2015;6;19;17;82,31;82,235;82,155;81,974;81,804;81,448
2015;6;19;18;86,25;86,384;86,452;85,886;85,231;85,384
2015;6;19;19;88,81;88,196;88,096;87,58;87,459;87,479
2015;6;19;20;89,94;89,313;89,481;88,688;88,813;89,206
2015;6;19;21;90,19;90,188;90,354;89,522;89,894;90,089
2015;6;19;22;90,81;90,656;90,716;90,087;90,787;90,408
2015;6;19;23;91,12;90,991;90,912;90,468;91,303;90,339
2015;6;20;0;90,75;91,146;91,092;90,616;91,515;90,415
2015;6;20;1;90,12;90,861;90,534;90,647;91,685;90,877
2015;6;20;2;89,81;90,473;90,273;90,464;91,651;90,93
2015;6;20;3;89,62;89,987;89,806;89,903;91,292;90,79
2015;6;20;4;89,25;89,591;89,226;89,667;90,642;90,209
2015;6;20;5;88,69;89,002;88,886;89,528;89,706;89,151
2015;6;20;6;87,81;88,047;87,912;88,812;87,904;87,233
2015;6;20;7;82,06;83,766;83,529;85,949;84,383;82,996
2015;6;20;8;76,38;78,145;77,323;79,599;79,459;79,061
2015;6;20;9;72,69;73,162;72,263;74,736;73,227;73,929
2015;6;20;10;70,06;70,418;69,806;71,179;69,314;69,874
2015;6;20;11;68,19;69,126;68,353;68,835;67,888;68,307
2015;6;20;12;67,31;68,11;67,566;67,58;67,681;67,892
2015;6;20;13;67,25;67,858;67,595;67,486;67,739;67,981
2015;6;20;14;68,25;68,57;68,536;68,013;68,376;68,469
2015;6;20;15;71,0;70,892;70,866;70,661;70,622;71,092
2015;6;20;16;74,81;74,429;74,872;75,202;74,639;75,037
2015;6;20;17;80,94;80,366;80,65;80,493;80,446;79,885
2015;6;20;18;83,19;84,941;85,184;84,126;84,53;84,903
2015;6;20;19;84,31;86,132;85,579;85,949;86,575;87,08
2015;6;20;20;85,75;86,618;85,802;86,819;87,073;88,206
2015;6;20;21;86,62;87,329;86,511;87,434;87,027;88,044
2015;6;20;22;87,31;87,921;87,491;88,069;87,274;87,878
2015;6;20;23;88,44;88,323;88,156;88,645;87,811;87,775
2015;6;21;0;89,81;89,045;89,43;89,028;88,346;87,86
2015;6;21;1;91,06;90,175;90,488;89,483;89,08;88,633
2015;6;21;2;91,69;91,048;91,44;90,2;90,096;89,736
2015;6;21;3;92,12;91,763;92,031;90,749;91,238;91,056
2015;6;21;4;92,62;92,166;92,329;91,036;92,104;91,703
2015;6;21;5;92,81;92,391;92,449;91,051;92,343;91,477
2015;6;21;6;91,44;91,716;91,411;89,6;91,367;90,606
2015;6;21;7;88,25;88,702;88,056;86,011;88,247;88,372
2015;6;21;8;83,69;83,544;83,206;81,701;83,361;83,488
2015;6;21;9;79,81;79,794;79,386;78,204;79,081;78,764
2015;6;21;10;77,12;76,321;76,308;75,798;75,802;74,737
2015;6;21;11;75,25;74,784;74,705;72,872;74,261;72,529
2015;6;21;12;74,12;73,693;73,802;72,048;73,558;71,991
2015;6;21;13;73,69;73,719;73,453;72,094;73,692;72,25
2015;6;21;14;73,75;73,765;74,188;73,319;74,503;73,821
2015;6;21;15;75,19;75,859;75,33;74,914;76,248;76,112
2015;6;21;16;79,75;79,606;79,288;78,213;79,125;78,826
2015;6;21;17;85,94;83,99;84,464;83,66;82,699;82,377
2015;6;21;18;89,12;88,039;88,821;87,072;86,605;86,546
2015;6;21;19;90,19;89,719;90,129;88,283;89,36;89,198
2015;6;21;20;90,75;90,516;90,662;89,526;90,693;90,943
2015;6;21;21;91,12;91,033;90,955;90,309;91,231;91,443
2015;6;21;22;91,12;91,179;91,185;90,746;91,537;91,512
2015;6;21;23;90,88;91,189;91,114;91,036;91,764;91,442
2015;6;22;0;90,69;91,146;90,894;91,167;91,769;91,358
2015;6;22;1;90,44;90,991;90,619;90,964;91,685;91,53
2015;6;22;2;90,25;90,732;90,577;90,826;91,523;91,486
2015;6;22;3;89,94;90,375;90,282;90,464;91,27;91,418
2015;6;22;4;89,88;89,944;89,695;90,167;90,82;90,856
2015;6;22;5;89,56;89,576;89,583;89,9;90,074;89,744
2015;6;22;6;87,75;88,661;88,598;88,564;88,7;88,232
2015;6;22;7;84,44;85,114;84,644;85,728;85,771;84,031
2015;6;22;8;79,75;80,021;79,73;80,648;80,906;79,951
2015;6;22;9;75,5;76,08;75,935;76,652;75,791;75,793
2015;6;22;10;72,94;73,196;72,82;73,628;72,74;72,141
2015;6;22;11;71,44;71,552;70,995;71,522;71,012;70,437
2015;6;22;12;70,75;70,936;70,156;70,604;70,431;69,669
2015;6;22;13;70,75;70,94;70,541;70,972;70,916;69,81
2015;6;22;14;71,12;71,767;71,488;71,958;72,123;71,547
2015;6;22;15;72,62;73,165;73,257;73,772;73,885;74,394
2015;6;22;16;76,56;76,811;76,433;76,87;77,129;77,603
2015;6;22;17;82,19;82,214;82,051;82,376;81,05;81,216
2015;6;22;18;85,69;85,752;86,393;86,292;84,633;85,271
2015;6;22;19;87,0;87,668;87,372;87,715;87,006;87,476
2015;6;22;20;88,38;88,325;88,111;88,47;88,185;88,944
2015;6;22;21;88,94;88,813;88,895;89,131;88,766;89,328
2015;6;22;22;89,0;89,269;89,217;89,576;89,298;89,39
2015;6;22;23;89,25;89,449;89,371;89,821;89,765;89,339
2015;6;23;0;89,38;89,65;89,582;89,916;89,915;89,224
2015;6;23;1;89,56;89,814;89,706;89,822;90,026;89,554
2015;6;23;2;89,69;89,848;89,736;89,994;90,166;89,887
2015;6;23;3;89,94;89,921;89,827;89,992;90,293;90,333
2015;6;23;4;90,38;89,944;89,78;90,053;90,288;90,352
2015;6;23;5;90,75;90,251;90,176;89,814;90,071;89,838
2015;6;23;6;89,88;89,83;89,749;88,355;89,283;88,967
2015;6;23;7;86,75;86,505;86,399;85,381;87,114;86,444
2015;6;23;8;81,38;81,977;82,068;81,282;83,392;82,987
2015;6;23;9;76,56;77,77;77,394;77,109;78,69;78,715
2015;6;23;10;73,5;73,624;73,739;73,795;74,085;73,577
2015;6;23;11;71,06;71,802;71,184;71,663;71,424;70,641
2015;6;23;12;69,38;70,562;70,068;70,27;70,378;69,611
2015;6;23;13;68,44;69,963;69,2;69,54;70,251;69,372
2015;6;23;14;68,31;69,896;69,26;69,72;70,593;69,388
2015;6;23;15;69,81;70,925;70,542;71,365;71,556;71,064
2015;6;23;16;74,12;73,785;73,711;74,588;73,728;73,786
2015;6;23;17;81,19;80,193;79,88;80,699;78,447;77,614
2015;6;23;18;84,62;85,045;85,418;85,244;83,269;83,06
2015;6;23;19;86,31;86,891;86,748;87,522;86,597;86,858
2015;6;23;20;87,62;87,952;87,496;88,369;88,048;88,7
2015;6;23;21;88,75;88,544;88,395;88,947;88,59;89,088
2015;6;23;22;89,5;89,236;89,293;89,601;89,069;89,193
2015;6;23;23;90,0;89,855;89,992;90,123;89,666;89,307
2015;6;24;0;89,56;90,115;90,097;90,242;90,187;89,546
2015;6;24;1;89,56;90,114;89,954;89,984;90,615;90,082
2015;6;24;2;89,44;89,852;89,621;90,139;90,775;90,283
2015;6;24;3;89,31;89,662;89,437;90,181;90,67;90,438
2015;6;24;4;89,12;89,286;89,09;90,145;90,327;90,193
2015;6;24;5;88,88;88,89;88,825;89,854;89,603;89,253
2015;6;24;6;86,81;87,878;87,526;88,819;87,92;87,289
2015;6;24;7;81,12;83,219;82,516;84,318;84,288;82,856
2015;6;24;8;75,88;76,842;75,57;78,198;78,274;77,925
2015;6;24;9;71,81;72,503;71,334;73,894;71,781;71,893
2015;6;24;10;69,06;69,858;69,214;70,831;68,379;69,129
2015;6;24;11;67,25;67,822;67,239;68,312;67,077;67,939
2015;6;24;12;66,06;66,46;66,113;67,317;66,594;67,531
2015;6;24;13;65,44;66,128;65,698;67,081;66,44;67,586
2015;6;24;14;65,62;66,333;66,277;67,844;66,836;67,885
2015;6;24;15;66,75;67,567;67,505;68,946;68,223;69,54
2015;6;24;16;71,19;71,092;71,029;71,927;71,368;72,505
2015;6;24;17;78,75;77,741;77,603;78,584;76,473;76,317
2015;6;24;18;82,44;82,86;83,574;83,643;81,658;81,668
2015;6;24;19;85,12;85,786;85,33;86,476;85,168;86,11
2015;6;24;20;86,62;86,817;86,561;87,774;86,764;88,09
2015;6;24;21;87,38;87,817;87,373;88,547;87,586;88,625
2015;6;24;22;87,5;88,328;88,103;88,93;88,321;88,76
2015;6;24;23;87,62;88,288;88,117;89,367;88,872;88,52
2015;6;25;0;87,38;88,297;88,186;89,412;89,025;88,251
2015;6;25;1;87,19;88,297;87,678;89,009;89,009;88,347
2015;6;25;2;87,5;87,774;87,572;88,984;88,901;88,336
2015;6;25;3;87,62;87,759;87,539;89,285;88,696;88,476
2015;6;25;4;87,38;87,595;87,451;89,489;88,442;88,379
2015;6;25;5;86,94;87,23;86,796;89,23;87,907;87,756
2015;6;25;6;85,94;86,268;86,074;87,482;85,999;85,151
2015;6;25;7;79,5;81,232;80,87;81,799;81,715;81,065
2015;6;25;8;74,5;74,919;73,763;76,149;76,114;76,744
2015;6;25;9;71,56;71,253;70,569;71,991;70,778;71,429
2015;6;25;10;69,38;68,595;68,709;69,187;67,24;68,459
2015;6;25;11;67,88;67,977;67,617;67,503;66,5;67,589
2015;6;25;12;66,88;67,316;66,785;66,704;66,555;67,638
2015;6;25;13;66,5;67,419;66,817;66,549;66,608;67,889
2015;6;25;14;66,88;67,487;67,18;67,06;67,133;68,268
2015;6;25;15;68,25;69,166;68,891;68,545;69,098;70,061
2015;6;25;16;72,62;72,372;72,526;71,928;72,622;73,182
2015;6;25;17;78,94;78,905;78,7;78,369;77,8;77,148
2015;6;25;18;82,38;83,703;84,097;83,012;82,3;82,295
2015;6;25;19;85,75;85,966;85,601;85,909;84,983;85,82
2015;6;25;20;88,0;87,235;87,196;87,452;86,279;87,559
2015;6;25;21;89,44;88,515;88,837;88,572;87,371;88,389
2015;6;25;22;89,81;89,74;89,804;89,426;88,699;89,071
2015;6;25;23;89,56;89,917;90,095;89,99;89,894;89,391
2015;6;26;0;89,31;89,949;89,726;90,023;90,498;89,559
2015;6;26;1;89,0;89,754;89,452;89,903;90,599;89,871
2015;6;26;2;89,5;89,467;89,434;90,114;90,423;89,941
2015;6;26;3;90,56;89,938;89,995;90,193;90,135;90,123
2015;6;26;4;91,5;90,507;90,738;90,416;89,972;90,088
2015;6;26;5;91,88;91,223;91,392;90,526;90,125;89,848
2015;6;26;6;90,5;90,783;90,642;89,751;89,85;89,201
2015;6;26;7;84,75;86,279;85,612;84,643;87,456;86,738
2015;6;26;8;79,94;80,304;79,569;79,718;82,094;81,794
2015;6;26;9;75,62;75,339;74,78;75,362;75,136;75,391
2015;6;26;10;71,5;71,404;71,336;71,75;71,677;70,937
2015;6;26;11;67,81;68,61;68,571;68,934;69,909;69,375
2015;6;26;12;65,5;66,788;66,345;67,191;68,073;68,108
2015;6;26;13;64,56;65,694;65,31;66,515;66,461;67,016
2015;6;26;14;64,69;65,742;65,356;66,593;66,105;66,585
2015;6;26;15;66,56;67,181;67,054;68,271;67,313;67,118
2015;6;26;16;70,5;70,834;71,2;71,271;70,611;70,793
2015;6;26;17;77,06;76,551;76,991;76,829;76,439;75,868
2015;6;26;18;81,38;82,448;82,298;82,032;81,678;81,821
2015;6;26;19;84,62;84,82;84,406;85,297;84,739;85,72
2015;6;26;20;86,62;86,371;86,334;87,177;86,235;87,806
2015;6;26;21;87,62;87,817;87,494;88,533;87,29;88,681
2015;6;26;22;87,38;88,26;88,276;89,371;88,355;89,021
2015;6;26;23;86,94;87,971;87,751;89,43;89,145;88,873
2015;6;27;0;87,19;87,725;87,415;89,375;89,275;88,509
2015;6;27;1;87,12;87,725;87,313;89,08;89,048;88,452
2015;6;27;2;86,88;87,24;87,101;89,246;88,851;88,499
2015;6;27;3;87,31;87,34;86,776;89,334;88,708;88,762
2015;6;27;4;88,44;87,609;87,408;89,746;88,402;88,429
2015;6;27;5;90,12;88,53;88,732;89,759;87,928;87,669
2015;6;27;6;90,12;89,083;89,547;89,375;87,09;86,146
2015;6;27;7;85,31;86,083;86,223;85,729;85,296;83,786
2015;6;27;8;80,44;80,87;80,196;80,999;81,823;80,986
2015;6;27;9;76,44;75,872;75,184;76,12;75,987;76,039
2015;6;27;10;73,19;72,891;72,693;72,249;71,788;71,23
2015;6;27;11;71,0;70,564;70,739;69,858;69,472;69,515
2015;6;27;12;69,81;69,889;69,744;68,459;68,744;68,908
2015;6;27;13;69,62;69,926;69,616;67,999;68,829;69,024
2015;6;27;14;70,44;70,651;70,478;68,68;70,009;69,653
2015;6;27;15;73,0;72,317;72,906;70,825;72,564;72,755
2015;6;27;16;78,06;76,634;77,227;75,217;76,437;76,888
2015;6;27;17;85,88;82,609;83,34;82,42;81,903;81,855
2015;6;27;18;90,0;87,899;88,803;87,246;86,629;86,098
2015;6;27;19;91,5;90,19;90,877;88,799;89,69;89,286
2015;6;27;20;92,81;91,719;92,167;90,21;91,264;91,507
2015;6;27;21;93,94;92,781;93,244;91,153;92,018;92,185
2015;6;27;22;94,44;93,585;93,986;91,54;92,652;92,566
2015;6;27;23;94,31;94,055;94,335;91,834;93,332;92,998
2015;6;28;0;94,56;94,263;94,353;92,032;93,774;93,405
2015;6;28;1;94,38;94,263;94,375;92,493;94,016;94,059
2015;6;28;2;93,88;94,141;94,231;92,601;94,168;94,522
2015;6;28;3;93,75;93,746;93,734;92,796;94,157;94,812
2015;6;28;4;93,25;93,532;93,549;92,653;93,802;94,319
2015;6;28;5;92,75;93,072;93,106;92,1;93,151;93,124
2015;6;28;6;90,31;91,605;90,802;89,825;91,782;91,231
2015;6;28;7;84,69;86,26;85,095;85,854;88,413;86,983
2015;6;28;8;79,31;79,695;78,861;80,18;81,977;80,147
2015;6;28;9;74,88;74,697;74,058;75,738;74,345;73,486
2015;6;28;10;71,5;71,672;71,268;72,126;70,791;70,433
2015;6;28;11;69,06;69,305;69,144;69,49;69,626;69,455
2015;6;28;12;67,69;67,705;67,749;68,103;69,156;68,806
2015;6;28;13;67,38;67,6;67,228;67,643;68,552;68,417
2015;6;28;14;67,88;68,18;68,218;68,157;68,768;68,511
2015;6;28;15;70,06;70,221;70,036;70,292;70,776;70,77
2015;6;28;16;74,62;73,808;74,149;75,347;74,812;74,515
2015;6;28;17;81,12;80,742;80,713;81,136;80,448;79,48
2015;6;28;18;84,5;85,389;85,943;85,857;84,965;85,143
2015;6;28;19;86,56;87,289;87,214;88,038;87,388;87,849
2015;6;28;20;88,56;88,225;87,937;89,454;88,358;89,484
2015;6;28;21;89,88;89,297;89,533;90,504;89,009;89,947
2015;6;28;22;90,69;90,259;90,708;91,225;89,936;90,27
2015;6;28;23;90,94;90,831;91,142;91,654;90,944;90,486
2015;6;29;0;91,25;91,217;91,404;91,661;91,612;90,643
2015;6;29;1;92,0;91,649;91,762;91,869;92,008;91,112
2015;6;29;2;92,69;92,057;92,236;91,872;92,288;91,521
2015;6;29;3;92,81;92,564;92,773;92,165;92,589;92,196
2015;6;29;4;92,38;92,611;92,752;92,145;92,859;92,419
2015;6;29;5;92,06;92,251;92,208;91,741;92,652;91,735
2015;6;29;6;90,0;90,959;90,559;89,4;90,844;90,228
2015;6;29;7;84,94;86,168;85,504;84,834;86,303;86,54
2015;6;29;8;80,38;80,462;79,84;80,131;80,016;81,169
2015;6;29;9;77,12;75,848;75,861;76,14;74,392;75,499
2015;6;29;10;74,62;73,738;73,46;72,612;72,416;71,926
2015;6;29;11;72,56;72,078;72,19;70,412;71,765;71,214
2015;6;29;12;71,0;70,879;70,877;69,16;71,434;70,989
2015;6;29;13;69,75;70,389;70,389;68,666;71,144;70,731
2015;6;29;14;69,25;70,264;70,268;69,227;71,36;71,071
2015;6;29;15;70,62;71,202;71,232;70,982;72,303;72,64
2015;6;29;16;75,0;74,309;74,447;74,95;74,807;74,965
2015;6;29;17;82,44;81,063;80,927;81,163;79,63;78,778
2015;6;29;18;86,44;85,923;86,559;86,059;84,567;84,671
2015;6;29;19;87,62;88,107;88,34;88,211;87,892;87,942
2015;6;29;20;88,38;88,634;88,749;89,578;89,42;90,089
2015;6;29;21;89,25;88,993;89,115;90,188;89,929;90,456
2015;6;29;22;90,0;89,686;89,858;90,63;90,179;90,277
2015;6;29;23;90,44;90,204;90,393;90,799;90,511;90,169
2015;6;30;0;90,88;90,759;90,885;91,019;90,842;90,25
2015;6;30;1;91,5;91,18;91,231;91,336;91,234;90,77
2015;6;30;2;91,94;91,605;91,799;91,549;91,664;91,231
2015;6;30;3;92,06;91,866;92,108;91,721;92,074;91,846
2015;6;30;4;91,88;91,859;91,995;91,791;92,274;91,904
2015;6;30;5;91,75;91,735;91,625;91,418;91,978;91,124
2015;6;30;6;90,12;90,677;90,586;89,726;90,485;89,635
2015;6;30;7;84,62;86,248;85,73;85,863;86,82;85,656
2015;6;30;8;79,75;80,147;79,652;81,08;81,131;80,458
2015;6;30;9;75,75;75,577;74,723;76,463;74,66;74,571
2015;6;30;10;72,25;72,63;72,206;72,778;71,722;70,971
2015;6;30;11;69,31;70,436;69,907;69,972;70,256;69,686
2015;6;30;12;67,69;68,896;68,141;68,256;69,053;68,775
2015;6;30;13;67,44;68,09;67,771;67,936;67,963;68,108
2015;6;30;14;68,19;68,62;68,625;68,568;68,151;68,108
2015;6;30;15;71,38;70,742;70,977;70,52;70,454;70,594
2015;6;30;16;76,31;74,934;75,246;75,209;74,752;74,97
2015;6;30;17;83,0;81,999;82,13;82,189;81,326;80,858
2015;6;30;18;87,69;86,599;87,407;86,63;86,187;86,187
2015;6;30;19;89,5;88,608;89,431;88,732;88,639;88,992
2015;6;30;20;90,56;90,093;90,549;90,014;89,906;90,986
2015;6;30;21;91,38;90,847;91,207;91,023;90,751;91,719
2015;6;30;22;91,69;91,402;91,862;91,396;91,447;91,874
2015;6;30;23;91,88;91,826;92,036;91,579;92,028;91,946
2015;7;1;0;92,0;92,015;92,125;91,542;92,31;92,029
2015;7;1;1;92,12;92,087;92,188;91,722;92,488;92,167
2015;7;1;2;92,44;92,311;92,411;91,927;92,669;92,669
2015;7;1;3;92,38;92,353;92,464;92,021;92,769;93,113
2015;7;1;4;92,19;92,3;92,39;92,095;92,738;92,891
2015;7;1;5;92,19;92,177;92,177;91,621;92,385;91,827
2015;7;1;6;90,5;91,169;90,939;89,294;91,009;90,067
2015;7;1;7;86,19;87,244;86,376;85,523;87,596;85,257
2015;7;1;8;81,62;81,682;81,201;80,779;82,141;80,47
2015;7;1;9;78,12;77,398;77,211;76,921;76,499;76,011
2015;7;1;10;75,62;75,05;75,034;73,765;73,431;72,795
2015;7;1;11;73,88;73,034;73,275;72,239;72,611;71,871
2015;7;1;12;72,94;72,659;72,878;71,451;72,614;71,47
2015;7;1;13;72,56;72,501;73,046;71,403;72,975;71,778
2015;7;1;14;72,81;73,282;73,445;72,159;73,821;73,625
2015;7;1;15;74,38;75,234;74,872;74,046;75,62;76,056
2015;7;1;16;78,38;78,309;78,719;78,254;78,965;78,867
2015;7;1;17;83,19;83,033;83,684;83,881;82,796;82,468
2015;7;1;18;85,56;86,705;87,164;86,765;86,264;86,282
2015;7;1;19;86,38;87,745;87,078;87,703;88,223;88,196
2015;7;1;20;86,75;87,908;87,307;88,06;88,728;89,178
2015;7;1;21;86,81;87,852;87,353;88,303;88,641;89,144
2015;7;1;22;86,56;87,793;87,183;88,333;88,525;88,739
2015;7;1;23;86,25;87,699;86,815;88,521;88,425;88,189
2015;7;2;0;86,06;86,873;86,673;89,064;88,177;87,733
2015;7;2;1;85,88;86,513;86,163;88,781;87,938;87,598
2015;7;2;2;85,38;86,02;85,814;88,538;87,676;87,511
2015;7;2;3;85,19;85,394;85,583;88,38;87,399;87,622
2015;7;2;4;85,0;84,949;85,385;88,138;86,903;87,292
2015;7;2;5;85,38;84,903;85,085;87,571;85,973;86,424
2015;7;2;6;84,31;84,353;84,633;85,695;84,174;83,374
2015;7;2;7;79,88;81,809;81,262;82,662;81,242;80,009
2015;7;2;8;76,44;76,712;76,122;77,894;77,244;76,693
2015;7;2;9;74,31;73,696;73,425;74,183;72,867;72,542
2015;7;2;10;72,31;72,459;72,379;71,923;70,697;70,359
2015;7;2;11;70,62;71,234;70,885;70,512;70,097;69,654
2015;7;2;12;69,81;70,493;69,921;69,888;70,042;69,408
2015;7;2;13;69,69;70,732;69,902;70,028;70,042;69,234
2015;7;2;14;70,31;71,369;70,996;70,888;70,925;69,935
2015;7;2;15;72,12;73,008;73,227;73,093;72,806;72,414
2015;7;2;16;76,5;76,336;76,591;77,35;75,908;75,491
2015;7;2;17;82,44;81,839;82,206;81,844;80,262;79,214
2015;7;2;18;85,31;85,838;86,399;85,81;84,136;84,116
2015;7;2;19;86,62;87,569;87,072;87,197;86,722;86,65
2015;7;2;20;87,31;87,863;87,394;87,743;87,839;88,04
2015;7;2;21;87,44;88,181;87,816;87,912;88,16;88,28
2015;7;2;22;87,56;88,195;87,761;88,061;88,285;88,147
2015;7;2;23;87,5;88,195;87,901;88,53;88,327;87,903
2015;7;3;0;87,56;88,269;88,102;88,911;88,244;88,037
2015;7;3;1;87,38;88,269;87,749;88,667;88,237;88,242
2015;7;3;2;87,44;88,087;87,51;88,717;88,253;88,404
2015;7;3;3;87,31;87,518;87,39;88,744;88,266;88,725
2015;7;3;4;87,56;87,523;87,288;88,511;88,182;88,703
2015;7;3;5;88,06;87,518;87,227;87,862;87,802;88,201
2015;7;3;6;86,81;87,075;86,964;86,491;86,756;86,891
2015;7;3;7;82,44;83,606;83,256;82,869;84,606;83,683
2015;7;3;8;78,12;78,904;78,313;78,611;80,803;79,934
2015;7;3;9;75,12;75,107;75,53;74,658;75,425;75,037
2015;7;3;10;72,69;73,003;72,793;72,434;72,091;70,892
2015;7;3;11;70,69;71,16;71,108;70,817;70,851;69,755
