-BEGIN HEADER-
Dataset: NASA_Pandeglang_Hourly.csv
Variabel: WS10M
Model: XGB-BiLSTM Stacking
Stacking Metrics: MAE=0.135 RMSE=0.175 MAPE=3.97% R2=0.993
Forecast Summary:
Prediksi kecepatan angin untuk periode 01-01-2023 hingga 08-01-2023 menunjukkan rata-rata 3.52 m/s, termasuk kategori angin sedang. Nilai tertinggi mencapai 8.99 m/s dan terendah 1.74 m/s, dengan standar deviasi 1.60 m/s. Nilai cenderung paling tinggi sekitar pukul 10:00 dan paling rendah sekitar pukul 22:00. Secara umum tren kecepatan angin menurun menuju akhir periode. 

Model terbaik adalah XGB-BiLSTM Stacking dengan MAPE 3.97% dan RMSE 0.175. Tingkat akurasi model tergolong tinggi.

-END HEADER-

YEAR;MO;DY;HR;WS10M;XGB_Base;XGB_BiLSTM_Stacked
2013;1;2;7;1,72;1,497;
2013;1;2;8;2,25;2,015;
2013;1;2;9;2,96;2,667;
2013;1;2;10;3,78;3,461;
2013;1;2;11;4,62;4,358;
2013;1;2;12;5,34;5,16;
2013;1;2;13;5,71;5,714;
2013;1;2;14;5,76;5,894;
2013;1;2;15;5,65;5,808;
2013;1;2;16;5,52;5,574;
2013;1;2;17;5,24;5,342;
2013;1;2;18;4,99;5,052;
2013;1;2;19;4,94;4,877;
2013;1;2;20;4,98;4,89;
2013;1;2;21;5,0;4,969;
2013;1;2;22;4,82;4,961;
2013;1;2;23;4,53;4,66;
2013;1;3;0;4,37;4,38;
2013;1;3;1;4,33;4,272;
2013;1;3;2;4,32;4,28;
2013;1;3;3;4,26;4,336;
2013;1;3;4;4,21;4,205;
2013;1;3;5;4,21;4,189;
2013;1;3;6;4,31;4,262;
2013;1;3;7;4,7;4,464;
2013;1;3;8;4,96;4,837;
2013;1;3;9;5,15;5,134;
2013;1;3;10;5,06;5,188;
2013;1;3;11;4,87;4,974;
2013;1;3;12;4,7;4,76;
2013;1;3;13;4,61;4,622;
2013;1;3;14;4,5;4,544;
2013;1;3;15;4,3;4,351;
2013;1;3;16;4,2;4,206;
2013;1;3;17;4,08;4,141;
2013;1;3;18;3,84;3,948;
2013;1;3;19;3,77;3,764;
2013;1;3;20;3,69;3,662;
2013;1;3;21;3,72;3,684;
2013;1;3;22;3,63;3,678;
2013;1;3;23;3,62;3,648;
2013;1;4;0;3,81;3,672;
2013;1;4;1;3,61;3,724;
2013;1;4;2;2,73;3,247;
2013;1;4;3;2,28;2,475;
2013;1;4;4;2,74;2,312;
2013;1;4;5;3,53;3,021;
2013;1;4;6;4,0;3,91;
2013;1;4;7;4,57;4,419;4,347
2013;1;4;8;5,29;5,004;4,9
2013;1;4;9;6,09;5,725;5,797
2013;1;4;10;6,75;6,479;6,616
2013;1;4;11;7,32;7,056;7,074
2013;1;4;12;7,78;7,588;7,562
2013;1;4;13;7,95;7,889;7,82
2013;1;4;14;7,82;7,95;7,752
2013;1;4;15;7,55;7,694;7,416
2013;1;4;16;7,47;7,425;7,067
2013;1;4;17;7,75;7,431;7,14
2013;1;4;18;8,17;7,83;7,641
2013;1;4;19;8,32;8,174;8,088
2013;1;4;20;8,14;8,252;8,017
2013;1;4;21;7,89;8,042;7,661
2013;1;4;22;7,7;7,727;7,536
2013;1;4;23;7,58;7,559;7,465
2013;1;5;0;7,87;7,58;7,366
2013;1;5;1;8,04;7,866;7,909
2013;1;5;2;7,74;7,914;7,689
2013;1;5;3;7,01;7,511;7,296
2013;1;5;4;6,2;6,625;6,117
2013;1;5;5;5,49;5,801;5,589
2013;1;5;6;5,04;5,195;5,01
2013;1;5;7;5,0;4,942;4,821
2013;1;5;8;4,98;4,927;4,964
2013;1;5;9;4,96;5,032;5,038
2013;1;5;10;4,92;4,973;4,909
2013;1;5;11;4,71;4,856;4,827
2013;1;5;12;4,39;4,588;4,483
2013;1;5;13;4,21;4,32;4,065
2013;1;5;14;4,3;4,224;4,089
2013;1;5;15;4,5;4,331;4,358
2013;1;5;16;4,64;4,596;4,55
2013;1;5;17;4,54;4,666;4,638
2013;1;5;18;4,54;4,609;4,356
2013;1;5;19;4,69;4,616;4,446
2013;1;5;20;4,75;4,731;4,684
2013;1;5;21;4,68;4,786;4,641
2013;1;5;22;4,34;4,559;4,511
2013;1;5;23;3,73;4,061;4,027
2013;1;6;0;3,2;3,386;3,207
2013;1;6;1;2,86;2,953;2,938
2013;1;6;2;2,32;2,597;2,641
2013;1;6;3;1,72;2,021;2,066
2013;1;6;4;1,23;1,447;1,199
2013;1;6;5;1,36;1,22;1,174
2013;1;6;6;3,46;2,269;1,49
2013;1;6;7;5,61;4,589;5,482
2013;1;6;8;6,07;6,1;6,949
2013;1;6;9;5,88;6,384;5,985
2013;1;6;10;5,66;5,917;5,324
2013;1;6;11;5,76;5,602;5,497
2013;1;6;12;6,01;5,761;5,772
2013;1;6;13;6,11;6,07;6,036
2013;1;6;14;6,13;6,158;6,153
2013;1;6;15;5,97;6,035;5,908
2013;1;6;16;5,64;5,821;5,603
2013;1;6;17;5,23;5,361;5,269
2013;1;6;18;5,01;5,014;4,837
2013;1;6;19;5,05;4,903;4,838
2013;1;6;20;5,26;5,08;5,051
2013;1;6;21;5,91;5,58;5,297
2013;1;6;22;6,58;6,214;6,323
2013;1;6;23;6,57;6,652;6,796
2013;1;7;0;5,73;6,345;6,123
2013;1;7;1;4,7;5,206;4,866
2013;1;7;2;4,14;4,275;3,678
2013;1;7;3;4,04;3,962;3,843
2013;1;7;4;3,97;3,866;3,867
2013;1;7;5;3,84;3,885;3,966
2013;1;7;6;3,62;3,764;3,882
2013;1;7;7;3,74;3,654;3,765
2013;1;7;8;3,87;3,747;3,632
2013;1;7;9;3,94;3,948;4,005
2013;1;7;10;4,2;4,09;3,98
2013;1;7;11;4,55;4,362;4,339
2013;1;7;12;4,69;4,687;4,832
2013;1;7;13;4,85;4,867;4,643
2013;1;7;14;5,03;4,985;4,872
2013;1;7;15;4,95;5,025;5,062
2013;1;7;16;4,7;4,905;4,714
2013;1;7;17;4,49;4,55;4,361
2013;1;7;18;4,44;4,348;4,412
2013;1;7;19;4,56;4,43;4,413
2013;1;7;20;4,68;4,614;4,575
2013;1;7;21;4,84;4,814;4,706
2013;1;7;22;4,98;4,946;4,881
2013;1;7;23;5,22;5,122;4,968
2013;1;8;0;5,58;5,404;5,231
2013;1;8;1;6,0;5,788;5,686
2013;1;8;2;6,33;6,201;6,041
2013;1;8;3;6,4;6,439;6,498
2013;1;8;4;6,16;6,371;6,199
2013;1;8;5;5,77;5,993;5,761
2013;1;8;6;5,45;5,532;5,415
2013;1;8;7;5,49;5,39;5,332
2013;1;8;8;5,57;5,429;5,413
2013;1;8;9;5,64;5,599;5,619
2013;1;8;10;6,09;5,827;5,663
2013;1;8;11;6,78;6,371;6,376
2013;1;8;12;7,39;7,097;7,177
2013;1;8;13;7,76;7,629;7,551
2013;1;8;14;7,89;7,866;7,731
2013;1;8;15;7,9;7,876;7,696
2013;1;8;16;7,64;7,771;7,663
2013;1;8;17;7,25;7,47;7,234
2013;1;8;18;7,13;7,102;6,799
2013;1;8;19;7,14;7,019;6,921
2013;1;8;20;7,12;7,044;7,015
2013;1;8;21;7,02;7,031;6,848
2013;1;8;22;6,66;6,802;6,782
2013;1;8;23;6,3;6,48;6,17
2013;1;9;0;6,09;6,12;5,886
2013;1;9;1;5,9;5,917;5,879
2013;1;9;2;5,63;5,767;5,487
2013;1;9;3;5,34;5,486;5,377
2013;1;9;4;5,34;5,266;4,931
2013;1;9;5;5,66;5,368;5,279
2013;1;9;6;6,17;5,84;5,863
2013;1;9;7;6,79;6,43;6,431
2013;1;9;8;7,45;7,163;6,95
2013;1;9;9;8,1;7,848;7,739
2013;1;9;10;8,74;8,451;8,235
2013;1;9;11;9,16;8,898;8,893
2013;1;9;12;9,44;9,179;9,12
2013;1;9;13;9,69;9,593;9,278
2013;1;9;14;9,8;9,541;9,497
2013;1;9;15;9,73;9,645;9,476
2013;1;9;16;9,66;9,469;9,289
2013;1;9;17;9,69;9,465;9,259
2013;1;9;18;9,74;9,465;9,389
2013;1;9;19;9,8;9,477;9,4
2013;1;9;20;9,78;10,081;9,498
2013;1;9;21;9,6;9,477;9,415
2013;1;9;22;9,24;9,477;9,159
2013;1;9;23;8,87;9,139;8,711
2013;1;10;0;8,52;8,698;8,411
2013;1;10;1;8,42;8,451;8,135
2013;1;10;2;8,71;8,392;8,085
2013;1;10;3;9,29;8,787;8,948
2013;1;10;4;9,66;9,34;9,363
2013;1;10;5;9,77;9,536;9,613
2013;1;10;6;9,79;9,451;9,557
2013;1;10;7;9,84;10,1;9,651
2013;1;10;8;10,14;10,098;9,543
2013;1;10;9;10,47;10,112;10,23
2013;1;10;10;10,49;10,115;10,397
2013;1;10;11;10,34;10,115;10,177
2013;1;10;12;10,23;10,115;9,894
2013;1;10;13;10,02;10,12;9,83
2013;1;10;14;9,75;10,142;9,528
2013;1;10;15;9,27;9,482;9,211
2013;1;10;16;9,12;9,166;8,523
2013;1;10;17;8,96;8,928;8,778
2013;1;10;18;8,41;8,728;8,658
2013;1;10;19;7,96;8,246;7,703
2013;1;10;20;7,73;7,724;7,468
2013;1;10;21;8,12;7,75;7,44
2013;1;10;22;8,83;8,283;8,253
2013;1;10;23;9,37;9,044;9,146
2013;1;11;0;9,61;9,403;9,425
2013;1;11;1;9,82;9,56;9,522
2013;1;11;2;9,91;10,072;9,7
2013;1;11;3;9,73;10,063;9,89
2013;1;11;4;9,33;9,462;9,213
2013;1;11;5;8,95;9,146;8,81
2013;1;11;6;9,02;8,913;8,555
2013;1;11;7;9,47;8,998;9,131
2013;1;11;8;9,85;9,545;9,599
2013;1;11;9;10,12;10,147;10,029
2013;1;11;10;10,05;10,117;10,036
2013;1;11;11;9,86;10,143;9,647
2013;1;11;12;9,76;10,16;9,394
2013;1;11;13;9,58;9,557;9,422
2013;1;11;14;9,48;9,542;9,149
2013;1;11;15;9,95;9,525;9,243
2013;1;11;16;10,73;10,174;10,159
2013;1;11;17;11,04;10,172;11,063
2013;1;11;18;10,8;10,131;10,809
2013;1;11;19;10,18;10,081;10,284
2013;1;11;20;9,46;10,081;9,446
2013;1;11;21;8,97;9,477;8,773
2013;1;11;22;8,91;8,903;8,686
2013;1;11;23;9,33;8,941;8,934
2013;1;12;0;9,68;9,28;9,479
2013;1;12;1;9,84;9,557;9,655
2013;1;12;2;9,77;9,764;9,598
2013;1;12;3;9,7;9,93;9,567
2013;1;12;4;9,53;9,505;9,249
2013;1;12;5;9,18;9,515;9,14
2013;1;12;6;8,92;9,199;8,776
2013;1;12;7;9,05;8,962;8,732
2013;1;12;8;9,25;9,03;8,949
2013;1;12;9;9,34;9,299;9,252
2013;1;12;10;9,43;9,278;9,132
2013;1;12;11;9,57;9,596;9,309
2013;1;12;12;9,61;9,57;9,47
2013;1;12;13;9,57;9,575;9,354
2013;1;12;14;9,44;9,55;9,297
2013;1;12;15;9,27;9,535;9,142
2013;1;12;16;9,1;9,202;8,94
2013;1;12;17;8,82;8,938;8,793
2013;1;12;18;8,64;8,699;8,334
2013;1;12;19;8,78;8,701;8,271
2013;1;12;20;8,93;8,758;8,742
2013;1;12;21;9,0;8,914;8,784
2013;1;12;22;9,08;9,025;8,856
2013;1;12;23;9,1;9,028;9,045
2013;1;13;0;8,97;9,028;8,932
2013;1;13;1;8,81;8,865;8,65
2013;1;13;2;8,67;8,735;8,423
2013;1;13;3;8,53;8,596;8,486
2013;1;13;4;8,23;8,353;8,165
2013;1;13;5;7,96;8,139;7,836
2013;1;13;6;7,9;7,852;7,643
2013;1;13;7;8,0;7,876;7,877
2013;1;13;8;8,24;8,068;7,909
2013;1;13;9;8,5;8,328;8,321
2013;1;13;10;8,72;8,628;8,515
2013;1;13;11;8,96;8,782;8,634
2013;1;13;12;9,26;9,008;8,897
2013;1;13;13;9,48;9,354;9,254
2013;1;13;14;9,56;9,574;9,371
2013;1;13;15;9,52;9,512;9,285
2013;1;13;16;9,71;9,498;9,296
2013;1;13;17;9,94;9,511;9,68
2013;1;13;18;9,81;10,179;9,83
2013;1;13;19;9,07;9,763;9,4
2013;1;13;20;8,07;8,797;8,24
2013;1;13;21;7,31;7,79;7,154
2013;1;13;22;7,06;7,059;6,753
2013;1;13;23;7,06;6,934;6,867
2013;1;14;0;7,06;7,012;6,973
2013;1;14;1;7,08;7,048;6,971
2013;1;14;2;7,03;7,048;6,827
2013;1;14;3;6,83;6,964;6,936
2013;1;14;4;6,59;6,713;6,428
2013;1;14;5;6,54;6,499;6,287
2013;1;14;6;6,78;6,584;6,554
2013;1;14;7;7,3;7,03;7,056
2013;1;14;8;7,67;7,53;7,422
2013;1;14;9;7,9;7,85;7,87
2013;1;14;10;8,12;8,032;7,819
2013;1;14;11;8,02;8,096;8,088
2013;1;14;12;7,52;7,88;7,722
2013;1;14;13;6,87;7,33;6,888
2013;1;14;14;6,16;6,509;6,267
2013;1;14;15;5,46;5,782;5,578
2013;1;14;16;4,78;5,062;4,909
2013;1;14;17;4,4;4,507;4,338
2013;1;14;18;4,67;4,375;4,214
2013;1;14;19;5,38;4,926;4,965
2013;1;14;20;6,32;5,843;5,925
2013;1;14;21;7,18;6,73;6,853
2013;1;14;22;7,74;7,506;7,56
2013;1;14;23;7,93;7,94;7,806
2013;1;15;0;8,07;8,025;7,738
2013;1;15;1;8,27;8,168;7,978
2013;1;15;2;8,45;8,284;8,167
2013;1;15;3;8,4;8,434;8,409
2013;1;15;4;8,15;8,272;7,989
2013;1;15;5;7,93;8,039;7,772
2013;1;15;6;7,86;7,821;7,635
2013;1;15;7;7,98;7,888;7,765
2013;1;15;8;8,08;7,97;7,838
2013;1;15;9;8,24;8,137;8,036
2013;1;15;10;8,19;8,179;8,125
2013;1;15;11;7,83;8,047;7,898
2013;1;15;12;7,26;7,59;7,233
2013;1;15;13;6,73;7,019;6,591
2013;1;15;14;6,36;6,462;6,218
2013;1;15;15;6,18;6,151;6,042
2013;1;15;16;6,02;6,03;6,061
2013;1;15;17;5,59;5,782;5,931
2013;1;15;18;5,06;5,283;5,239
2013;1;15;19;4,88;4,925;4,681
2013;1;15;20;4,78;4,743;4,932
2013;1;15;21;4,55;4,627;4,677
2013;1;15;22;4,22;4,443;4,315
2013;1;15;23;3,84;4,032;4,059
2013;1;16;0;3,39;3,583;3,564
2013;1;16;1;3,3;3,298;3,147
2013;1;16;2;3,89;3,518;3,328
2013;1;16;3;4,58;4,254;4,326
2013;1;16;4;4,76;4,805;5,016
2013;1;16;5;4,71;4,909;4,306
2013;1;16;6;4,71;4,786;4,709
2013;1;16;7;5,12;4,928;4,676
2013;1;16;8;5,95;5,514;5,284
2013;1;16;9;6,39;6,185;6,757
2013;1;16;10;6,22;6,522;6,162
2013;1;16;11;5,93;6,19;5,808
2013;1;16;12;5,78;5,853;5,61
2013;1;16;13;5,59;5,643;5,465
2013;1;16;14;5,21;5,378;5,308
2013;1;16;15;4,61;4,866;4,839
2013;1;16;16;4,09;4,279;4,032
2013;1;16;17;3,65;3,742;3,728
2013;1;16;18;3,48;3,403;3,503
2013;1;16;19;3,56;3,424;3,395
2013;1;16;20;3,73;3,595;3,769
2013;1;16;21;3,94;3,861;3,88
2013;1;16;22;3,86;3,961;4,078
2013;1;16;23;3,66;3,828;3,786
2013;1;17;0;3,54;3,599;3,504
2013;1;17;1;3,32;3,403;3,534
2013;1;17;2;2,98;3,149;3,124
2013;1;17;3;2,61;2,785;2,877
2013;1;17;4;2,43;2,479;2,372
2013;1;17;5;2,47;2,4;2,398
2013;1;17;6;2,77;2,545;2,675
2013;1;17;7;3,66;3,255;3,168
2013;1;17;8;4,48;4,225;4,315
2013;1;17;9;5,21;5,013;5,094
2013;1;17;10;5,89;5,664;5,547
2013;1;17;11;6,48;6,275;6,192
2013;1;17;12;6,62;6,612;6,663
2013;1;17;13;6,32;6,606;6,337
2013;1;17;14;5,75;6,092;5,721
2013;1;17;15;5,08;5,359;5,122
2013;1;17;16;4,19;4,545;4,426
2013;1;17;17;3,31;3,711;3,474
2013;1;17;18;2,72;2,863;2,726
2013;1;17;19;2,39;2,42;2,448
2013;1;17;20;2,06;2,202;2,227
2013;1;17;21;1,7;1,886;1,927
2013;1;17;22;1,4;1,553;1,529
2013;1;17;23;1,2;1,324;1,294
2013;1;18;0;0,96;1,091;1,18
2013;1;18;1;0,89;0,985;0,927
2013;1;18;2;1,16;1,1;0,923
2013;1;18;3;1,72;1,535;1,552
2013;1;18;4;2,28;2,1;2,235
2013;1;18;5;2,81;2,701;2,765
2013;1;18;6;3,33;3,231;3,278
2013;1;18;7;4,03;3,813;3,807
2013;1;18;8;4,83;4,518;4,574
2013;1;18;9;5,43;5,216;5,349
2013;1;18;10;5,87;5,802;5,74
2013;1;18;11;6,11;6,069;6,037
2013;1;18;12;6,14;6,205;6,087
2013;1;18;13;5,72;6,063;5,872
2013;1;18;14;5,13;5,481;5,135
2013;1;18;15;4,62;4,803;4,505
2013;1;18;16;4,36;4,372;4,157
2013;1;18;17;4,13;4,095;4,094
2013;1;18;18;4,08;4,059;3,933
2013;1;18;19;4,29;4,113;3,981
2013;1;18;20;4,42;4,308;4,426
2013;1;18;21;4,34;4,436;4,381
2013;1;18;22;4,03;4,196;4,176
2013;1;18;23;3,79;3,904;3,782
2013;1;19;0;3,84;3,738;3,63
2013;1;19;1;4,32;4,017;3,933
2013;1;19;2;5,05;4,642;4,599
2013;1;19;3;5,69;5,422;5,632
2013;1;19;4;6,28;6,02;5,94
2013;1;19;5;6,83;6,606;6,568
2013;1;19;6;6,86;6,941;7,13
2013;1;19;7;6,65;6,871;6,671
2013;1;19;8;6,55;6,553;6,279
2013;1;19;9;6,97;6,628;6,455
2013;1;19;10;7,3;7,048;7,208
2013;1;19;11;7,47;7,446;7,332
2013;1;19;12;7,57;7,574;7,358
2013;1;19;13;7,55;7,572;7,361
2013;1;19;14;7,38;7,468;7,115
2013;1;19;15;7,02;7,153;6,963
2013;1;19;16;6,6;6,757;6,443
2013;1;19;17;6,04;6,256;6,041
2013;1;19;18;5,62;5,75;5,465
2013;1;19;19;5,43;5,405;5,22
2013;1;19;20;5,4;5,305;5,253
2013;1;19;21;5,43;5,379;5,257
2013;1;19;22;5,49;5,463;5,347
2013;1;19;23;5,61;5,555;5,434
2013;1;20;0;5,79;5,74;5,606
2013;1;20;1;6,01;5,914;5,875
2013;1;20;2;6,13;6,147;5,978
2013;1;20;3;6,22;6,245;6,187
2013;1;20;4;6,35;6,308;6,026
2013;1;20;5;6,43;6,404;6,347
2013;1;20;6;6,49;6,489;6,384
2013;1;20;7;6,71;6,632;6,447
2013;1;20;8;6,94;6,824;6,691
2013;1;20;9;7,15;7,058;7,017
2013;1;20;10;7,14;7,146;7,129
2013;1;20;11;6,94;7,055;6,89
2013;1;20;12;6,65;6,783;6,609
2013;1;20;13;6,32;6,47;6,222
2013;1;20;14;6,03;6,141;5,893
2013;1;20;15;5,79;5,834;5,654
2013;1;20;16;5,55;5,575;5,526
2013;1;20;17;5,28;5,371;5,259
2013;1;20;18;5,07;5,126;5,04
2013;1;20;19;5,05;4,979;4,901
2013;1;20;20;5,06;5,04;5,02
2013;1;20;21;5,06;5,078;4,991
2013;1;20;22;5,03;5,098;4,99
2013;1;20;23;5,01;5,0;4,96
2013;1;21;0;5,08;5,076;4,957
2013;1;21;1;5,16;5,118;5,124
2013;1;21;2;5,16;5,206;5,086
2013;1;21;3;4,93;5,045;5,157
2013;1;21;4;4,79;4,861;4,616
2013;1;21;5;4,74;4,723;4,676
2013;1;21;6;4,74;4,725;4,778
2013;1;21;7;5,08;4,926;4,791
2013;1;21;8;5,36;5,224;5,215
2013;1;21;9;5,77;5,665;5,561
2013;1;21;10;6,16;5,998;5,929
2013;1;21;11;6,45;6,34;6,257
2013;1;21;12;6,65;6,647;6,425
2013;1;21;13;6,71;6,75;6,552
2013;1;21;14;6,72;6,763;6,5
2013;1;21;15;6,59;6,653;6,483
2013;1;21;16;6,14;6,382;6,295
2013;1;21;17;5,47;5,827;5,619
2013;1;21;18;5,11;5,227;4,884
2013;1;21;19;5,03;4,969;4,885
2013;1;21;20;5,12;4,924;5,0
2013;1;21;21;5,19;5,134;5,085
2013;1;21;22;5,17;5,221;5,213
2013;1;21;23;5,15;5,165;5,056
2013;1;22;0;5,09;5,102;5,087
2013;1;22;1;5,05;5,07;5,049
2013;1;22;2;5,03;5,004;4,876
2013;1;22;3;5,01;4,997;5,048
2013;1;22;4;5,06;5,028;4,853
2013;1;22;5;5,15;5,114;5,078
2013;1;22;6;5,24;5,258;5,216
2013;1;22;7;5,55;5,414;5,323
2013;1;22;8;5,84;5,699;5,663
2013;1;22;9;6,16;6,092;5,967
2013;1;22;10;6,43;6,33;6,264
2013;1;22;11;6,67;6,627;6,462
2013;1;22;12;6,88;6,838;6,659
2013;1;22;13;7,02;7,025;6,777
2013;1;22;14;7,06;7,071;6,851
2013;1;22;15;7,15;7,075;6,81
2013;1;22;16;7,14;7,114;6,943
2013;1;22;17;7,11;7,138;6,873
2013;1;22;18;7,21;7,097;6,824
2013;1;22;19;7,25;7,206;7,107
2013;1;22;20;7,07;7,182;6,991
2013;1;22;21;6,86;6,964;6,628
2013;1;22;22;6,68;6,712;6,542
2013;1;22;23;6,55;6,543;6,42
2013;1;23;0;6,36;6,39;6,3
2013;1;23;1;6,15;6,24;6,163
2013;1;23;2;5,99;6,041;5,761
2013;1;23;3;5,88;5,898;5,883
2013;1;23;4;5,71;5,778;5,614
2013;1;23;5;5,46;5,582;5,448
2013;1;23;6;5,2;5,315;5,238
2013;1;23;7;5,25;5,164;5,042
2013;1;23;8;5,12;5,111;5,124
2013;1;23;9;5,01;5,109;5,014
2013;1;23;10;4,99;4,991;4,908
2013;1;23;11;5,07;5,008;4,949
2013;1;23;12;5,37;5,213;5,098
2013;1;23;13;5,77;5,64;5,464
2013;1;23;14;6,15;5,995;5,918
2013;1;23;15;6,46;6,316;6,211
2013;1;23;16;6,71;6,644;6,467
2013;1;23;17;6,87;6,834;6,629
2013;1;23;18;6,99;6,952;6,762
2013;1;23;19;7,04;6,984;6,773
2013;1;23;20;6,89;7,008;6,794
2013;1;23;21;6,81;6,84;6,436
2013;1;23;22;6,95;6,833;6,599
2013;1;23;23;7,09;6,989;6,899
2013;1;24;0;7,08;7,097;6,908
2013;1;24;1;6,95;7,023;6,886
2013;1;24;2;6,7;6,82;6,576
2013;1;24;3;6,47;6,577;6,408
2013;1;24;4;6,17;6,292;6,027
2013;1;24;5;5,89;6,007;5,789
2013;1;24;6;5,8;5,807;5,638
2013;1;24;7;5,9;5,8;5,803
2013;1;24;8;5,85;5,878;5,769
2013;1;24;9;5,7;5,797;5,762
2013;1;24;10;5,62;5,629;5,542
2013;1;24;11;5,6;5,587;5,536
2013;1;24;12;5,56;5,567;5,582
2013;1;24;13;5,47;5,525;5,449
2013;1;24;14;5,31;5,376;5,311
2013;1;24;15;5,08;5,19;5,087
2013;1;24;16;4,8;4,89;4,811
2013;1;24;17;4,46;4,598;4,579
2013;1;24;18;4,18;4,285;4,235
2013;1;24;19;4,17;4,12;4,018
2013;1;24;20;4,18;4,134;4,203
2013;1;24;21;4,17;4,182;4,14
2013;1;24;22;4,17;4,182;4,137
2013;1;24;23;4,26;4,246;4,186
2013;1;25;0;4,4;4,338;4,278
2013;1;25;1;4,49;4,475;4,478
2013;1;25;2;4,55;4,582;4,378
2013;1;25;3;4,6;4,605;4,536
2013;1;25;4;4,53;4,643;4,504
2013;1;25;5;4,45;4,519;4,332
2013;1;25;6;4,45;4,423;4,391
2013;1;25;7;4,66;4,54;4,551
2013;1;25;8;4,78;4,74;4,603
2013;1;25;9;5,01;4,954;4,863
2013;1;25;10;5,27;5,16;5,133
2013;1;25;11;5,49;5,433;5,353
2013;1;25;12;5,64;5,648;5,519
2013;1;25;13;5,7;5,713;5,6
2013;1;25;14;5,63;5,738;5,554
2013;1;25;15;5,55;5,607;5,407
2013;1;25;16;5,56;5,524;5,387
2013;1;25;17;5,62;5,563;5,484
2013;1;25;18;5,52;5,523;5,574
2013;1;25;19;5,6;5,574;5,308
2013;1;25;20;5,56;5,528;5,574
2013;1;25;21;5,46;5,549;5,367
2013;1;25;22;5,34;5,363;5,209
2013;1;25;23;5,16;5,227;5,178
2013;1;26;0;4,91;4,974;4,921
2013;1;26;1;4,51;4,668;4,659
2013;1;26;2;4,0;4,215;4,057
2013;1;26;3;3,63;3,702;3,641
2013;1;26;4;3,7;3,526;3,306
2013;1;26;5;4,16;3,843;3,839
2013;1;26;6;4,65;4,391;4,608
2013;1;26;7;5,29;5,035;5,021
2013;1;26;8;5,53;5,475;5,44
2013;1;26;9;5,62;5,689;5,575
2013;1;26;10;5,42;5,614;5,494
2013;1;26;11;5,05;5,285;5,111
2013;1;26;12;4,82;4,904;4,694
2013;1;26;13;4,72;4,707;4,621
2013;1;26;14;4,71;4,691;4,619
2013;1;26;15;4,63;4,623;4,589
2013;1;26;16;4,64;4,616;4,468
2013;1;26;17;4,64;4,617;4,566
2013;1;26;18;4,63;4,651;4,589
2013;1;26;19;4,87;4,76;4,509
2013;1;26;20;5,04;4,95;4,994
2013;1;26;21;5,13;5,142;4,981
2013;1;26;22;5,07;5,158;5,014
2013;1;26;23;4,97;5,028;4,931
2013;1;27;0;4,97;4,965;4,798
2013;1;27;1;5,01;4,977;4,958
2013;1;27;2;4,94;4,961;4,885
2013;1;27;3;4,89;4,916;4,856
2013;1;27;4;4,82;4,847;4,77
2013;1;27;5;4,76;4,797;4,733
2013;1;27;6;4,8;4,753;4,727
2013;1;27;7;5,09;4,922;4,914
2013;1;27;8;5,25;5,22;5,109
2013;1;27;9;5,5;5,414;5,28
2013;1;27;10;5,69;5,62;5,588
2013;1;27;11;5,77;5,818;5,693
2013;1;27;12;5,78;5,854;5,672
2013;1;27;13;5,66;5,771;5,661
2013;1;27;14;5,43;5,593;5,428
2013;1;27;15;5,11;5,283;5,115
2013;1;27;16;4,98;4,964;4,777
2013;1;27;17;4,92;4,848;4,869
2013;1;27;18;4,77;4,799;4,852
2013;1;27;19;4,84;4,777;4,564
2013;1;27;20;5,0;4,866;4,894
2013;1;27;21;5,26;5,091;5,047
2013;1;27;22;5,48;5,375;5,325
2013;1;27;23;5,7;5,623;5,531
2013;1;28;0;5,93;5,827;5,721
2013;1;28;1;5,89;5,974;5,999
2013;1;28;2;5,48;5,774;5,565
2013;1;28;3;5,06;5,251;5,076
2013;1;28;4;5,08;5,005;4,634
2013;1;28;5;5,4;5,118;5,043
2013;1;28;6;5,83;5,601;5,649
2013;1;28;7;6,18;6,04;6,096
2013;1;28;8;6,3;6,284;6,169
2013;1;28;9;6,55;6,499;6,218
2013;1;28;10;6,84;6,723;6,589
2013;1;28;11;6,95;6,934;6,861
2013;1;28;12;6,96;7,015;6,779
2013;1;28;13;6,94;6,953;6,742
2013;1;28;14;6,97;6,932;6,728
2013;1;28;15;7,03;6,961;6,795
2013;1;28;16;6,97;6,985;6,914
2013;1;28;17;6,71;6,827;6,749
2013;1;28;18;6,51;6,589;6,357
2013;1;28;19;6,58;6,454;6,249
2013;1;28;20;6,78;6,581;6,593
2013;1;28;21;6,98;6,886;6,752
2013;1;28;22;6,6;6,872;6,97
2013;1;28;23;5,67;6,227;6,054
2013;1;29;0;5,02;5,298;4,811
2013;1;29;1;4,85;4,772;4,735
2013;1;29;2;4,83;4,701;4,722
2013;1;29;3;4,69;4,731;4,831
2013;1;29;4;4,43;4,576;4,502
2013;1;29;5;4,09;4,257;4,21
2013;1;29;6;3,77;3,897;3,884
2013;1;29;7;3,78;3,716;3,721
2013;1;29;8;3,81;3,757;3,693
2013;1;29;9;3,95;3,876;3,93
2013;1;29;10;4,28;4,107;4,138
2013;1;29;11;4,65;4,497;4,543
