-BEGIN HEADER-
Dataset: NASA_Pandeglang_Hourly.csv
Variabel: WS10M
Model: XGB-BiLSTM Stacking
Stacking Metrics: MAE=0.135 RMSE=0.175 MAPE=3.97% R2=0.993
Forecast Summary:
Prediksi kecepatan angin untuk periode 01-01-2023 hingga 08-01-2023 menunjukkan rata-rata 3.52 m/s, termasuk kategori angin sedang. Nilai tertinggi mencapai 8.99 m/s dan terendah 1.74 m/s, dengan standar deviasi 1.60 m/s. Nilai cenderung paling tinggi sekitar pukul 10:00 dan paling rendah sekitar pukul 22:00. Secara umum tren kecepatan angin menurun menuju akhir periode. 

Model terbaik adalah XGB-BiLSTM Stacking dengan MAPE 3.97% dan RMSE 0.175. Tingkat akurasi model tergolong tinggi.

-END HEADER-

YEAR;MO;DY;HR;WS10M;XGB_Base;XGB_BiLSTM_Stacked
2017;1;10;15;6,48;6,658;6,524
2017;1;10;16;5,94;6,158;5,994
2017;1;10;17;5,38;5,611;5,404
2017;1;10;18;5,27;5,18;4,982
2017;1;10;19;5,33;5,146;5,254
2017;1;10;20;5,39;5,312;5,389
2017;1;10;21;5,41;5,426;5,369
2017;1;10;22;5,38;5,427;5,401
2017;1;10;23;5,12;5,319;5,31
2017;1;11;0;4,59;4,871;4,819
2017;1;11;1;3,92;4,224;4,152
2017;1;11;2;3,43;3,559;3,366
2017;1;11;3;3,39;3,294;3,229
2017;1;11;4;3,74;3,468;3,399
2017;1;11;5;3,86;3,843;4,026
2017;1;11;6;3,88;4,022;3,943
2017;1;11;7;4,31;4,156;3,941
2017;1;11;8;4,69;4,507;4,533
2017;1;11;9;5,08;4,985;4,917
2017;1;11;10;5,47;5,308;5,308
2017;1;11;11;5,6;5,631;5,577
2017;1;11;12;5,56;5,734;5,461
2017;1;11;13;5,46;5,588;5,317
2017;1;11;14;5,51;5,46;5,235
2017;1;11;15;5,77;5,578;5,385
2017;1;11;16;6,11;5,901;5,811
2017;1;11;17;6,04;6,126;6,161
2017;1;11;18;5,82;6,025;5,727
2017;1;11;19;5,9;5,818;5,483
2017;1;11;20;6,09;5,881;5,92
2017;1;11;21;6,38;6,217;6,082
2017;1;11;22;6,73;6,506;6,422
2017;1;11;23;7,12;6,912;6,882
2017;1;12;0;7,48;7,303;7,129
2017;1;12;1;7,66;7,571;7,534
2017;1;12;2;7,73;7,723;7,462
2017;1;12;3;7,67;7,679;7,631
2017;1;12;4;7,16;7,437;7,285
2017;1;12;5;6,13;6,699;6,57
2017;1;12;6;5,15;5,657;5,136
2017;1;12;7;4,85;4,883;4,571
2017;1;12;8;4,71;4,639;4,659
2017;1;12;9;4,57;4,571;4,705
2017;1;12;10;4,74;4,625;4,424
2017;1;12;11;5,12;4,931;4,87
2017;1;12;12;5,52;5,357;5,296
2017;1;12;13;5,76;5,711;5,597
2017;1;12;14;5,86;5,922;5,747
2017;1;12;15;5,8;5,888;5,7
2017;1;12;16;5,53;5,715;5,512
2017;1;12;17;5,0;5,276;5,136
2017;1;12;18;4,53;4,716;4,48
2017;1;12;19;4,39;4,379;4,174
2017;1;12;20;4,21;4,218;4,326
2017;1;12;21;4,0;4,123;3,982
2017;1;12;22;4,03;3,971;3,816
2017;1;12;23;4,21;4,054;4,092
2017;1;13;0;4,38;4,325;4,28
2017;1;13;1;4,37;4,47;4,402
2017;1;13;2;4,3;4,405;4,176
2017;1;13;3;4,39;4,343;4,186
2017;1;13;4;4,54;4,458;4,329
2017;1;13;5;4,73;4,622;4,521
2017;1;13;6;4,95;4,842;4,79
2017;1;13;7;5,24;5,134;5,113
2017;1;13;8;5,3;5,324;5,293
2017;1;13;9;5,1;5,294;5,23
2017;1;13;10;4,92;5,044;4,858
2017;1;13;11;4,89;4,843;4,734
2017;1;13;12;5,04;4,901;4,868
2017;1;13;13;5,21;5,134;5,083
2017;1;13;14;5,3;5,281;5,192
2017;1;13;15;5,38;5,389;5,204
2017;1;13;16;5,28;5,354;5,289
2017;1;13;17;4,89;5,094;5,025
2017;1;13;18;4,65;4,747;4,504
2017;1;13;19;4,67;4,573;4,485
2017;1;13;20;4,7;4,65;4,727
2017;1;13;21;4,78;4,755;4,637
2017;1;13;22;4,83;4,785;4,818
2017;1;13;23;4,89;4,887;4,85
2017;1;14;0;4,99;4,946;4,866
2017;1;14;1;5,1;5,058;5,021
2017;1;14;2;5,08;5,15;4,972
2017;1;14;3;5,06;5,05;5,015
2017;1;14;4;5,06;5,064;4,833
2017;1;14;5;5,01;5,063;4,948
2017;1;14;6;4,99;4,986;4,907
2017;1;14;7;5,09;5,007;4,944
2017;1;14;8;5,12;5,126;5,038
2017;1;14;9;5,21;5,178;5,084
2017;1;14;10;5,34;5,271;5,168
2017;1;14;11;5,53;5,453;5,326
2017;1;14;12;5,84;5,714;5,559
2017;1;14;13;6,14;5,979;5,898
2017;1;14;14;6,29;6,262;6,142
2017;1;14;15;6,26;6,325;6,134
2017;1;14;16;6,21;6,249;5,996
2017;1;14;17;5,95;6,059;5,969
2017;1;14;18;5,58;5,793;5,535
2017;1;14;19;5,42;5,447;5,11
2017;1;14;20;5,4;5,311;5,241
2017;1;14;21;5,45;5,37;5,243
2017;1;14;22;5,58;5,518;5,379
2017;1;14;23;5,76;5,689;5,607
2017;1;15;0;6,0;5,883;5,754
2017;1;15;1;6,15;6,107;6,054
2017;1;15;2;6,16;6,17;5,978
2017;1;15;3;6,17;6,232;6,108
2017;1;15;4;6,02;6,123;6,003
2017;1;15;5;5,69;5,909;5,793
2017;1;15;6;5,43;5,547;5,331
2017;1;15;7;5,5;5,369;5,267
2017;1;15;8;5,51;5,424;5,358
2017;1;15;9;5,6;5,582;5,487
2017;1;15;10;5,77;5,715;5,62
2017;1;15;11;5,93;5,886;5,815
2017;1;15;12;6,08;6,063;5,918
2017;1;15;13;6,19;6,163;6,013
2017;1;15;14;6,32;6,255;6,056
2017;1;15;15;6,28;6,326;6,207
2017;1;15;16;6,09;6,203;6,034
2017;1;15;17;5,69;5,859;5,778
2017;1;15;18;5,39;5,498;5,314
2017;1;15;19;5,59;5,317;5,155
2017;1;15;20;5,95;5,63;5,789
2017;1;15;21;6,29;6,114;6,093
2017;1;15;22;6,46;6,437;6,392
2017;1;15;23;6,57;6,565;6,418
2017;1;16;0;6,51;6,567;6,444
2017;1;16;1;6,4;6,483;6,307
2017;1;16;2;6,46;6,36;6,057
2017;1;16;3;6,48;6,419;6,511
2017;1;16;4;6,15;6,363;6,212
2017;1;16;5;5,7;5,983;5,642
2017;1;16;6;5,42;5,488;5,311
2017;1;16;7;5,65;5,407;5,302
2017;1;16;8;5,89;5,668;5,643
2017;1;16;9;6,18;6,075;6,079
2017;1;16;10;6,44;6,306;6,272
2017;1;16;11;6,62;6,569;6,455
2017;1;16;12;6,69;6,687;6,579
2017;1;16;13;6,63;6,725;6,53
2017;1;16;14;6,49;6,559;6,395
2017;1;16;15;6,29;6,374;6,248
2017;1;16;16;6,11;6,147;5,968
2017;1;16;17;5,72;5,868;5,857
2017;1;16;18;5,33;5,494;5,322
2017;1;16;19;5,17;5,179;4,989
2017;1;16;20;5,04;5,003;5,092
2017;1;16;21;4,93;4,974;4,868
2017;1;16;22;4,91;4,915;4,829
2017;1;16;23;4,95;4,945;4,914
2017;1;17;0;4,97;5,006;4,923
2017;1;17;1;5,05;5,057;4,929
2017;1;17;2;5,11;5,111;4,992
2017;1;17;3;5,19;5,176;5,143
2017;1;17;4;5,02;5,145;5,028
2017;1;17;5;4,75;4,921;4,782
2017;1;17;6;4,67;4,698;4,539
2017;1;17;7;4,87;4,718;4,686
2017;1;17;8;5,15;5,009;4,954
2017;1;17;9;5,64;5,392;5,313
2017;1;17;10;6,19;5,924;5,94
2017;1;17;11;6,64;6,441;6,452
2017;1;17;12;6,86;6,812;6,774
2017;1;17;13;6,59;6,853;6,715
2017;1;17;14;5,99;6,371;6,024
2017;1;17;15;5,36;5,682;5,321
2017;1;17;16;4,84;4,979;4,886
2017;1;17;17;4,25;4,49;4,463
2017;1;17;18;3,92;3,941;3,829
2017;1;17;19;3,88;3,774;3,736
2017;1;17;20;4,16;3,937;3,952
2017;1;17;21;4,55;4,326;4,354
2017;1;17;22;4,93;4,759;4,839
2017;1;17;23;5,26;5,128;5,114
2017;1;18;0;5,51;5,427;5,393
2017;1;18;1;5,56;5,599;5,601
2017;1;18;2;5,21;5,521;5,34
2017;1;18;3;4,61;4,97;4,821
2017;1;18;4;4,37;4,412;3,994
2017;1;18;5;4,59;4,314;4,256
2017;1;18;6;5,11;4,796;4,921
2017;1;18;7;5,96;5,519;5,578
2017;1;18;8;6,66;6,422;6,359
2017;1;18;9;7,35;7,095;7,025
2017;1;18;10;7,77;7,626;7,633
2017;1;18;11;7,94;7,89;7,774
2017;1;18;12;7,99;7,957;7,684
2017;1;18;13;7,86;7,953;7,673
2017;1;18;14;7,59;7,77;7,419
2017;1;18;15;7,2;7,348;7,07
2017;1;18;16;6,9;6,959;6,68
2017;1;18;17;6,42;6,563;6,541
2017;1;18;18;5,89;6,119;5,963
2017;1;18;19;5,7;5,688;5,441
2017;1;18;20;5,58;5,516;5,61
2017;1;18;21;5,53;5,489;5,443
2017;1;18;22;5,38;5,417;5,44
2017;1;18;23;5,17;5,262;5,294
2017;1;19;0;4,95;5,024;4,943
2017;1;19;1;4,75;4,833;4,823
2017;1;19;2;4,54;4,6;4,5
2017;1;19;3;4,28;4,389;4,427
2017;1;19;4;4,14;4,193;3,959
2017;1;19;5;4,05;4,06;4,11
2017;1;19;6;4,03;4,015;4,056
2017;1;19;7;4,26;4,192;4,118
2017;1;19;8;4,48;4,372;4,352
2017;1;19;9;4,82;4,706;4,712
2017;1;19;10;5,08;4,963;4,977
2017;1;19;11;5,24;5,253;5,128
2017;1;19;12;5,33;5,362;5,177
2017;1;19;13;5,36;5,397;5,184
2017;1;19;14;5,3;5,382;5,205
2017;1;19;15;5,14;5,238;5,04
2017;1;19;16;5,05;5,085;4,863
2017;1;19;17;4,93;4,962;4,909
2017;1;19;18;4,86;4,878;4,761
2017;1;19;19;4,92;4,876;4,709
2017;1;19;20;4,9;4,918;4,907
2017;1;19;21;4,77;4,91;4,736
2017;1;19;22;4,4;4,632;4,571
2017;1;19;23;4,1;4,204;4,051
2017;1;20;0;4,01;3,927;3,902
2017;1;20;1;3,99;3,925;4,056
2017;1;20;2;4,1;4,013;3,88
2017;1;20;3;4,23;4,165;4,286
2017;1;20;4;4,47;4,355;4,22
2017;1;20;5;4,77;4,623;4,575
2017;1;20;6;5,06;4,922;4,99
2017;1;20;7;5,5;5,326;5,28
2017;1;20;8;5,65;5,674;5,671
2017;1;20;9;5,67;5,777;5,669
2017;1;20;10;5,55;5,686;5,542
2017;1;20;11;5,61;5,54;5,384
2017;1;20;12;5,87;5,641;5,62
2017;1;20;13;5,97;5,908;5,967
2017;1;20;14;5,81;5,995;5,838
2017;1;20;15;5,55;5,709;5,446
2017;1;20;16;5,1;5,335;5,202
2017;1;20;17;4,32;4,705;4,599
2017;1;20;18;3,56;3,839;3,682
2017;1;20;19;3,13;3,182;3,055
2017;1;20;20;3,0;2,931;2,918
2017;1;20;21;3,2;2,988;2,936
2017;1;20;22;3,48;3,315;3,447
2017;1;20;23;3,66;3,637;3,633
2017;1;21;0;3,77;3,811;3,719
2017;1;21;1;3,92;3,922;3,853
2017;1;21;2;4,02;4,036;3,892
2017;1;21;3;4,0;4,05;4,104
2017;1;21;4;3,83;3,935;3,84
2017;1;21;5;3,64;3,789;3,668
2017;1;21;6;3,52;3,553;3,571
2017;1;21;7;3,78;3,561;3,592
2017;1;21;8;4,09;3,919;3,901
2017;1;21;9;4,52;4,345;4,369
2017;1;21;10;4,97;4,796;4,782
2017;1;21;11;5,32;5,214;5,198
2017;1;21;12;5,6;5,524;5,445
2017;1;21;13;5,75;5,743;5,59
2017;1;21;14;5,82;5,861;5,644
2017;1;21;15;5,78;5,809;5,667
2017;1;21;16;5,67;5,697;5,556
2017;1;21;17;5,39;5,481;5,433
2017;1;21;18;5,18;5,26;5,113
2017;1;21;19;5,03;5,029;4,96
2017;1;21;20;4,84;4,859;4,911
2017;1;21;21;4,69;4,73;4,609
2017;1;21;22;4,67;4,624;4,596
2017;1;21;23;4,89;4,752;4,692
2017;1;22;0;5,17;4,985;5,029
2017;1;22;1;5,33;5,264;5,355
2017;1;22;2;5,31;5,359;5,238
2017;1;22;3;5,22;5,342;5,233
2017;1;22;4;5,12;5,182;4,984
2017;1;22;5;5,04;5,075;4,974
2017;1;22;6;4,98;4,98;5,004
2017;1;22;7;5,24;5,082;4,997
2017;1;22;8;5,5;5,388;5,318
2017;1;22;9;5,72;5,68;5,647
2017;1;22;10;5,89;5,844;5,786
2017;1;22;11;6,04;6,014;5,848
2017;1;22;12;6,21;6,125;5,99
2017;1;22;13;6,33;6,28;6,12
2017;1;22;14;6,37;6,376;6,146
2017;1;22;15;6,35;6,361;6,16
2017;1;22;16;6,26;6,293;6,066
2017;1;22;17;5,93;6,086;6,002
2017;1;22;18;5,61;5,745;5,529
2017;1;22;19;5,49;5,447;5,281
2017;1;22;20;5,38;5,357;5,343
2017;1;22;21;5,27;5,298;5,15
2017;1;22;22;5,15;5,193;5,116
2017;1;22;23;5,13;5,108;5,019
2017;1;23;0;5,19;5,146;5,054
2017;1;23;1;5,36;5,274;5,237
2017;1;23;2;5,61;5,484;5,323
2017;1;23;3;5,79;5,74;5,727
2017;1;23;4;5,77;5,87;5,652
2017;1;23;5;5,54;5,76;5,55
2017;1;23;6;5,0;5,313;5,306
2017;1;23;7;4,49;4,724;4,583
2017;1;23;8;4,02;4,173;3,985
2017;1;23;9;3,98;3,911;3,845
2017;1;23;10;4,25;4,01;4,111
2017;1;23;11;4,48;4,353;4,478
2017;1;23;12;4,59;4,602;4,594
2017;1;23;13;4,73;4,744;4,567
2017;1;23;14;4,85;4,819;4,743
2017;1;23;15;4,84;4,92;4,824
2017;1;23;16;4,75;4,867;4,685
2017;1;23;17;4,65;4,718;4,574
2017;1;23;18;4,71;4,665;4,517
2017;1;23;19;5,15;4,895;4,702
2017;1;23;20;5,75;5,454;5,445
2017;1;23;21;6,38;6,016;6,037
2017;1;23;22;6,73;6,585;6,656
2017;1;23;23;6,84;6,888;6,753
2017;1;24;0;6,87;6,905;6,648
2017;1;24;1;6,81;6,811;6,768
2017;1;24;2;6,7;6,732;6,506
2017;1;24;3;6,52;6,586;6,532
2017;1;24;4;6,4;6,42;6,146
2017;1;24;5;6,35;6,319;6,112
2017;1;24;6;6,34;6,319;6,228
2017;1;24;7;6,61;6,451;6,255
2017;1;24;8;6,75;6,651;6,545
2017;1;24;9;6,92;6,877;6,768
2017;1;24;10;7,21;7,05;6,87
2017;1;24;11;7,53;7,341;7,311
2017;1;24;12;7,83;7,664;7,582
2017;1;24;13;8,08;8,002;7,838
2017;1;24;14;8,2;8,116;8,049
2017;1;24;15;8,17;8,168;8,048
2017;1;24;16;8,08;8,111;7,86
2017;1;24;17;7,97;7,99;7,812
2017;1;24;18;7,85;7,878;7,704
2017;1;24;19;7,73;7,743;7,531
2017;1;24;20;7,54;7,598;7,475
2017;1;24;21;7,41;7,405;7,243
2017;1;24;22;7,09;7,218;7,171
2017;1;24;23;6,73;6,843;6,673
2017;1;25;0;6,43;6,572;6,376
2017;1;25;1;6,21;6,25;6,254
2017;1;25;2;6,18;6,144;5,919
2017;1;25;3;6,27;6,166;6,172
2017;1;25;4;6,69;6,427;6,185
2017;1;25;5;7,39;7,001;6,847
2017;1;25;6;8,08;7,729;7,839
2017;1;25;7;8,5;8,321;8,36
2017;1;25;8;8,66;8,562;8,432
2017;1;25;9;8,68;8,686;8,537
2017;1;25;10;8,52;8,593;8,388
2017;1;25;11;8,4;8,467;8,123
2017;1;25;12;8,19;8,309;8,134
2017;1;25;13;7,84;8,055;7,735
2017;1;25;14;7,08;7,497;7,325
2017;1;25;15;6,19;6,67;6,282
2017;1;25;16;5,92;5,889;5,404
2017;1;25;17;5,84;5,721;5,897
2017;1;25;18;5,69;5,686;5,833
2017;1;25;19;5,58;5,605;5,343
2017;1;25;20;5,62;5,591;5,541
2017;1;25;21;5,74;5,642;5,602
2017;1;25;22;5,82;5,817;5,697
2017;1;25;23;5,92;5,914;5,829
2017;1;26;0;5,96;5,992;5,903
2017;1;26;1;5,98;6,05;5,91
2017;1;26;2;5,99;6,02;5,879
2017;1;26;3;5,96;6,006;5,998
2017;1;26;4;6,0;6,007;5,738
2017;1;26;5;6,04;6,004;5,969
2017;1;26;6;6,12;6,072;6,069
2017;1;26;7;6,47;6,297;6,151
2017;1;26;8;6,85;6,655;6,522
2017;1;26;9;7,16;7,031;7,006
2017;1;26;10;7,27;7,238;7,127
2017;1;26;11;7,14;7,271;7,085
2017;1;26;12;6,88;7,021;6,835
2017;1;26;13;6,65;6,771;6,421
2017;1;26;14;6,5;6,51;6,338
2017;1;26;15;6,32;6,346;6,243
2017;1;26;16;6,02;6,13;6,033
2017;1;26;17;5,51;5,693;5,69
2017;1;26;18;5,03;5,188;5,11
2017;1;26;19;4,54;4,692;4,592
2017;1;26;20;4,17;4,272;4,224
2017;1;26;21;4,01;3,977;3,909
2017;1;26;22;4,13;4,015;4,012
2017;1;26;23;4,46;4,266;4,3
2017;1;27;0;4,76;4,631;4,721
2017;1;27;1;5,03;4,956;4,932
2017;1;27;2;5,06;5,117;5,041
2017;1;27;3;4,96;5,12;5,035
2017;1;27;4;4,86;4,973;4,713
2017;1;27;5;4,77;4,798;4,763
2017;1;27;6;4,6;4,648;4,733
2017;1;27;7;4,76;4,695;4,568
2017;1;27;8;4,88;4,813;4,747
2017;1;27;9;4,99;4,991;4,996
2017;1;27;10;5,27;5,179;5,01
2017;1;27;11;5,62;5,47;5,398
2017;1;27;12;5,97;5,801;5,753
2017;1;27;13;6,26;6,132;5,982
2017;1;27;14;6,45;6,407;6,255
2017;1;27;15;6,52;6,537;6,303
2017;1;27;16;6,28;6,444;6,29
2017;1;27;17;5,69;6,04;5,783
2017;1;27;18;5,11;5,341;5,097
2017;1;27;19;4,73;4,8;4,666
2017;1;27;20;4,42;4,483;4,465
2017;1;27;21;4,26;4,228;4,164
2017;1;27;22;4,25;4,191;4,189
2017;1;27;23;4,31;4,256;4,291
2017;1;28;0;4,35;4,356;4,351
2017;1;28;1;4,44;4,413;4,373
2017;1;28;2;4,53;4,493;4,388
2017;1;28;3;4,58;4,589;4,625
2017;1;28;4;4,61;4,618;4,458
2017;1;28;5;4,68;4,692;4,564
2017;1;28;6;4,85;4,771;4,761
2017;1;28;7;5,22;5,045;5,026
2017;1;28;8;5,44;5,301;5,273
2017;1;28;9;5,8;5,686;5,589
2017;1;28;10;6,29;6,033;6,005
2017;1;28;11;6,68;6,477;6,52
2017;1;28;12;6,95;6,882;6,703
2017;1;28;13;7,35;7,171;6,832
2017;1;28;14;7,93;7,605;7,343
2017;1;28;15;8,35;8,087;7,979
2017;1;28;16;8,23;8,268;8,19
2017;1;28;17;7,73;8,085;7,696
2017;1;28;18;7,28;7,496;7,114
2017;1;28;19;6,97;7,052;6,751
2017;1;28;20;6,67;6,751;6,547
2017;1;28;21;6,52;6,503;6,254
2017;1;28;22;6,68;6,479;6,319
2017;1;28;23;6,98;6,74;6,7
2017;1;29;0;7,25;7,13;7,029
2017;1;29;1;7,46;7,331;7,29
2017;1;29;2;7,54;7,483;7,349
2017;1;29;3;7,62;7,583;7,57
2017;1;29;4;7,63;7,621;7,47
2017;1;29;5;7,73;7,6;7,489
2017;1;29;6;8,25;7,856;7,754
2017;1;29;7;8,91;8,491;8,577
2017;1;29;8;9,4;9,076;9,033
2017;1;29;9;9,85;9,376;9,501
2017;1;29;10;10,1;10,204;9,941
2017;1;29;11;10,14;10,127;9,974
2017;1;29;12;10,04;10,108;9,835
2017;1;29;13;9,79;10,114;9,668
2017;1;29;14;9,41;9,683;9,3
2017;1;29;15;8,83;9,148;8,804
2017;1;29;16;7,94;8,52;8,108
2017;1;29;17;6,91;7,44;7,005
2017;1;29;18;6,56;6,669;6,071
2017;1;29;19;6,93;6,505;6,504
2017;1;29;20;6,95;6,834;7,268
2017;1;29;21;6,57;6,865;6,583
2017;1;29;22;6,47;6,52;6,183
2017;1;29;23;6,72;6,484;6,493
2017;1;30;0;6,97;6,784;6,817
2017;1;30;1;7,04;7,041;7,05
2017;1;30;2;7,0;7,054;6,876
2017;1;30;3;6,96;6,987;6,883
2017;1;30;4;7,03;6,962;6,719
2017;1;30;5;7,12;7,042;6,97
2017;1;30;6;7,42;7,266;7,175
2017;1;30;7;7,81;7,604;7,649
2017;1;30;8;7,99;7,885;7,711
2017;1;30;9;8,04;8,027;7,914
2017;1;30;10;7,91;7,976;7,864
2017;1;30;11;7,78;7,836;7,56
2017;1;30;12;7,71;7,702;7,527
2017;1;30;13;7,63;7,658;7,484
2017;1;30;14;7,56;7,568;7,356
2017;1;30;15;7,51;7,478;7,309
2017;1;30;16;7,35;7,432;7,27
2017;1;30;17;6,96;7,139;6,991
2017;1;30;18;6,64;6,765;6,581
2017;1;30;19;6,59;6,529;6,421
2017;1;30;20;6,55;6,483;6,585
2017;1;30;21;6,42;6,461;6,422
2017;1;30;22;6,22;6,322;6,285
2017;1;30;23;6,31;6,226;6,05
2017;1;31;0;6,41;6,32;6,335
2017;1;31;1;6,25;6,378;6,46
2017;1;31;2;5,83;6,105;5,873
2017;1;31;3;5,46;5,616;5,508
2017;1;31;4;5,33;5,287;5,117
2017;1;31;5;5,37;5,242;5,238
2017;1;31;6;5,32;5,325;5,468
2017;1;31;7;5,36;5,386;5,347
2017;1;31;8;5,52;5,474;5,156
2017;1;31;9;6,06;5,763;5,69
2017;1;31;10;6,63;6,3;6,442
2017;1;31;11;6,93;6,823;6,843
2017;1;31;12;6,96;7,005;6,893
2017;1;31;13;6,85;6,96;6,719
2017;1;31;14;6,72;6,759;6,534
2017;1;31;15;6,61;6,609;6,452
2017;1;31;16;6,63;6,535;6,432
2017;1;31;17;6,58;6,531;6,503
2017;1;31;18;6,54;6,523;6,45
2017;1;31;19;6,68;6,562;6,404
2017;1;31;20;6,96;6,778;6,72
2017;1;31;21;7,36;7,165;7,015
2017;1;31;22;7,84;7,569;7,512
2017;1;31;23;8,21;7,967;7,99
2017;2;1;0;8,06;8,159;8,179
2017;2;1;1;7,69;7,97;7,621
2017;2;1;2;7,34;7,555;7,124
2017;2;1;3;7,04;7,151;7,066
2017;2;1;4;6,61;6,775;6,598
2017;2;1;5;6,23;6,382;6,183
2017;2;1;6;6,11;6,084;5,959
2017;2;1;7;6,25;6,088;6,06
2017;2;1;8;6,39;6,265;6,265
2017;2;1;9;6,53;6,486;6,431
2017;2;1;10;6,86;6,715;6,537
2017;2;1;11;7,26;7,084;6,995
2017;2;1;12;7,6;7,499;7,38
2017;2;1;13;7,88;7,75;7,641
2017;2;1;14;8,08;8,003;7,862
2017;2;1;15;8,19;8,128;7,943
2017;2;1;16;8,03;8,11;7,965
2017;2;1;17;7,64;7,864;7,618
2017;2;1;18;7,32;7,505;7,102
2017;2;1;19;7,47;7,288;6,903
2017;2;1;20;7,76;7,498;7,503
2017;2;1;21;8,05;7,854;7,747
2017;2;1;22;8,34;8,139;8,062
2017;2;1;23;8,57;8,391;8,323
2017;2;2;0;8,75;8,585;8,434
2017;2;2;1;8,73;8,714;8,592
2017;2;2;2;8,42;8,561;8,313
2017;2;2;3;7,8;8,2;8,011
2017;2;2;4;7,15;7,452;6,988
2017;2;2;5;6,54;6,771;6,537
2017;2;2;6;6,28;6,323;6,116
2017;2;2;7;6,58;6,27;6,27
2017;2;2;8;7,02;6,693;6,651
2017;2;2;9;7,2;7,108;7,334
2017;2;2;10;7,12;7,231;7,12
2017;2;2;11;6,94;7,057;6,849
2017;2;2;12;6,59;6,78;6,668
2017;2;2;13;6,34;6,433;6,149
2017;2;2;14;6,27;6,23;6,08
2017;2;2;15;6,31;6,195;6,182
2017;2;2;16;6,43;6,353;6,235
2017;2;2;17;6,43;6,422;6,409
2017;2;2;18;6,47;6,449;6,391
2017;2;2;19;6,73;6,601;6,396
2017;2;2;20;6,69;6,743;6,883
2017;2;2;21;6,57;6,725;6,365
2017;2;2;22;6,36;6,479;6,316
2017;2;2;23;6,14;6,234;6,068
2017;2;3;0;6,08;6,069;5,808
2017;2;3;1;6,19;6,081;5,955
2017;2;3;2;6,5;6,279;6,043
2017;2;3;3;6,79;6,644;6,586
2017;2;3;4;6,69;6,849;6,645
2017;2;3;5;6,54;6,695;6,391
2017;2;3;6;6,51;6,459;6,301
2017;2;3;7;6,78;6,582;6,554
2017;2;3;8;6,93;6,853;6,757
2017;2;3;9;7,04;7,038;6,946
2017;2;3;10;7,35;7,2;7,009
2017;2;3;11;7,71;7,507;7,458
2017;2;3;12;7,83;7,819;7,787
2017;2;3;13;7,82;7,849;7,652
2017;2;3;14;7,66;7,718;7,494
2017;2;3;15;7,26;7,424;7,239
2017;2;3;16;6,77;6,971;6,701
2017;2;3;17;6,19;6,433;6,312
2017;2;3;18;5,98;6,006;5,787
2017;2;3;19;6,23;5,998;5,873
2017;2;3;20;6,57;6,339;6,484
2017;2;3;21;6,77;6,699;6,567
2017;2;3;22;6,88;6,875;6,748
2017;2;3;23;6,93;6,964;6,788
2017;2;4;0;7,08;6,985;6,777
2017;2;4;1;7,25;7,129;7,083
2017;2;4;2;7,49;7,378;7,138
2017;2;4;3;7,63;7,556;7,591
2017;2;4;4;7,36;7,546;7,383
2017;2;4;5;6,96;7,196;6,888
2017;2;4;6;6,81;6,817;6,502
2017;2;4;7;7,15;6,9;6,791
2017;2;4;8;7,5;7,272;7,251
2017;2;4;9;7,72;7,619;7,625
2017;2;4;10;7,66;7,746;7,675
2017;2;4;11;7,43;7,618;7,355
2017;2;4;12;7,2;7,298;7,039
2017;2;4;13;6,87;7,027;6,873
2017;2;4;14;6,5;6,669;6,458
2017;2;4;15;6,26;6,312;6,092
2017;2;4;16;6,2;6,123;6,017
2017;2;4;17;6,48;6,235;6,085
2017;2;4;18;6,8;6,601;6,637
2017;2;4;19;7,06;6,972;6,92
2017;2;4;20;7,45;7,25;7,102
2017;2;4;21;7,97;7,697;7,528
2017;2;4;22;8,22;8,095;8,13
2017;2;4;23;8,31;8,276;8,124
2017;2;5;0;8,24;8,278;8,115
2017;2;5;1;7,87;8,119;8,008
2017;2;5;2;7,19;7,56;7,234
2017;2;5;3;6,53;6,88;6,623
2017;2;5;4;6,1;6,199;5,818
2017;2;5;5;5,83;5,852;5,728
2017;2;5;6;5,61;5,608;5,644
2017;2;5;7;5,55;5,527;5,561
2017;2;5;8;5,41;5,444;5,308
2017;2;5;9;5,38;5,365;5,362
2017;2;5;10;5,43;5,398;5,341
2017;2;5;11;5,55;5,49;5,409
2017;2;5;12;5,8;5,706;5,526
2017;2;5;13;5,97;5,926;5,877
2017;2;5;14;5,94;6,059;5,901
2017;2;5;15;5,84;5,954;5,76
2017;2;5;16;5,72;5,756;5,653
2017;2;5;17;5,49;5,583;5,563
2017;2;5;18;5,27;5,359;5,277
2017;2;5;19;5,18;5,161;5,061
2017;2;5;20;5,11;5,082;5,141
2017;2;5;21;5,0;5,064;4,997
2017;2;5;22;4,87;4,926;4,888
2017;2;5;23;4,76;4,782;4,739
2017;2;6;0;4,77;4,796;4,641
2017;2;6;1;4,9;4,859;4,776
2017;2;6;2;5,02;4,998;4,886
2017;2;6;3;5,1;5,097;5,077
2017;2;6;4;5,25;5,242;5,011
2017;2;6;5;5,54;5,457;5,289
2017;2;6;6;5,99;5,791;5,717
2017;2;6;7;6,56;6,298;6,299
2017;2;6;8;6,96;6,809;6,761
2017;2;6;9;7,43;7,244;7,058
2017;2;6;10;7,95;7,706;7,538
2017;2;6;11;8,51;8,202;8,123
2017;2;6;12;9,1;8,74;8,633
