-BEGIN HEADER-
Dataset: NASA_Baron_Hourly.csv
Variabel: WS10M, WD10M, RH2M, T2M, PS
Mode: Best Stacking (XGB + Best DL) per variabel
WS10M | Model: XGB-LSTM [WS10M] | MAE=0.19 RMSE=0.253 sMAPE=7.13% R2=0.962
WD10M | Model: XGB-LSTM [WD10M] | MAE=N/A RMSE=N/A CircularMAE=2.605° R2=N/A
RH2M | Model: XGB-LSTM [RH2M] | MAE=1.076 RMSE=1.446 MAE=1.08 R2=0.964
T2M | Model: XGB-LSTM [T2M] | MAE=0.226 RMSE=0.296 sMAPE=0.87% R2=0.973
PS | Model: XGB-LSTM [PS] | MAE=0.023 RMSE=0.029 MAE=0.023 R2=0.969

Forecast Summary:
Ringkasan prediksi cuaca untuk periode 01-01-2023 hingga 08-01-2023:

▸ Kecepatan angin (WS10M): rata-rata **1.24 m/s**, kategori **tenang (calm)**, tren menurun menuju akhir periode. Tertinggi **4.68 m/s**, terendah **0.68 m/s**. Puncak pukul **12:00**, terendah pukul **01:00**. Model: **XGB-LSTM [WS10M]** | sMAPE **7.13%** | RMSE **0.253** (akurasi **tinggi**).

▸ Arah angin (WD10M): rata-rata **266.30 derajat**, kategori **dari barat daya**, tren menurun menuju akhir periode. Tertinggi **292.11 derajat**, terendah **257.88 derajat**. Puncak pukul **08:00**, terendah pukul **01:00**. Model: **XGB-LSTM [WD10M]** | CircularMAE **2.605°** | Acc±15° **98.3%** (akurasi **tinggi**).

▸ Kelembaban udara (RH2M): rata-rata **57.16 %**, kategori **nyaman**, tren menurun menuju akhir periode. Tertinggi **86.74 %**, terendah **54.38 %**. Puncak pukul **07:00**, terendah pukul **06:00**. Model: **XGB-LSTM [RH2M]** | MAE **1.08%** | RMSE **1.446** (akurasi **tinggi**).

▸ Suhu udara (T2M): rata-rata **22.26 °C**, kategori **sejuk**, tren menurun menuju akhir periode. Tertinggi **26.67 °C**, terendah **21.35 °C**. Puncak pukul **09:00**, terendah pukul **23:00**. Model: **XGB-LSTM [T2M]** | sMAPE **0.87%** | RMSE **0.296** (akurasi **tinggi**).

▸ Tekanan atmosfer (PS): rata-rata **98.69 kPa**, kategori **rendah**, tren relatif stabil sepanjang periode. Tertinggi **99.32 kPa**, terendah **98.65 kPa**. Puncak pukul **07:00**, terendah pukul **23:00**. Model: **XGB-LSTM [PS]** | MAE **0.02%** | RMSE **0.029** (akurasi **tinggi**).


Rata-rata error keseluruhan: **2.28%** — tingkat akurasi prediksi tergolong **tinggi** (CircularMAE untuk arah angin, MAE/sMAPE untuk variabel lain).

Klasifikasi lokasi: **Very Stable** — kondisi atmosfer sangat konsisten — ideal untuk prediksi energi jangka panjang pada PLTB. Hasil ini dapat digunakan sebagai referensi dalam perencanaan dan optimasi sistem PLTB.

-END HEADER-

YEAR;MO;DY;HR;WS10M;WD10M;RH2M;T2M;PS;XGB_Base_WS10M;XGB_LSTM_WS10M;XGB_Base_WD10M;XGB_LSTM_WD10M;XGB_Base_RH2M;XGB_LSTM_RH2M;XGB_Base_T2M;XGB_LSTM_T2M;XGB_Base_PS;XGB_LSTM_PS
2020;6;11;8;3,58;123,24;78,94;26,99;99,28;3,733;3,817;123,046;120,599;78,647;79,21;27,029;26,558;99,292;99,266
2020;6;11;9;3,25;131,78;76,38;27,72;99,25;3,524;3,887;131,62;127,261;75,553;74,707;27,747;27,647;99,264;99,237
2020;6;11;10;3,23;141,28;74,69;28,29;99,21;3,238;3,086;140,873;139,709;74,503;71,899;28,335;28,498;99,209;99,177
2020;6;11;11;3,45;148,04;73,75;28,58;99,14;3,284;3,364;147,483;148,165;73,709;71,678;28,655;28,802;99,133;99,099
2020;6;11;12;3,73;152,84;73,56;28,61;99,08;3,621;3,585;152,807;151,469;73,25;72,332;28,721;28,72;99,068;99,03
2020;6;11;13;4,01;155,98;73,88;28,44;99,02;3,941;3,853;155,889;154,371;73,871;73,69;28,504;28,495;99,01;98,984
2020;6;11;14;4,21;156,01;74,94;28,08;98,97;4,163;4,133;155,878;156,394;75,226;75,567;28,068;28,096;98,979;98,971
2020;6;11;15;4,22;154,34;77,81;27,43;98,96;4,22;4,193;154,637;153,81;78,001;77,726;27,618;27,445;98,968;98,99
2020;6;11;16;3,91;152,77;82,0;26,63;98,98;3,963;4,158;152,873;150,846;82,07;81,968;26,889;26,582;98,993;99,024
2020;6;11;17;3,27;149,58;87,88;25,35;99,02;3,355;3,784;149,592;149,221;87,219;86,771;25,765;25,622;99,036;99,074
2020;6;11;18;3,24;144,93;89,62;24,74;99,07;3,122;3,134;145,079;144,851;89,884;88,69;24,975;24,928;99,09;99,13
2020;6;11;19;3,3;139,99;90,44;24,41;99,14;3,13;3,032;140,434;139,144;90,562;90,331;24,605;24,636;99,143;99,183
2020;6;11;20;3,3;136,15;91,12;24,14;99,18;3,255;3,416;135,912;134,281;90,957;91,229;24,296;24,347;99,184;99,219
2020;6;11;21;3,27;133,35;91,62;23,91;99,2;3,266;3,393;133,149;131,757;91,465;91,438;24,096;24,07;99,206;99,229
2020;6;11;22;3,23;130,89;92,12;23,68;99,21;3,219;3,358;130,489;130,436;91,91;91,572;23,788;23,872;99,2;99,216
2020;6;11;23;3,18;129,12;92,5;23,51;99,19;3,175;3,304;129,042;129,005;92,238;91,692;23,654;23,684;99,187;99,173
2020;6;12;0;3,12;130,03;92,69;23,35;99,16;3,13;3,209;129,979;128,44;92,546;91,74;23,508;23,465;99,145;99,112
2020;6;12;1;3,11;132,55;92,81;23,21;99,11;3,089;3,209;132,51;130,58;92,851;92,424;23,362;23,285;99,101;99,091
2020;6;12;2;3,13;134,19;92,81;23,12;99,07;3,103;3,114;134,098;134,163;92,851;92,649;23,214;23,033;99,08;99,085
2020;6;12;3;3,14;133,49;92,81;23,05;99,06;3,14;3,148;133,736;134,055;92,866;92,786;23,176;22,831;99,067;99,087
2020;6;12;4;3,1;131,12;92,81;22,98;99,07;3,13;3,284;131,382;130,923;92,841;92,586;22,994;22,805;99,079;99,092
2020;6;12;5;3,01;128,27;92,69;22,88;99,11;3,068;3,252;128,447;127,915;92,746;91,757;22,956;23,051;99,121;99,123
2020;6;12;6;2,87;126,25;90,81;24,08;99,18;3,12;3,27;126,215;125,629;90,637;90,298;24,156;24,142;99,179;99,16
2020;6;12;7;3,4;125,37;86,38;25,38;99,24;3,269;3,128;125,308;124,994;86,381;85,848;25,443;25,333;99,231;99,199
2020;6;12;8;3,36;124,95;82,31;26,33;99,26;3,44;3,665;124,93;125,549;81,951;81,439;26,489;26,299;99,26;99,219
2020;6;12;9;3,07;126,4;78,5;27,18;99,24;3,311;3,539;126,483;125,866;78,487;78,572;27,347;27,215;99,247;99,218
2020;6;12;10;2,94;131,34;75,81;27,82;99,18;3,044;3,201;131,359;128,878;76,224;75,92;27,862;27,911;99,182;99,178
2020;6;12;11;2,98;137,87;74,06;28,23;99,08;2,949;3,126;137,72;136,674;74,265;74,097;28,213;28,193;99,102;99,106
2020;6;12;12;3,1;144,23;73,06;28,42;98,97;3,05;3,168;143,871;143,243;73,635;73,231;28,437;28,202;98,999;99,023
2020;6;12;13;3,24;149,11;72,75;28,4;98,89;3,228;3,258;148,967;148,115;73,367;73,49;28,355;28,116;98,915;98,939
2020;6;12;14;3,38;151,13;73,38;28,17;98,84;3,395;3,373;150,925;150,98;74,166;74,6;28,139;27,852;98,865;98,871
2020;6;12;15;3,47;151,53;75,44;27,73;98,84;3,49;3,418;151,452;150,437;76,324;76,306;27,683;27,296;98,855;98,858
2020;6;12;16;3,31;151,38;79,94;26,94;98,88;3,357;3,449;151,347;149,43;80,498;80,259;26,976;26,492;98,885;98,884
2020;6;12;17;2,97;150,74;86,94;25,68;98,95;3,04;3,261;150,54;148,708;86,249;85,041;25,754;25,562;98,951;98,943
2020;6;12;18;2,97;148,44;88,81;25,08;99,02;2,934;2,868;148,441;147,543;89,171;87,799;25,033;24,831;99,019;99,021
2020;6;12;19;3,01;143,87;89,75;24,76;99,1;2,937;3,028;144,29;144,105;89,933;90,042;24,746;24,578;99,089;99,098
2020;6;12;20;3,04;139,69;90,62;24,4;99,15;2,968;2,995;140,394;138,18;90,506;91,241;24,464;24,336;99,147;99,16
2020;6;12;21;3,05;137,28;91,31;24,08;99,17;3,018;3,1;137,278;134,801;91,0;91,473;24,218;24,122;99,168;99,185
2020;6;12;22;3,03;135,31;92,25;23,85;99,17;3,003;3,068;135,309;134,472;91,894;91,606;23,915;23,963;99,164;99,178
2020;6;12;23;3,05;133,03;92,94;23,67;99,17;2,995;3,08;133,034;133,474;92,57;91,762;23,697;23,785;99,15;99,137
2020;6;13;0;3,06;131,9;93,44;23,55;99,14;3,066;3,063;131,799;131,746;93,17;91,918;23,545;23,574;99,128;99,074
2020;6;13;1;3,13;131,16;93,62;23,45;99,1;3,047;3,153;131,381;130,656;93,523;92,771;23,392;23,409;99,095;99,056
2020;6;13;2;3,25;130,12;93,75;23,36;99,06;3,185;3,158;130,0;130,216;93,758;93,167;23,305;23,194;99,065;99,058
2020;6;13;3;3,43;127,6;93,88;23,3;99,06;3,346;3,267;127,775;128,288;93,843;93,447;23,233;23,032;99,059;99,072
2020;6;13;4;3,57;123,93;94,12;23,23;99,09;3,509;3,538;124,174;124,582;94,036;93,349;23,103;23,062;99,09;99,084
2020;6;13;5;3,66;119,79;94,5;23,1;99,13;3,62;3,719;120,04;120,582;94,102;92,631;23,091;23,285;99,142;99,123
2020;6;13;6;3,68;116,08;90,94;24,43;99,2;3,881;3,838;116,698;116,812;91,554;91,38;24,143;24,17;99,194;99,173
2020;6;13;7;4,51;114,12;85,81;25,87;99,25;4,316;3,863;113,956;114,154;86,014;87,037;25,482;25,332;99,25;99,218
2020;6;13;8;4,54;114,84;82,12;26,8;99,27;4,666;4,707;114,681;114,27;81,489;81,407;26,747;26,385;99,273;99,238
2020;6;13;9;4,28;118,49;78,81;27,55;99,24;4,487;4,702;117,934;117,559;78,337;77,196;27,565;27,48;99,251;99,225
2020;6;13;10;4,22;123,6;76,56;28,14;99,19;4,216;4,115;123,472;123,399;76,391;74,825;28,179;28,308;99,186;99,174
2020;6;13;11;4,34;126,35;75,44;28,46;99,13;4,178;4,292;126,321;129,191;75,157;73,998;28,421;28,586;99,116;99,093
2020;6;13;12;4,46;127,03;75,06;28,58;99,08;4,384;4,396;127,105;129,104;74,658;73,986;28,674;28,516;99,055;99,015
2020;6;13;13;4,59;127,18;75,19;28,51;99,04;4,522;4,507;127,13;128,184;74,804;75,005;28,511;28,338;99,013;98,966
2020;6;13;14;4,66;127,58;75,56;28,33;99,0;4,624;4,599;127,802;127,934;76,163;76,755;28,217;28,001;99,0;98,963
2020;6;13;15;4,59;129,13;78,06;27,83;99,01;4,636;4,597;128,985;128,102;78,535;78,734;27,762;27,41;99,003;99,001
2020;6;13;16;4,32;131,26;81,94;27,12;99,04;4,268;4,461;131,313;129,767;81,979;82,6;27,047;26,628;99,037;99,051
2020;6;13;17;3,79;132,91;87,88;25,85;99,09;3,835;4,084;132,921;131,403;87,327;87,061;25,973;25,72;99,099;99,112
2020;6;13;18;3,86;133,28;89,25;25,26;99,14;3,737;3,645;133,09;132,031;89,718;89,026;25,259;25,033;99,15;99,178
2020;6;13;19;3,87;132,46;89,69;25,0;99,22;3,74;3,649;132,553;131,157;90,296;90,698;24,965;24,798;99,209;99,235
2020;6;13;20;3,7;132,69;90,25;24,73;99,27;3,732;3,951;132,553;129,787;90,35;91,522;24,789;24,56;99,259;99,266
2020;6;13;21;3,52;133,65;90,69;24,47;99,29;3,61;3,686;133,725;130,965;90,749;91,542;24,535;24,352;99,288;99,281
2020;6;13;22;3,4;133,14;91,12;24,28;99,3;3,419;3,48;133,106;132,904;91,042;91,514;24,341;24,229;99,284;99,275
2020;6;13;23;3,33;131,77;91,75;24,11;99,29;3,318;3,407;131,753;131,659;91,457;91,512;24,14;24,103;99,273;99,24
2020;6;14;0;3,26;131,6;92,31;23,98;99,27;3,267;3,354;131,466;130,591;92,004;91,46;23,926;23,94;99,252;99,186
2020;6;14;1;3,23;131,67;93,0;23,83;99,22;3,229;3,354;131,729;130,64;92,594;92,102;23,832;23,832;99,214;99,175
2020;6;14;2;3,19;130,33;93,44;23,69;99,19;3,205;3,283;130,303;130,882;93,174;92,419;23,624;23,649;99,183;99,18
2020;6;14;3;3,15;127,44;93,81;23,62;99,18;3,141;3,248;127,775;127,879;93,593;92,819;23,556;23,467;99,179;99,192
2020;6;14;4;3,08;124,66;93,75;23,58;99,21;3,127;3,316;124,726;123,926;93,774;93,004;23,458;23,457;99,2;99,204
2020;6;14;5;3,01;123,9;93,62;23,62;99,25;3,027;3,253;123,885;121,786;93,715;92,519;23,512;23,622;99,255;99,232
2020;6;14;6;2,9;122,58;92,44;24,81;99,3;3,13;3,253;122,517;123,046;91,753;91,147;24,594;24,417;99,308;99,282
2020;6;14;7;3,39;119,22;88,69;26,12;99,36;3,321;3,163;119,278;121,687;88,696;86,816;25,78;25,616;99,354;99,328
2020;6;14;8;3,54;116,45;85,0;26,98;99,38;3,503;3,741;116,698;117,443;84,692;82,867;26,929;26,669;99,381;99,342
2020;6;14;9;3,66;116,35;81,56;27,75;99,35;3,636;3,562;116,355;116,111;81,424;80,711;27,703;27,67;99,362;99,331
2020;6;14;10;3,9;119,29;79,19;28,26;99,28;3,853;3,897;118,743;118,658;78,415;78,623;28,34;28,37;99,288;99,286
2020;6;14;11;4,09;121,81;77,94;28,61;99,21;4,061;4,086;122,056;123,685;77,233;77,181;28,619;28,616;99,206;99,208
2020;6;14;12;4,27;124,65;77,38;28,78;99,14;4,24;4,279;124,812;125,165;76,82;76,659;28,764;28,579;99,129;99,12
2020;6;14;13;4,45;129,3;78,25;28,65;99,08;4,413;4,312;129,388;127,713;77,372;77,249;28,669;28,451;99,076;99,059
2020;6;14;14;4,51;134,44;81,12;28,2;99,06;4,556;4,48;134,211;133,076;79,065;78,727;28,203;28,182;99,047;99,04
2020;6;14;15;4,62;139,04;84,12;27,69;99,05;4,574;4,45;138,819;137,336;82,927;81,407;27,574;27,601;99,049;99,053
2020;6;14;16;4,53;140,95;87,94;27,01;99,08;4,415;4,417;140,782;140,384;86,725;86,638;26,881;26,714;99,088;99,098
2020;6;14;17;4,31;142,13;91,19;26,26;99,11;4,198;4,417;141,661;139,642;90,362;90,918;26,028;25,731;99,131;99,155
2020;6;14;18;4,58;142,21;91,81;26,01;99,17;4,291;4,035;141,622;140,062;91,928;92,077;25,584;25,11;99,185;99,213
2020;6;14;19;4,96;140,88;91,88;25,93;99,26;4,676;4,528;140,75;139,363;92,267;92,715;25,564;25,063;99,24;99,259
2020;6;14;20;5,1;144,48;92,12;25,83;99,31;5,016;4,745;144,516;137,125;92,198;92,78;25,566;25,104;99,299;99,294
2020;6;14;21;4,84;149,67;92,44;25,73;99,32;5,025;5,028;149,406;144,727;92,329;92,559;25,518;25,146;99,323;99,319
2020;6;14;22;4,76;152,0;92,56;25,62;99,31;4,711;4,667;151,968;151,134;92,547;92,445;25,42;25,202;99,311;99,319
2020;6;14;23;4,59;151,86;92,88;25,53;99,29;4,453;4,451;151,967;151,476;92,814;92,41;25,265;25,192;99,273;99,279
2020;6;15;0;4,59;152,08;93,12;25,49;99,24;4,513;4,556;151,946;150,692;93,018;92,313;25,201;25,092;99,239;99,21
2020;6;15;1;4,79;155,11;93,38;25,48;99,19;4,615;4,384;154,602;150,272;93,224;92,897;25,149;25,054;99,188;99,182
2020;6;15;2;4,81;158,35;93,75;25,45;99,14;4,771;4,723;157,939;155,036;93,539;93,053;25,143;24,937;99,155;99,168
2020;6;15;3;4,33;157,97;94,75;25,32;99,14;4,591;4,776;157,954;158,16;94,091;93,246;25,126;24,867;99,141;99,158
2020;6;15;4;4,03;150,6;95,62;25,17;99,14;4,092;4,421;150,616;154,593;94,887;93,343;25,116;24,964;99,15;99,161
2020;6;15;5;3,9;137,6;96,0;25,24;99,18;3,884;3,985;138,419;143,092;95,516;93,265;25,135;25,175;99,19;99,192
2020;6;15;6;4,1;118,18;95,19;25,71;99,24;4,159;4,227;118,908;128,675;93,518;92,873;25,623;25,602;99,239;99,232
2020;6;15;7;5,12;99,75;92,94;26,46;99,3;4,809;4,277;101,023;106,41;93,061;90,606;26,233;26,448;99,294;99,268
2020;6;15;8;5,38;85,0;90,31;26,92;99,33;5,402;5,572;85,56;87,953;90,361;87,163;27,029;26,962;99,326;99,285
2020;6;15;9;5,59;78,31;85,81;27,67;99,31;5,466;5,683;79,008;76,224;86,676;85,112;27,525;27,426;99,308;99,277
2020;6;15;10;5,23;79,93;80,69;28,39;99,26;5,376;5,437;79,652;76,532;82,024;83,788;28,171;27,79;99,252;99,236
2020;6;15;11;4,73;86,59;78,06;28,93;99,21;4,898;5,514;85,653;87,194;78,34;81,094;28,738;28,112;99,183;99,166
2020;6;15;12;4,61;98,19;77,44;29,17;99,14;4,479;4,315;97,669;97,127;76,842;77,75;29,079;28,484;99,125;99,093
2020;6;15;13;4,71;110,0;78,31;29,05;99,08;4,469;4,673;108,93;111,455;77,234;76,523;29,051;28,776;99,075;99,047
2020;6;15;14;4,88;120,79;80,5;28,73;99,05;4,782;4,8;120,084;121,276;78,855;78,004;28,728;28,761;99,044;99,037
2020;6;15;15;4,86;129,45;85,06;27,99;99,05;4,906;4,846;129,512;129,69;83,121;81,091;28,097;28,326;99,049;99,051
2020;6;15;16;4,8;133,48;88,69;27,23;99,08;4,718;5,058;133,734;134,976;87,366;86,415;27,225;27,592;99,088;99,087
2020;6;15;17;4,7;132,57;91,19;26,51;99,13;4,518;4,545;132,545;133,909;90,767;91,354;26,372;26,67;99,142;99,145
2020;6;15;18;5,0;129,16;91,25;26,23;99,18;4,762;4,734;129,037;129,065;91,786;92,848;26,038;25,947;99,197;99,206
2020;6;15;19;5,15;126,49;91,19;26,05;99,24;5,044;4,942;126,61;124,612;91,861;93,172;25,863;25,696;99,247;99,263
2020;6;15;20;5,24;123,93;91,19;25,89;99,28;5,216;5,115;124,117;122,954;91,597;92,857;25,843;25,689;99,284;99,299
2020;6;15;21;5,28;121,01;91,12;25,76;99,27;5,235;4,981;121,184;120,698;91,506;92,402;25,747;25,627;99,291;99,307
2020;6;15;22;5,25;118,36;91,38;25,6;99,23;5,175;5,04;118,545;117,776;91,396;92,111;25,588;25,572;99,247;99,288
2020;6;15;23;5,28;116,45;91,56;25,48;99,19;5,114;5,203;116,544;115,924;91,664;91,89;25,436;25,458;99,187;99,231
2020;6;16;0;4,91;116,08;91,75;25,38;99,16;5,047;4,934;115,938;115,285;91,754;91,685;25,328;25,269;99,145;99,142
2020;6;16;1;4,56;116,78;91,94;25,3;99,13;4,698;5,089;116,634;115,287;91,93;92,191;25,244;25,157;99,109;99,097
2020;6;16;2;4,44;117,02;92,0;25,21;99,1;4,421;4,182;116,775;116,807;92,121;92,254;25,167;24,965;99,095;99,089
2020;6;16;3;4,37;116,52;92,06;25,14;99,1;4,317;4,295;116,111;115,838;92,163;92,348;25,137;24,81;99,097;99,098
2020;6;16;4;4,36;114,78;92,0;25,08;99,12;4,318;4,417;114,666;114,429;92,184;92,209;25,125;24,818;99,123;99,127
2020;6;16;5;4,31;112,38;91,81;25,01;99,17;4,272;4,655;112,357;112,091;92,014;91,524;25,119;24,978;99,177;99,165
2020;6;16;6;4,62;110,49;90,38;25,5;99,22;4,651;4,64;111,201;109,856;89,834;90,204;25,716;25,675;99,222;99,212
2020;6;16;7;5,18;109,83;87,38;26,37;99,28;5,206;4,917;109,687;109,257;87,187;86,665;26,305;26,513;99,276;99,254
2020;6;16;8;5,45;111,53;83,31;27,3;99,31;5,441;5,673;110,73;110,378;83,371;82,354;27,146;27,006;99,307;99,267
2020;6;16;9;5,46;114,69;79,56;28,12;99,3;5,505;5,095;114,28;114,575;79,914;79,439;28,052;27,583;99,294;99,258
2020;6;16;10;5,41;118,45;77,19;28,75;99,25;5,47;5,775;118,217;118,963;76,766;77,091;28,662;28,231;99,25;99,222
2020;6;16;11;5,39;121,73;75,69;29,11;99,18;5,418;4,911;121,852;122,918;75,493;75,272;29,132;28,765;99,17;99,161
2020;6;16;12;5,39;124,43;74,69;29,29;99,1;5,362;5,605;124,902;125,416;74,803;74,848;29,3;29,032;99,099;99,091
2020;6;16;13;5,33;126,65;74,81;29,19;99,03;5,345;5,478;126,773;127,181;74,649;75,477;29,219;29,017;99,034;99,033
2020;6;16;14;5,31;129,09;76,0;28,93;99,0;5,325;5,242;129,064;128,48;75,929;76,579;28,828;28,761;98,999;99,003
2020;6;16;15;5,19;131,1;78,94;28,44;99,0;5,184;5,374;131,353;130,353;78,585;78,358;28,362;28,278;99,0;99,001
2020;6;16;16;4,89;131,63;83,62;27,63;99,03;4,908;5,007;131,55;131,224;82,777;82,476;27,633;27,631;99,036;99,037
2020;6;16;17;4,29;129,02;89,31;26,38;99,08;4,372;4,903;129,008;130,347;88,151;87,271;26,642;26,87;99,087;99,094
2020;6;16;18;4,26;125,06;90,62;25,91;99,15;4,226;4,204;125,034;125,671;90,544;89,466;25,982;26,191;99,153;99,157
2020;6;16;19;4,22;120,84;91,19;25,65;99,22;4,187;4,156;121,111;121,029;91,32;91,199;25,722;25,772;99,215;99,217
2020;6;16;20;4,11;117,25;91,56;25,41;99,28;4,127;4,275;117,424;116,904;91,659;91,942;25,516;25,496;99,271;99,262
2020;6;16;21;3,99;114,91;92,0;25,17;99,29;4,036;4,105;115,037;113,989;91,92;91,947;25,283;25,25;99,296;99,282
2020;6;16;22;3,89;113,68;92,5;24,93;99,29;3,9;3,976;113,682;112,878;92,183;91,925;25,101;25,096;99,285;99,277
2020;6;16;23;3,88;113,26;92,94;24,72;99,29;3,814;3,877;113,285;112,842;92,649;91,95;24,832;24,933;99,267;99,236
2020;6;17;0;3,92;113,86;93,25;24,56;99,26;3,888;3,865;113,725;113,521;93,072;91,972;24,703;24,709;99,251;99,174
2020;6;17;1;4,01;114,42;93,5;24,44;99,21;3,929;3,85;114,58;114,078;93,408;92,7;24,518;24,537;99,21;99,164
2020;6;17;2;4,09;114,46;93,5;24,38;99,17;4,028;4,087;114,596;114,683;93,523;92,974;24,422;24,281;99,174;99,172
2020;6;17;3;4,15;114,44;93,44;24,31;99,16;4,117;4,125;114,572;113,669;93,525;93,218;24,311;24,084;99,16;99,182
2020;6;17;4;4,11;115,69;93,25;24,25;99,17;4,127;4,298;115,324;113,305;93,463;93,132;24,341;24,072;99,175;99,19
2020;6;17;5;4,03;117,36;93,06;24,21;99,23;4,056;4,348;116,722;115,716;93,196;92,393;24,316;24,265;99,218;99,215
2020;6;17;6;4,27;117,83;91,25;25,15;99,31;4,411;4,231;117,307;117,879;90,987;91,02;25,175;25,198;99,29;99,257
2020;6;17;7;5,0;118,25;88,12;26,16;99,39;4,881;4,626;118,325;117,778;87,989;87,249;26,035;26,262;99,363;99,308
2020;6;17;8;5,39;120,28;83,56;27,09;99,42;5,294;5,205;120,038;118,91;83,56;82,997;27,078;27,028;99,415;99,347
2020;6;17;9;5,46;123,26;79,12;27,95;99,42;5,484;5,649;123,197;122,751;79,555;80,176;27,876;27,803;99,403;99,359
2020;6;17;10;5,58;126,23;76,56;28,57;99,36;5,588;5,413;126,228;126,395;76,5;77,408;28,455;28,417;99,362;99,326
2020;6;17;11;5,72;128,29;75,25;28,89;99,28;5,606;5,593;128,447;129,058;75,168;74,806;28,906;28,773;99,278;99,262
2020;6;17;12;5,81;129,77;74,69;29,01;99,21;5,73;5,767;130,062;130,25;74,628;73,908;28,999;28,889;99,201;99,183
2020;6;17;13;5,8;131,01;74,88;28,9;99,14;5,836;5,713;131,474;130,981;74,743;74,78;28,936;28,809;99,136;99,117
2020;6;17;14;5,75;131,92;75,88;28,62;99,11;5,77;5,72;131,951;131,54;76,03;76,486;28,533;28,495;99,106;99,091
2020;6;17;15;5,52;133,45;79,0;28,02;99,1;5,524;5,574;133,794;131,696;78,721;78,681;28,009;27,913;99,104;99,102
2020;6;17;16;5,11;133,51;83,44;27,27;99,13;5,179;5,271;133,728;133,04;82,963;82,964;27,167;27,129;99,133;99,14
2020;6;17;17;4,39;130,6;88,81;26,11;99,18;4,521;4,818;130,474;131,686;88,172;87,81;26,315;26,227;99,187;99,197
2020;6;17;18;4,45;127,43;90,19;25,68;99,24;4,352;4,137;127,769;127,243;90,337;89,808;25,599;25,551;99,246;99,257
2020;6;17;19;4,56;125,59;90,81;25,5;99,31;4,356;4,296;125,348;124,133;91,038;91,359;25,443;25,285;99,302;99,315
2020;6;17;20;4,71;124,67;91,06;25,38;99,35;4,58;4,56;124,657;123,389;91,096;92,042;25,295;25,089;99,353;99,353
2020;6;17;21;4,82;124,36;91,25;25,29;99,37;4,654;4,639;124,627;123,133;91,405;92,058;25,21;24,938;99,368;99,37
2020;6;17;22;4,85;124,84;91,25;25,22;99,36;4,785;4,806;124,629;123,4;91,564;91,986;25,097;24,88;99,36;99,359
2020;6;17;23;4,88;125,88;91,25;25,15;99,35;4,772;4,8;126,028;124,818;91,574;91,859;25,009;24,835;99,336;99,319
2020;6;18;0;4,98;126,91;91,19;25,08;99,3;4,911;4,804;126,863;126,767;91,493;91,616;24,96;24,754;99,295;99,256
2020;6;18;1;5,16;126,94;91,06;25,04;99,24;5,061;4,954;127,003;126,725;91,482;91,963;24,895;24,737;99,245;99,235
2020;6;18;2;5,29;126,29;91,06;24,95;99,18;5,271;5,053;126,195;126,174;91,315;91,831;24,864;24,623;99,199;99,224
2020;6;18;3;5,37;124,87;90,94;24,87;99,16;5,361;5,218;124,969;124,641;91,358;91,661;24,815;24,524;99,174;99,21
2020;6;18;4;5,13;123,69;90,94;24,77;99,17;5,283;5,424;123,555;122,513;91,223;91,276;24,76;24,571;99,173;99,202
2020;6;18;5;4,87;122,7;90,94;24,66;99,22;5,019;5,273;122,517;121,83;90,929;90,397;24,716;24,744;99,214;99,219
2020;6;18;6;5,23;120,93;88,88;25,38;99,28;5,099;5,016;121,032;121,456;88,809;88,978;25,354;25,414;99,28;99,262
2020;6;18;7;6,06;119,51;85,62;26,4;99,35;5,895;5,548;119,647;119,668;85,338;84,694;26,292;26,337;99,337;99,311
2020;6;18;8;6,63;118,74;81,31;27,31;99,39;6,393;6,483;118,779;119,271;81,3;80,222;27,235;26,968;99,377;99,335
2020;6;18;9;6,52;119,17;77,88;28,05;99,38;6,602;6,626;119,154;119,622;77,696;77,609;28,039;27,674;99,379;99,33
2020;6;18;10;6,35;120,38;76,19;28,54;99,34;6,444;6,596;120,406;121,278;75,486;75,331;28,573;28,333;99,339;99,293
2020;6;18;11;6,19;121,94;75,31;28,84;99,26;6,147;6,103;122,116;123,088;74,64;73,841;28,886;28,732;99,256;99,227
2020;6;18;12;5,98;123,75;74,94;28,98;99,18;5,998;6,151;123,974;124,674;74,648;74,019;29,035;28,824;99,175;99,155
2020;6;18;13;5,77;127,13;75,5;28,89;99,1;5,792;5,824;127,092;126,277;74,845;75,32;28,926;28,71;99,109;99,094
2020;6;18;14;5,72;132,18;77,5;28,52;99,06;5,664;5,596;132,166;130,061;76,784;77,021;28,5;28,43;99,066;99,065
2020;6;18;15;5,8;136,04;81,0;27,93;99,06;5,666;5,617;135,942;135,261;80,45;79,334;27,872;27,937;99,06;99,063
2020;6;18;16;5,77;136,48;85,44;27,14;99,1;5,689;5,578;136,569;136,962;84,342;84,06;26,96;27,221;99,101;99,096
2020;6;18;17;5,73;134,67;89,12;26,26;99,15;5,398;5,656;134,693;134,161;89,184;88,77;26,129;26,364;99,165;99,154
2020;6;18;18;6,05;132,17;90,0;25,95;99,2;5,689;5,42;132,251;131,256;90,752;90,381;25,605;25,718;99,219;99,224
2020;6;18;19;6,13;129,1;90,25;25,8;99,26;5,9;6,175;129,048;128,968;90,839;91,28;25,61;25,491;99,27;99,287
