-BEGIN HEADER-
Dataset: NASA_Pandeglang_Hourly.csv
Variabel: WS10M, WD10M, RH2M, T2M, PS
Mode: Best Stacking (XGB + Best DL) per variabel
WS10M | Model: XGB-LSTM [WS10M] | MAE=0.211 RMSE=0.28 sMAPE=6.89% R2=0.981
WD10M | Model: XGB-LSTM [WD10M] | MAE=N/A RMSE=N/A CircularMAE=2.512° R2=N/A
RH2M | Model: XGB-LSTM [RH2M] | MAE=0.505 RMSE=0.664 MAE=0.51 R2=0.974
T2M | Model: XGB-BiLSTM [T2M] | MAE=0.1 RMSE=0.133 sMAPE=0.37% R2=0.969
PS | Model: XGB-BiLSTM [PS] | MAE=0.02 RMSE=0.026 MAE=0.02 R2=0.974

Forecast Summary:
Ringkasan prediksi cuaca untuk periode 01-01-2023 hingga 08-01-2023:

▸ Kecepatan angin (WS10M): rata-rata **0.75 m/s**, kategori **tenang (calm)**, tren menurun menuju akhir periode. Tertinggi **6.47 m/s**, terendah **0.33 m/s**. Puncak pukul **07:00**, terendah pukul **04:00**. Model: **XGB-LSTM [WS10M]** | sMAPE **6.89%** | RMSE **0.28** (akurasi **tinggi**).

▸ Arah angin (WD10M): rata-rata **232.30 derajat**, kategori **dari barat daya**, tren menurun menuju akhir periode. Tertinggi **283.96 derajat**, terendah **220.68 derajat**. Puncak pukul **14:00**, terendah pukul **06:00**. Model: **XGB-LSTM [WD10M]** | CircularMAE **2.512°** | Acc±15° **98.6%** (akurasi **tinggi**).

▸ Kelembaban udara (RH2M): rata-rata **67.83 %**, kategori **nyaman**, tren menurun menuju akhir periode. Tertinggi **83.37 %**, terendah **66.87 %**. Puncak pukul **07:00**, terendah pukul **15:00**. Model: **XGB-LSTM [RH2M]** | MAE **0.51%** | RMSE **0.664** (akurasi **tinggi**).

▸ Suhu udara (T2M): rata-rata **25.24 °C**, kategori **nyaman**, tren menurun menuju akhir periode. Tertinggi **27.57 °C**, terendah **24.60 °C**. Puncak pukul **09:00**, terendah pukul **02:00**. Model: **XGB-BiLSTM [T2M]** | sMAPE **0.37%** | RMSE **0.133** (akurasi **tinggi**).

▸ Tekanan atmosfer (PS): rata-rata **100.32 kPa**, kategori **normal**, tren relatif stabil sepanjang periode. Tertinggi **100.86 kPa**, terendah **100.28 kPa**. Puncak pukul **07:00**, terendah pukul **23:00**. Model: **XGB-BiLSTM [PS]** | MAE **0.02%** | RMSE **0.026** (akurasi **tinggi**).


Rata-rata error keseluruhan: **1.95%** — tingkat akurasi prediksi tergolong **tinggi** (CircularMAE untuk arah angin, MAE/sMAPE untuk variabel lain).

Klasifikasi lokasi: **Very Stable** — kondisi atmosfer sangat konsisten — ideal untuk prediksi energi jangka panjang pada PLTB. Hasil ini dapat digunakan sebagai referensi dalam perencanaan dan optimasi sistem PLTB.

-END HEADER-

YEAR;MO;DY;HR;WS10M;WD10M;RH2M;T2M;PS;XGB_Base_WS10M;XGB_LSTM_WS10M;XGB_Base_WD10M;XGB_LSTM_WD10M;XGB_Base_RH2M;XGB_LSTM_RH2M;XGB_Base_T2M;XGB_BiLSTM_T2M;XGB_Base_PS;XGB_BiLSTM_PS
2014;8;7;16;5,29;143,47;78,06;28,44;100,57;5,158;5,082;143,273;145,131;78,35;78,209;28,398;28,338;100,574;100,578
2014;8;7;17;5,39;141,59;80,19;28,12;100,62;5,336;5,229;141,375;144,769;80,225;80,015;28,102;28,1;100,63;100,637
2014;8;7;18;5,58;137,38;82,44;27,83;100,68;5,516;5,561;137,53;139,881;82,317;81,671;27,837;27,892;100,688;100,697
2014;8;7;19;5,81;132,77;83,31;27,69;100,74;5,742;5,61;132,924;134,579;83,215;83,284;27,693;27,703;100,749;100,755
2014;8;7;20;5,97;128,52;84,06;27,58;100,8;5,93;5,876;128,633;130,039;83,992;84,213;27,605;27,534;100,803;100,801
2014;8;7;21;6,01;125,05;84,5;27,48;100,83;6,022;6,081;125,326;126,115;84,596;84,137;27,511;27,458;100,83;100,828
2014;8;7;22;5,84;123,16;84,69;27,39;100,85;5,93;6,003;123,536;123,449;84,882;85,014;27,39;27,403;100,839;100,835
2014;8;7;23;5,54;123,33;84,81;27,28;100,84;5,683;5,82;123,287;123,186;85,038;85,012;27,291;27,28;100,831;100,816
2014;8;8;0;5,29;125,26;85,0;27,17;100,81;5,328;5,387;125,074;125,537;85,145;85,03;27,165;27,084;100,802;100,771
2014;8;8;1;5,23;127,04;85,31;27,04;100,76;5,161;5,193;126,681;128,319;85,45;85,054;27,053;27,026;100,752;100,742
2014;8;8;2;5,28;127,12;85,5;26,9;100,72;5,156;5,186;126,768;128,894;85,535;85,198;26,929;26,958;100,718;100,721
2014;8;8;3;5,38;125,84;85,69;26,78;100,71;5,328;5,405;125,594;127,711;85,643;85,591;26,843;26,813;100,705;100,716
2014;8;8;4;5,38;124,41;85,62;26,71;100,72;5,383;5,515;124,342;125,132;85,659;85,368;26,736;26,705;100,726;100,729
2014;8;8;5;5,37;123,67;85,44;26,69;100,76;5,405;5,611;123,883;123,733;85,533;85,096;26,707;26,722;100,765;100,772
2014;8;8;6;5,37;123,78;85,38;26,86;100,82;5,413;5,478;123,618;123,816;85,197;84,161;26,873;26,879;100,823;100,822
2014;8;8;7;5,56;125,74;83,5;27,27;100,89;5,532;5,476;125,507;124,886;83,537;83,753;27,214;27,142;100,883;100,87
2014;8;8;8;5,6;129,57;82,0;27,48;100,94;5,609;5,609;128,862;128,642;81,995;82,341;27,567;27,52;100,933;100,91
2014;8;8;9;5,71;134,28;81,06;27,68;100,94;5,685;5,796;134,189;133,937;80,637;79,567;27,744;27,89;100,937;100,927
2014;8;8;10;5,89;136,29;80,06;27,87;100,9;5,755;5,601;136,23;138,873;79,914;79,631;27,913;28,048;100,903;100,902
2014;8;8;11;6,07;135,89;79,25;28,03;100,84;6,004;5,875;135,989;138,709;79,17;79,19;28,044;28,025;100,829;100,831
2014;8;8;12;6,13;135,21;78,44;28,21;100,78;6,098;6,094;135,337;137,051;78,391;78,304;28,2;28,05;100,759;100,744
2014;8;8;13;6,12;134,28;77,69;28,31;100,7;6,128;6,084;134,557;136,714;78,003;78,249;28,271;28,146;100,7;100,684
2014;8;8;14;6,03;133,79;77,31;28,34;100,67;6,068;6,049;133,947;135,784;77,54;77,673;28,325;28,24;100,654;100,656
2014;8;8;15;5,94;134,09;77,56;28,3;100,66;6,002;6,011;134,356;135,51;77,603;77,694;28,254;28,225;100,65;100,648
2014;8;8;16;5,89;134,52;78,88;28,17;100,68;5,916;5,903;134,336;135,989;78,518;78,725;28,173;28,069;100,683;100,679
2014;8;8;17;5,83;133,43;81,25;27,85;100,72;5,908;5,927;133,48;135,963;80,94;80,212;27,886;27,871;100,733;100,737
2014;8;8;18;5,88;130,58;83,56;27,57;100,78;5,875;5,926;130,695;133,5;83,15;82,87;27,626;27,692;100,787;100,798
2014;8;8;19;6,03;126,31;84,69;27,41;100,85;5,942;5,901;126,86;129,259;84,331;84,566;27,485;27,493;100,845;100,853
2014;8;8;20;6,14;121,79;85,69;27,27;100,91;6,048;6,128;122,299;123,854;85,36;85,149;27,325;27,319;100,903;100,903
2014;8;8;21;6,14;118,06;86,44;27,16;100,94;6,084;6,269;118,608;119,305;86,274;85,771;27,196;27,238;100,94;100,943
2014;8;8;22;5,97;116,83;86,94;27,06;100,94;6,015;6,166;117,093;116,485;86,841;86,571;27,086;27,166;100,942;100,955
2014;8;8;23;5,78;117,88;87,38;26,94;100,93;5,847;5,951;118,04;117,701;87,39;87,021;26,991;27,008;100,913;100,926
2014;8;9;0;5,69;119,56;87,62;26,82;100,89;5,636;5,595;119,256;120,991;87,751;87,276;26,824;26,804;100,879;100,863
2014;8;9;1;5,74;122,05;87,62;26,72;100,84;5,57;5,637;121,722;122,641;87,788;87,514;26,741;26,732;100,83;100,828
2014;8;9;2;5,98;123,81;87,5;26,63;100,81;5,78;5,746;123,891;124,698;87,75;87,405;26,64;26,653;100,8;100,805
2014;8;9;3;6,27;124,7;87,25;26,58;100,81;6,07;6,031;124,462;125,808;87,429;87,257;26,575;26,54;100,798;100,8
2014;8;9;4;6,58;122,88;87,0;26,55;100,84;6,413;6,449;123,25;125,57;87,068;86,839;26,534;26,511;100,825;100,828
2014;8;9;5;6,75;119,62;86,56;26,52;100,9;6,661;6,724;119,895;121,768;86,637;86,16;26,545;26,616;100,888;100,885
2014;8;9;6;6,84;118,44;86,06;26,62;100,97;6,821;6,925;118,409;117,956;86,177;85,444;26,668;26,816;100,961;100,953
2014;8;9;7;7,02;119,33;84,88;26,9;101,05;6,998;6,866;119,241;119,245;84,46;84,446;26,951;27,029;101,028;101,016
2014;8;9;8;6,99;121,24;83,31;27,14;101,09;7,024;6,966;120,825;122,119;82,966;83,009;27,211;27,255;101,077;101,06
2014;8;9;9;6,89;123,06;81,75;27,42;101,09;6,779;7,096;123,041;125,023;81,681;81,75;27,429;27,485;101,083;101,077
2014;8;9;10;6,79;124,31;80,56;27,65;101,05;6,643;6,699;124,2;127,053;80,3;80,041;27,678;27,648;101,039;101,044
2014;8;9;11;6,76;124,83;79,62;27,78;101,01;6,55;6,677;124,714;128,193;79,458;79,133;27,856;27,787;100,975;100,972
2014;8;9;12;6,68;124,86;78,81;27,91;100,96;6,498;6,678;125,039;128,375;78,675;78,862;27,945;27,913;100,925;100,897
2014;8;9;13;6,52;126,28;78,25;27,96;100,89;6,448;6,613;126,52;128,146;78,253;78,246;27,936;27,96;100,878;100,857
2014;8;9;14;6,39;130,24;78,0;27,98;100,81;6,361;6,48;130,136;130,676;78,033;78,227;27,995;27,937;100,821;100,84
2014;8;9;15;6,5;135,34;78,75;27,87;100,78;6,421;6,301;135,066;135,601;78,569;78,656;27,89;27,846;100,788;100,816
2014;8;9;16;7,01;137,35;80,0;27,73;100,77;6,698;6,411;137,183;140,066;79,807;79,79;27,702;27,686;100,782;100,791
2014;8;9;17;7,38;136,29;82,0;27,47;100,79;7,201;7,012;136,175;138,981;81,86;82,017;27,474;27,486;100,794;100,811
2014;8;9;18;7,67;134,26;83,06;27,26;100,83;7,583;7,696;134,306;135,686;83,586;83,487;27,28;27,309;100,841;100,858
2014;8;9;19;7,94;132,29;83,31;27,21;100,89;7,803;7,67;132,412;133,168;83,611;84,273;27,205;27,182;100,899;100,904
2014;8;9;20;8,11;131,21;83,62;27,18;100,95;8,04;7,934;131,405;131,347;83,641;83,582;27,153;27,11;100,948;100,945
2014;8;9;21;8,22;131,03;83,88;27,15;100,98;8,172;8,143;130,846;130,923;83,9;83,776;27,139;27,129;100,975;100,982
2014;8;9;22;8,1;132,03;84,19;27,05;100,99;8,164;8,026;131,882;131,569;84,31;84,124;27,073;27,153;100,99;100,998
2014;8;9;23;7,87;133,47;84,5;26,9;100,97;7,98;8,019;133,32;133,691;84,49;84,394;26,957;27,061;100,959;100,973
2014;8;10;0;7,73;134,26;84,62;26,76;100,92;7,775;7,558;134,193;135,802;84,738;84,707;26,789;26,839;100,924;100,916
2014;8;10;1;7,63;134,38;84,69;26,67;100,88;7,644;7,544;134,315;135,696;84,887;84,758;26,679;26,706;100,869;100,872
2014;8;10;2;7,53;133,95;84,75;26,57;100,86;7,53;7,594;133,939;134,584;84,889;84,654;26,583;26,593;100,842;100,839
2014;8;10;3;7,4;133,42;84,88;26,5;100,84;7,433;7,457;133,48;133,922;84,858;84,763;26,513;26,492;100,84;100,843
2014;8;10;4;7,28;132,04;84,94;26,47;100,85;7,316;7,37;131,975;133,011;84,973;84,619;26,465;26,472;100,855;100,877
2014;8;10;5;7,21;129,9;85,0;26,48;100,88;7,169;7,268;130,159;130,967;84,918;84,485;26,456;26,555;100,878;100,909
2014;8;10;6;7,23;127,85;84,75;26,55;100,94;7,192;7,142;127,729;128,527;84,62;83,988;26,632;26,739;100,935;100,942
2014;8;10;7;7,44;126,08;83,75;26,82;101,01;7,308;7,177;126,698;127,038;83,369;83,596;26,855;26,964;101,002;100,981
2014;8;10;8;7,59;125,03;81,88;27,12;101,05;7,486;7,367;124,811;126,054;81,886;82,335;27,127;27,18;101,053;101,02
2014;8;10;9;7,55;125,4;80,19;27,42;101,05;7,448;7,623;125,543;126,201;80,237;80,376;27,416;27,407;101,051;101,039
2014;8;10;10;7,38;127,09;78,56;27,73;101,0;7,356;7,469;126,889;128,285;78,572;78,366;27,713;27,62;101,009;101,01
2014;8;10;11;7,29;129,48;77,19;28,01;100,94;7,19;7,209;129,361;131,288;77,227;77,461;27,971;27,823;100,938;100,938
2014;8;10;12;7,27;131,38;76,12;28,23;100,86;7,162;7,116;131,432;134,014;76,145;76,186;28,194;28,032;100,851;100,848
2014;8;10;13;7,17;132,61;75,44;28,33;100,77;7,093;7,207;132,792;135,202;75,483;75,561;28,319;28,227;100,783;100,777
2014;8;10;14;6,96;133,64;75,06;28,36;100,71;7,045;7,191;133,864;135,675;75,246;75,428;28,36;28,32;100,712;100,723
2014;8;10;15;6,79;135,33;75,5;28,24;100,7;6,919;6,964;135,336;136,235;75,702;75,629;28,242;28,244;100,687;100,685
2014;8;10;16;6,76;136,08;76,69;28,08;100,71;6,79;6,781;135,944;137,823;76,761;76,664;28,055;28,027;100,716;100,692
2014;8;10;17;6,69;134,76;79,12;27,73;100,75;6,727;6,825;134,933;137,351;78,795;78,43;27,761;27,761;100,753;100,748
2014;8;10;18;6,81;132,95;81,5;27,38;100,81;6,777;6,841;132,869;134,403;81,241;80,794;27,444;27,542;100,818;100,813
2014;8;10;19;6,94;130,57;82,5;27,24;100,88;6,852;6,765;130,695;132,294;82,329;82,68;27,262;27,344;100,881;100,871
2014;8;10;20;6,98;128,55;83,38;27,13;100,97;6,97;7,105;128,465;129,439;83,233;83,348;27,141;27,154;100,949;100,926
2014;8;10;21;7,09;127,39;84,06;27,02;101,01;7,055;7,038;127,587;127,712;83,814;83,532;27,053;27,077;100,998;100,973
2014;8;10;22;7,16;128,31;84,81;26,87;101,01;7,061;6,96;128,303;127,408;84,673;84,399;26,935;27,042;101,014;101,012
2014;8;10;23;7,02;131,12;85,5;26,7;100,97;7,078;7,183;131,168;130,266;85,244;84,959;26,778;26,876;100,979;100,996
2014;8;11;0;6,91;135,28;85,56;26,56;100,92;6,992;6,888;134,954;134,827;85,777;85,65;26,597;26,618;100,922;100,92
2014;8;11;1;7,02;139,52;85,5;26,44;100,86;6,94;6,739;139,229;138,895;85,867;85,854;26,479;26,48;100,861;100,858
2014;8;11;2;7,31;142,73;85,0;26,37;100,83;7,142;6,954;142,297;141,755;85,61;85,392;26,37;26,375;100,825;100,825
2014;8;11;3;7,6;144,54;84,44;26,3;100,81;7,477;7,313;144,556;143,9;84,805;85,144;26,302;26,268;100,818;100,821
2014;8;11;4;7,82;144,88;84,0;26,23;100,82;7,715;7,69;144,911;144,131;83,945;84,096;26,254;26,257;100,821;100,845
2014;8;11;5;8,04;143,85;83,56;26,18;100,87;7,966;7,911;143,791;143,339;83,351;83,199;26,226;26,351;100,859;100,882
2014;8;11;6;8,23;141,98;83,25;26,17;100,95;8,149;8,028;142,054;141,651;82,973;82,386;26,323;26,505;100,94;100,926
2014;8;11;7;8,5;139,51;82,88;26,24;101,02;8,428;8,246;139,581;139,772;82,105;81,575;26,38;26,667;101,008;100,987
2014;8;11;8;8,79;137,05;82,56;26,3;101,06;8,628;8,399;137,234;137,676;81,977;81,222;26,445;26,788;101,059;101,043
2014;8;11;9;9,02;135,11;82,44;26,36;101,04;8,78;8,713;135,313;136,105;81,88;80,873;26,515;26,843;101,058;101,056
2014;8;11;10;9,06;133,92;82,25;26,4;100,97;8,941;8,889;134,184;135,347;82,158;81,197;26,513;26,814;100,997;101,014
2014;8;11;11;8,88;132,72;81,69;26,51;100,89;8,896;8,876;132,939;135,283;81,757;81,327;26,558;26,723;100,902;100,922
2014;8;11;12;8,52;131,54;80,88;26,67;100,8;8,691;8,658;131,789;134,434;81,098;81,063;26,624;26,669;100,809;100,813
2014;8;11;13;8,06;131,78;80,31;26,8;100,72;8,282;8,266;132,089;133,532;80,403;80,36;26,789;26,699;100,725;100,731
2014;8;11;14;7,67;133,76;79,94;26,86;100,68;7,876;7,819;133,806;134,766;80,047;80,05;26,903;26,798;100,677;100,683
2014;8;11;15;7,43;136,28;79,94;26,8;100,67;7,503;7,456;136,27;137,36;79,882;80,38;26,861;26,866;100,662;100,667
2014;8;11;16;7,53;137,82;80,44;26,67;100,68;7,454;7,344;137,458;139,333;80,604;80,829;26,707;26,815;100,689;100,693
2014;8;11;17;7,77;137,16;81,0;26,5;100,7;7,583;7,477;137,047;139,446;81,589;81,553;26,51;26,643;100,719;100,742
2014;8;11;18;8,13;135,39;80,88;26,42;100,75;7,952;7,934;135,185;137,011;82,125;82,291;26,366;26,445;100,766;100,786
2014;8;11;19;8,4;133,42;80,81;26,41;100,8;8,245;8,222;133,512;134,531;81,432;81,624;26,371;26,341;100,817;100,818
2014;8;11;20;8,46;132,16;80,94;26,4;100,86;8,442;8,534;132,331;132,609;80,966;80,759;26,386;26,364;100,869;100,856
2014;8;11;21;8,41;131,57;81,0;26,37;100,9;8,421;8,482;131,598;131,944;81,039;81,142;26,351;26,434;100,897;100,888
2014;8;11;22;8,36;130,6;81,19;26,31;100,9;8,33;8,238;130,602;132,029;81,413;81,256;26,313;26,419;100,905;100,903
2014;8;11;23;8,3;129,5;81,5;26,23;100,87;8,227;8,179;129,447;131,112;81,444;81,482;26,24;26,299;100,875;100,886
2014;8;12;0;8,24;129,15;81,94;26,13;100,8;8,178;8,061;129,1;130,544;81,856;81,707;26,146;26,123;100,811;100,82
2014;8;12;1;8,23;129,22;82,38;26,04;100,74;8,216;8,131;129,377;130,59;82,301;81,958;26,071;26,071;100,748;100,761
2014;8;12;2;8,28;129,14;82,75;25,96;100,7;8,169;8,124;129,03;130,101;82,64;82,485;26,006;26,005;100,704;100,709
2014;8;12;3;8,37;128,9;82,94;25,92;100,68;8,256;8,216;129,03;129,906;82,959;82,846;25,963;25,922;100,685;100,697
2014;8;12;4;8,24;127,68;82,62;25,94;100,7;8,266;8,324;127,659;129,107;82,892;82,955;25,918;25,908;100,703;100,721
2014;8;12;5;8,05;126,04;82,0;26,02;100,74;8,143;8,304;126,509;127,123;82,349;82,51;25,959;26,009;100,748;100,763
2014;8;12;6;7,93;124,89;81,25;26,19;100,8;7,99;7,864;124,811;125,495;81,441;81,251;26,206;26,219;100,81;100,819
2014;8;12;7;8,05;124,65;79,56;26,62;100,87;7,983;7,804;124,811;125,203;79,656;80,213;26,59;26,485;100,866;100,87
2014;8;12;8;8,0;125,3;77,5;26,99;100,91;7,989;7,92;125,415;126,143;77,703;78,649;26,953;26,796;100,91;100,903
2014;8;12;9;7,88;127,35;75,56;27,34;100,89;7,818;8,044;127,275;127,923;75,928;75,986;27,311;27,2;100,903;100,912
2014;8;12;10;7,75;130,42;74,25;27,61;100,83;7,716;7,649;130,324;131,475;74,261;74,316;27,587;27,542;100,838;100,876
2014;8;12;11;7,65;134,01;73,56;27,72;100,75;7,598;7,581;134,182;135,121;73,305;73,179;27,755;27,783;100,763;100,785
2014;8;12;12;7,64;137,36;73,25;27,74;100,66;7,567;7,514;137,431;138,664;72,996;72,796;27,796;27,915;100,667;100,681
2014;8;12;13;7,68;140,2;73,25;27,69;100,59;7,559;7,463;140,26;141,313;73,258;72,928;27,682;27,885;100,593;100,598
2014;8;12;14;7,77;142,15;73,81;27,51;100,54;7,692;7,666;142,265;143,262;73,564;73,372;27,517;27,71;100,537;100,548
2014;8;12;15;7,85;142,69;74,56;27,31;100,54;7,818;7,77;142,669;144,099;74,699;74,462;27,31;27,453;100,526;100,537
2014;8;12;16;7,91;142,9;75,88;27,04;100,57;7,916;7,907;143,095;143,325;76,306;76,143;27,029;27,142;100,563;100,561
2014;8;12;17;7,81;141,98;77,62;26,7;100,62;7,877;8,012;142,067;143,01;78,312;77,602;26,711;26,866;100,625;100,618
2014;8;12;18;7,73;139,42;78,38;26,5;100,7;7,818;7,925;139,357;141,177;79,57;79,253;26,45;26,677;100,694;100,69
2014;8;12;19;7,59;136,42;78,5;26,48;100,78;7,644;7,686;136,392;137,625;79,33;79,771;26,395;26,531;100,771;100,759
2014;8;12;20;7,39;133,8;78,88;26,45;100,84;7,506;7,654;133,775;134,621;78,984;79,067;26,397;26,46;100,835;100,826
2014;8;12;21;7,34;131,38;79,38;26,4;100,85;7,342;7,341;131,487;132,633;79,369;78,998;26,381;26,485;100,865;100,875
2014;8;12;22;7,41;128,24;80,12;26,33;100,84;7,275;7,171;128,495;130,565;79,936;79,598;26,304;26,469;100,854;100,878
2014;8;12;23;7,43;125,24;80,94;26,24;100,81;7,327;7,4;125,893;127,238;80,69;80,352;26,227;26,33;100,798;100,825
2014;8;13;0;7,31;123,45;81,75;26,14;100,76;7,332;7,338;123,733;125,022;81,547;81,233;26,139;26,133;100,753;100,75
2014;8;13;1;7,08;122,88;82,38;26,04;100,7;7,171;7,297;123,25;124,14;82,379;82,055;26,048;26,06;100,705;100,709
2014;8;13;2;6,74;123,08;83,12;25,93;100,69;6,866;7,021;123,17;123,72;82,835;82,692;25,983;25,986;100,668;100,68
2014;8;13;3;6,47;124,02;83,88;25,81;100,7;6,577;6,659;123,839;124,399;83,544;83,219;25,877;25,884;100,684;100,677
2014;8;13;4;6,2;124,47;84,31;25,73;100,73;6,286;6,359;124,039;125,32;84,018;83,733;25,809;25,83;100,735;100,723
2014;8;13;5;6,06;124,86;84,19;25,7;100,76;6,071;6,253;124,811;125,212;84,28;83,899;25,772;25,856;100,777;100,795
2014;8;13;6;6,06;124,98;83,56;25,98;100,82;6,007;6,019;124,811;125,723;83,822;83,277;25,977;25,975;100,824;100,852
2014;8;13;7;6,38;124,57;81,25;26,52;100,87;6,243;6,139;124,811;125,957;81,616;82,115;26,396;26,199;100,876;100,884
2014;8;13;8;6,39;122,97;79,38;26,9;100,91;6,382;6,444;123,25;125,641;79,392;79,825;26,885;26,624;100,917;100,907
2014;8;13;9;6,25;121,57;77,62;27,28;100,91;6,206;6,741;122,186;123,66;77,448;76,788;27,288;27,201;100,908;100,908
2014;8;13;10;6,06;121,76;76,31;27,55;100,89;5,986;6,162;122,247;123,262;76,109;76,217;27,577;27,547;100,88;100,877
2014;8;13;11;5,82;123,84;75,12;27,76;100,83;5,734;6,044;124,077;125,401;75,062;75,066;27,795;27,685;100,811;100,819
2014;8;13;12;5,54;128,02;74,06;27,96;100,77;5,528;5,894;128,108;129,144;74,147;74,415;27,966;27,749;100,751;100,757
2014;8;13;13;5,37;133,23;73,5;28,05;100,7;5,339;5,521;133,154;134,444;73,592;73,669;28,023;27,806;100,69;100,698
2014;8;13;14;5,34;138,2;73,75;28,02;100,65;5,338;5,417;138,126;139,225;73,802;73,302;28,015;27,873;100,646;100,662
2014;8;13;15;5,54;142,05;74,12;27,93;100,65;5,436;5,486;142,045;142,809;74,51;74,29;27,909;27,835;100,635;100,649
2014;8;13;16;5,89;143,84;75,69;27,72;100,68;5,727;5,659;143,785;144,869;75,753;75,655;27,684;27,629;100,672;100,665
2014;8;13;17;6,19;142,54;78,38;27,34;100,74;6,115;6,14;142,418;144,645;78,311;77,212;27,343;27,362;100,736;100,722
2014;8;13;18;6,47;140,04;80,94;26,99;100,83;6,408;6,476;140,052;141,244;80,799;80,187;26,988;27,131;100,81;100,8
2014;8;13;19;6,75;136,5;81,62;26,87;100,92;6,667;6,603;136,371;138,162;81,697;82,132;26,844;26,921;100,899;100,878
2014;8;13;20;6,99;132,46;81,94;26,8;100,97;6,924;6,883;132,467;134,339;82,062;82,697;26,783;26,765;100,964;100,953
2014;8;13;21;7,17;128,63;82,19;26,72;100,99;7,125;7,09;128,982;130,254;82,296;82,297;26,708;26,737;100,992;101,003
2014;8;13;22;7,31;126,05;82,62;26,63;100,99;7,226;7,198;126,79;126,836;82,562;82,568;26,62;26,719;100,984;100,997
2014;8;13;23;7,35;124,74;83,25;26,49;100,97;7,266;7,298;124,898;125,667;83,036;82,891;26,533;26,603;100,96;100,952
2014;8;14;0;7,33;124,32;83,88;26,36;100,91;7,318;7,27;124,342;125,923;83,719;83,439;26,358;26,402;100,911;100,897
2014;8;14;1;7,31;124,34;84,31;26,23;100,86;7,303;7,284;124,342;125,896;84,204;84,1;26,267;26,299;100,854;100,862
2014;8;14;2;7,32;124,13;84,75;26,14;100,83;7,283;7,237;124,019;125,365;84,594;84,498;26,146;26,188;100,819;100,826
2014;8;14;3;7,33;123,52;85,0;26,07;100,83;7,295;7,266;123,58;124,946;84,971;84,849;26,068;26,061;100,82;100,82
2014;8;14;4;7,23;121,7;85,12;26,03;100,85;7,228;7,326;121,97;123,628;85,045;84,907;26,006;26,026;100,841;100,852
2014;8;14;5;7,11;119,64;85,0;26,02;100,9;7,119;7,288;119,895;120,934;85,033;84,505;26,017;26,124;100,888;100,905
2014;8;14;6;7,13;118,31;84,38;26,24;100,95;7,083;7,062;118,326;119,13;84,433;83,793;26,143;26,327;100,959;100,96
2014;8;14;7;7,42;117,46;82,62;26,69;101,0;7,231;7,081;117,622;118,935;82,525;82,748;26,644;26,611;101,005;101,009
2014;8;14;8;7,4;116,38;80,38;27,08;101,04;7,388;7,412;117,247;118,948;80,428;80,643;27,043;27,018;101,044;101,033
2014;8;14;9;6,95;116,28;78,25;27,46;101,06;7,061;7,582;116,595;118,125;78,442;78,387;27,415;27,498;101,041;101,029
2014;8;14;10;6,28;119,08;76,38;27,77;101,05;6,446;6,782;119,224;119,593;76,426;76,186;27,769;27,783;101,014;101,006
2014;8;14;11;5,87;125,09;75,12;27,98;101,0;5,883;6,014;124,22;125,118;74,859;74,956;27,989;27,916;100,967;100,97
2014;8;14;12;5,78;132,04;75,06;28,06;100,94;5,639;5,583;131,552;133,258;74,269;73,881;28,145;28,001;100,912;100,919
2014;8;14;13;5,92;138,27;75,0;28,08;100,88;5,755;5,714;138,049;139,436;74,584;74,245;28,102;28,034;100,851;100,859
2014;8;14;14;6,26;142,0;75,38;28,01;100,83;6,086;6,053;142,166;143,851;75,468;75,642;28,014;27,953;100,817;100,817
2014;8;14;15;6,75;143,51;76,19;27,84;100,81;6,534;6,451;143,466;144,925;76,2;76,113;27,852;27,758;100,805;100,808
2014;8;14;16;7,35;142,81;78,0;27,55;100,84;7,14;7,024;142,53;144,506;77,734;77,766;27,59;27,495;100,835;100,823
2014;8;14;17;7,72;140,42;80,0;27,12;100,88;7,578;7,608;140,33;142,244;80,008;80,092;27,19;27,205;100,876;100,866
2014;8;14;18;7,83;137,71;81,31;26,81;100,94;7,879;8,015;137,644;138,845;81,827;82,144;26,821;26,927;100,944;100,937
2014;8;14;19;7,91;134,88;81,56;26,71;101,02;7,927;7,883;135,078;136,099;81,895;82,437;26,679;26,68;101,005;101,001
2014;8;14;20;7,86;131,94;81,88;26,62;101,1;7,893;7,796;132,058;133,423;81,866;81,882;26,622;26,549;101,068;101,048
2014;8;14;21;7,75;129,27;82,31;26,55;101,13;7,798;7,875;129,538;130,532;82,191;82,0;26,554;26,556;101,115;101,096
2014;8;14;22;7,66;126,25;82,88;26,46;101,15;7,643;7,56;126,79;128,274;82,705;82,494;26,46;26,52;101,125;101,125
2014;8;14;23;7,56;123,41;83,56;26,35;101,12;7,465;7,481;123,733;125,369;83,403;83,18;26,378;26,38;101,104;101,1
2014;8;15;0;7,46;121,69;84,12;26,25;101,04;7,39;7,405;121,996;123,331;83,966;83,832;26,265;26,183;101,052;101,045
2014;8;15;1;7,42;120,83;84,5;26,15;100,98;7,339;7,329;121,421;122,455;84,469;84,392;26,146;26,109;100,99;100,992
2014;8;15;2;7,45;120,14;84,69;26,07;100,92;7,315;7,304;120,234;121,525;84,714;84,661;26,087;26,039;100,937;100,93
2014;8;15;3;7,52;119,23;84,88;25,99;100,89;7,409;7,382;119,324;120,979;84,841;84,834;26,014;25,951;100,893;100,911
