-BEGIN HEADER-
Dataset: NASA_Pandeglang_Hourly.csv
Variabel: WS10M, WD10M, RH2M, T2M, PS
Mode: Best Stacking (XGB + Best DL) per variabel
WS10M | Model: XGB-LSTM [WS10M] | MAE=0.211 RMSE=0.28 sMAPE=6.89% R2=0.981
WD10M | Model: XGB-LSTM [WD10M] | MAE=N/A RMSE=N/A CircularMAE=2.512° R2=N/A
RH2M | Model: XGB-LSTM [RH2M] | MAE=0.505 RMSE=0.664 MAE=0.51 R2=0.974
T2M | Model: XGB-BiLSTM [T2M] | MAE=0.1 RMSE=0.133 sMAPE=0.37% R2=0.969
PS | Model: XGB-BiLSTM [PS] | MAE=0.02 RMSE=0.026 MAE=0.02 R2=0.974

Forecast Summary:
Ringkasan prediksi cuaca untuk periode 01-01-2023 hingga 08-01-2023:

▸ Kecepatan angin (WS10M): rata-rata **0.75 m/s**, kategori **tenang (calm)**, tren menurun menuju akhir periode. Tertinggi **6.47 m/s**, terendah **0.33 m/s**. Puncak pukul **07:00**, terendah pukul **04:00**. Model: **XGB-LSTM [WS10M]** | sMAPE **6.89%** | RMSE **0.28** (akurasi **tinggi**).

▸ Arah angin (WD10M): rata-rata **232.30 derajat**, kategori **dari barat daya**, tren menurun menuju akhir periode. Tertinggi **283.96 derajat**, terendah **220.68 derajat**. Puncak pukul **14:00**, terendah pukul **06:00**. Model: **XGB-LSTM [WD10M]** | CircularMAE **2.512°** | Acc±15° **98.6%** (akurasi **tinggi**).

▸ Kelembaban udara (RH2M): rata-rata **67.83 %**, kategori **nyaman**, tren menurun menuju akhir periode. Tertinggi **83.37 %**, terendah **66.87 %**. Puncak pukul **07:00**, terendah pukul **15:00**. Model: **XGB-LSTM [RH2M]** | MAE **0.51%** | RMSE **0.664** (akurasi **tinggi**).

▸ Suhu udara (T2M): rata-rata **25.24 °C**, kategori **nyaman**, tren menurun menuju akhir periode. Tertinggi **27.57 °C**, terendah **24.60 °C**. Puncak pukul **09:00**, terendah pukul **02:00**. Model: **XGB-BiLSTM [T2M]** | sMAPE **0.37%** | RMSE **0.133** (akurasi **tinggi**).

▸ Tekanan atmosfer (PS): rata-rata **100.32 kPa**, kategori **normal**, tren relatif stabil sepanjang periode. Tertinggi **100.86 kPa**, terendah **100.28 kPa**. Puncak pukul **07:00**, terendah pukul **23:00**. Model: **XGB-BiLSTM [PS]** | MAE **0.02%** | RMSE **0.026** (akurasi **tinggi**).


Rata-rata error keseluruhan: **1.95%** — tingkat akurasi prediksi tergolong **tinggi** (CircularMAE untuk arah angin, MAE/sMAPE untuk variabel lain).

Klasifikasi lokasi: **Very Stable** — kondisi atmosfer sangat konsisten — ideal untuk prediksi energi jangka panjang pada PLTB. Hasil ini dapat digunakan sebagai referensi dalam perencanaan dan optimasi sistem PLTB.

-END HEADER-

YEAR;MO;DY;HR;WS10M;WD10M;RH2M;T2M;PS;XGB_Base_WS10M;XGB_LSTM_WS10M;XGB_Base_WD10M;XGB_LSTM_WD10M;XGB_Base_RH2M;XGB_LSTM_RH2M;XGB_Base_T2M;XGB_BiLSTM_T2M;XGB_Base_PS;XGB_BiLSTM_PS
2021;7;31;5;7,99;136,7;84,44;27,11;100,78;7,914;7,885;136,713;136,268;84,355;83,539;27,149;27,18;100,778;100,814
2021;7;31;6;8,06;134,96;84,06;27,22;100,85;7,975;7,919;134,976;134,366;84,053;83,112;27,238;27,382;100,845;100,857
2021;7;31;7;8,29;134,05;82,75;27,58;100,9;8,181;8,08;134,211;133,331;82,653;82,461;27,503;27,562;100,91;100,899
2021;7;31;8;8,37;132,5;81,25;27,85;100,96;8,269;8,124;132,748;133,506;81,077;80,797;27,856;27,766;100,956;100,939
2021;7;31;9;8,28;130,75;79,88;28,1;100,97;8,289;8,426;131,05;132,048;79,925;79,612;28,127;28,05;100,967;100,94
2021;7;31;10;8,1;129,4;79,0;28,24;100,94;8,086;8,102;129,655;130,834;78,599;78,323;28,318;28,3;100,944;100,919
2021;7;31;11;7,79;128,97;78,81;28,28;100,89;7,853;7,916;129,258;130,432;78,214;77,714;28,406;28,399;100,876;100,866
2021;7;31;12;7,45;130,24;79,19;28,21;100,8;7,542;7,73;130,384;131,141;78,304;78,272;28,293;28,383;100,805;100,791
2021;7;31;13;7,16;133,45;79,75;28,1;100,72;7,258;7,255;133,437;133,778;79,351;79,207;28,15;28,255;100,726;100,727
2021;7;31;14;7,03;138,6;80,44;27,99;100,66;7,065;7,131;138,409;137,699;80,184;80,551;27,99;28,032;100,669;100,671
2021;7;31;15;7,16;142,32;81,0;27,88;100,63;7,056;7,037;142,091;143,045;81,145;81,731;27,843;27,769;100,64;100,645
2021;7;31;16;7,27;142,51;81,94;27,69;100,64;7,223;7,175;142,359;144,597;82,069;82,618;27,688;27,559;100,638;100,658
2021;7;31;17;7,15;141,34;83,25;27,48;100,68;7,284;7,512;141,375;142,04;83,201;83,184;27,434;27,432;100,688;100,696
2021;7;31;18;7,11;140,66;84,0;27,33;100,73;7,173;7,236;140,978;140,097;84,302;84,112;27,253;27,337;100,746;100,751
2021;7;31;19;7,13;140,29;84,12;27,32;100,79;7,157;7,01;140,148;139,764;84,309;84,369;27,266;27,254;100,8;100,808
2021;7;31;20;7,07;139,71;84,38;27,3;100,84;7,146;7,263;139,415;139,509;84,421;84,26;27,239;27,225;100,849;100,849
2021;7;31;21;6,94;138,7;85,06;27,23;100,88;7,029;7,089;138,434;138,847;84,734;84,437;27,215;27,263;100,879;100,873
2021;7;31;22;6,79;137,89;85,81;27,15;100,89;6,872;6,895;137,614;137,885;85,492;85,086;27,136;27,268;100,886;100,876
2021;7;31;23;6,7;138,26;86,56;27,06;100,87;6,737;6,762;138,143;137,74;86,282;85,94;27,059;27,153;100,868;100,856
2021;8;1;0;6,68;138,56;87,12;27,0;100,81;6,654;6,524;138,426;139,502;86,883;86,509;26,965;26,931;100,814;100,804
2021;8;1;1;6,74;138,2;87,69;26,91;100,76;6,703;6,64;138,169;137,52;87,56;87,198;26,9;26,971;100,758;100,772
2021;8;1;2;6,83;137,36;88,06;26,85;100,72;6,777;6,661;137,391;138,858;88,036;87,064;26,846;26,91;100,718;100,721
2021;8;1;3;6,88;135,97;88,56;26,77;100,7;6,861;6,854;135,958;135,783;88,304;87,332;26,785;26,776;100,704;100,705
2021;8;1;4;6,89;133,58;88,88;26,73;100,7;6,906;6,977;133,522;134,06;88,518;88,23;26,737;26,703;100,713;100,724
2021;8;1;5;6,92;129,96;89,06;26,7;100,72;6,866;6,939;130,236;131,335;88,839;88,061;26,715;26,752;100,73;100,755
2021;8;1;6;7,04;126,74;88,81;26,78;100,76;6,963;6,969;127,231;127,075;88,471;88,223;26,842;26,909;100,774;100,79
2021;8;1;7;7,37;123,5;87,62;27,06;100,82;7,232;7,059;123,916;124,575;87,485;87,505;27,113;27,128;100,826;100,821
2021;8;1;8;7,5;120,81;85,88;27,33;100,89;7,388;7,356;121,447;121,93;85,884;86,029;27,362;27,366;100,873;100,844
2021;8;1;9;7,35;120,63;83,75;27,65;100,91;7,281;7,676;120,538;120,39;83,895;84,128;27,623;27,584;100,901;100,866
2021;8;1;10;7,01;124,38;81,56;27,96;100,88;7,069;7,248;123,826;122,833;81,795;82,095;27,904;27,787;100,88;100,872
2021;8;1;11;6,83;129,76;79,88;28,19;100,83;6,784;6,838;129,691;129,807;79,961;80,168;28,183;27,967;100,826;100,827
2021;8;1;12;6,83;135,28;78,88;28,3;100,75;6,726;6,593;135,108;135,63;78,845;78,706;28,328;28,166;100,747;100,743
2021;8;1;13;7,07;140,74;78,62;28,28;100,67;6,849;6,742;141,0;140,242;78,697;78,254;28,303;28,301;100,673;100,67
2021;8;1;14;7,54;144,37;78,94;28,17;100,61;7,259;7,061;144,227;144,664;78,742;78,511;28,183;28,273;100,619;100,621
2021;8;1;15;8,06;145,59;79,31;28,0;100,6;7,773;7,632;145,581;146,3;79,306;79,602;27,974;28,054;100,594;100,599
2021;8;1;16;8,42;145,59;79,81;27,77;100,62;8,268;8,279;145,42;145,544;80,221;80,692;27,743;27,734;100,622;100,618
2021;8;1;17;8,57;145,14;80,56;27,51;100,65;8,54;8,586;144,885;144,525;81,253;81,434;27,467;27,454;100,672;100,679
2021;8;1;18;8,82;144,04;80,94;27,33;100,7;8,709;8,593;143,869;143,612;81,986;82,012;27,233;27,292;100,718;100,752
2021;8;1;19;9,18;141,95;80,94;27,26;100,76;8,937;8,677;142,058;142,082;81,605;81,907;27,229;27,218;100,767;100,802
2021;8;1;20;9,54;139,02;80,88;27,22;100,8;9,18;9,14;139,221;139,579;81,193;81,391;27,184;27,189;100,815;100,837
2021;8;1;21;9,57;135,73;81,19;27,13;100,8;9,647;9,466;135,937;136,548;81,219;81,29;27,139;27,183;100,823;100,862
2021;8;1;22;9,15;133,44;81,62;27,05;100,81;9,404;9,516;133,512;133,657;81,475;81,48;27,073;27,144;100,801;100,852
2021;8;1;23;8,65;133,76;81,88;26,98;100,81;8,959;8,915;133,699;132,65;81,973;82,069;26,984;27,022;100,792;100,796
2021;8;2;0;8,27;135,92;82,5;26,9;100,75;8,54;8,136;135,739;135,348;82,409;82,384;26,873;26,826;100,763;100,741
2021;8;2;1;8,03;137,25;83,06;26,85;100,69;8,181;8,096;137,035;138,113;82,794;82,661;26,825;26,827;100,698;100,718
2021;8;2;2;7,74;137,08;83,75;26,8;100,66;7,852;7,805;137,073;137,509;83,413;83,406;26,775;26,825;100,652;100,672
2021;8;2;3;7,62;136,58;84,44;26,74;100,66;7,641;7,693;136,57;136,173;84,011;83,921;26,742;26,759;100,652;100,642
2021;8;2;4;7,5;134,66;85,0;26,69;100,69;7,524;7,459;134,938;135,105;84,493;84,618;26,685;26,741;100,686;100,664
2021;8;2;5;7,33;132,02;85,06;26,69;100,75;7,41;7,575;132,058;132,437;85,001;84,83;26,692;26,808;100,75;100,724
2021;8;2;6;7,3;129,14;84,75;26,76;100,82;7,306;7,339;129,191;129,576;84,736;84,591;26,839;26,958;100,812;100,796
2021;8;2;7;7,36;126,07;83,88;26,98;100,9;7,332;7,2;126,79;126,975;83,505;83,578;27,057;27,171;100,883;100,868
2021;8;2;8;7,3;123,25;82,5;27,21;100,95;7,347;7,456;123,536;124,377;82,353;82,408;27,244;27,388;100,941;100,92
2021;8;2;9;7,03;122,01;81,06;27,47;100,96;7,05;7,326;122,249;122,479;81,077;80,947;27,487;27,553;100,953;100,947
2021;8;2;10;6,89;123,29;79,56;27,78;100,92;6,777;6,966;123,406;123,193;79,689;79,404;27,779;27,693;100,926;100,93
2021;8;2;11;6,88;125,71;78,19;28,07;100,84;6,643;6,716;125,449;126,909;78,242;78,462;28,039;27,821;100,848;100,869
2021;8;2;12;6,75;130,64;77,19;28,31;100,76;6,63;6,911;130,294;130,224;77,168;77,398;28,261;28,012;100,757;100,782
2021;8;2;13;6,62;135,77;76,5;28,44;100,68;6,64;6,916;135,753;136,315;76,585;76,698;28,388;28,23;100,682;100,693
2021;8;2;14;6,61;139,27;76,5;28,41;100,63;6,606;6,652;139,418;140,505;76,732;76,597;28,408;28,366;100,629;100,639
2021;8;2;15;6,78;141,32;77,44;28,23;100,63;6,706;6,733;141,42;142,013;77,295;76,896;28,269;28,32;100,611;100,623
2021;8;2;16;6,98;141,13;78,94;27,98;100,67;6,948;6,921;141,078;142,485;78,831;78,448;28,022;28,055;100,649;100,645
2021;8;2;17;7,01;140,15;81,12;27,62;100,73;7,133;7,167;140,135;140,623;81,079;80,718;27,669;27,683;100,728;100,708
2021;8;2;18;7,11;140,4;82,5;27,35;100,79;7,13;7,216;140,148;138,982;82,751;82,687;27,329;27,394;100,791;100,79
2021;8;2;19;7,34;139,62;82,94;27,27;100,85;7,235;7,087;139,415;139,692;83,036;83,833;27,246;27,233;100,855;100,86
2021;8;2;20;7,56;137,97;83,25;27,22;100,9;7,481;7,4;138,176;138,304;83,291;83,494;27,19;27,166;100,902;100,902
2021;8;2;21;7,75;136,88;83,69;27,17;100,92;7,639;7,647;136,672;136,308;83,544;83,429;27,151;27,183;100,927;100,923
2021;8;2;22;7,91;135,52;84,12;27,11;100,92;7,841;7,668;135,631;135,914;84,034;83,887;27,099;27,181;100,918;100,926
2021;8;2;23;7,99;133,3;84,75;27,01;100,91;7,898;7,813;133,242;135,012;84,485;84,315;27,02;27,088;100,887;100,899
2021;8;3;0;7,98;132,66;85,38;26,89;100,85;7,969;7,822;132,667;133,114;85,176;84,76;26,895;26,915;100,844;100,841
2021;8;3;1;8,05;133,5;85,75;26,81;100,79;7,975;7,901;133,397;133,494;85,728;85,533;26,794;26,865;100,792;100,808
2021;8;3;2;8,13;133,13;86,0;26,75;100,76;8,043;7,884;133,085;134,004;85,879;85,79;26,728;26,792;100,753;100,77
2021;8;3;3;8,15;132,47;86,06;26,7;100,77;8,082;8,087;132,329;132,669;86,031;86,016;26,692;26,677;100,754;100,749
2021;8;3;4;8,14;132,67;85,81;26,67;100,79;8,078;8,114;132,665;131,364;85,85;85,934;26,663;26,653;100,794;100,778
2021;8;3;5;8,16;132,17;85,56;26,64;100,84;8,075;8,087;132,329;132,035;85,628;85,36;26,659;26,746;100,847;100,841
2021;8;3;6;8,29;131,1;85,12;26,7;100,91;8,15;8,11;131,328;131,163;84,929;84,38;26,778;26,925;100,902;100,899
2021;8;3;7;8,54;130,29;84,06;26,94;100,96;8,387;8,211;130,271;130,033;83,532;83,74;26,952;27,128;100,963;100,948
2021;8;3;8;8,61;129,51;82,56;27,18;101,01;8,54;8,485;129,447;129,948;82,334;82,524;27,148;27,344;101,004;100,989
2021;8;3;9;8,57;130,97;81,31;27,41;101,01;8,53;8,624;130,938;129,758;81,127;80,804;27,425;27,536;101,003;100,992
2021;8;3;10;8,5;133,73;80,5;27,63;100,97;8,462;8,333;133,73;133,3;80,186;79,616;27,657;27,705;100,971;100,968
2021;8;3;11;8,52;136,26;80,12;27,76;100,9;8,442;8,342;136,23;136,853;79,667;79,267;27,781;27,802;100,899;100,91
2021;8;3;12;8,59;139,76;80,0;27,8;100,82;8,513;8,364;139,47;138,984;79,627;79,414;27,822;27,869;100,815;100,826
2021;8;3;13;8,69;142,82;80,38;27,7;100,76;8,619;8,482;142,5;142,733;80,266;79,839;27,735;27,879;100,749;100,751
2021;8;3;14;8,78;144,41;81,0;27,54;100,72;8,769;8,665;144,388;144,96;80,788;80,586;27,559;27,769;100,706;100,706
2021;8;3;15;8,83;144,72;81,62;27,33;100,71;8,787;8,782;144,717;145,137;81,587;82,076;27,368;27,514;100,695;100,706
2021;8;3;16;8,89;145,05;82,44;27,09;100,72;8,863;8,852;144,911;144,357;82,526;83,068;27,121;27,191;100,727;100,736
2021;8;3;17;8,78;145,52;83,31;26,87;100,77;8,838;8,88;145,394;144,352;83,513;83,701;26,87;26,929;100,777;100,779
2021;8;3;18;8,54;145,32;83,5;26,79;100,84;8,692;8,837;145,218;144,558;84,193;84,379;26,702;26,78;100,838;100,825
2021;8;3;19;8,28;144,68;83,44;26,81;100,93;8,489;8,479;144,531;143,789;83,806;83,897;26,72;26,742;100,911;100,883
2021;8;3;20;7,97;144,74;83,94;26,78;101,0;8,18;8,198;144,885;142,864;83,85;83,444;26,768;26,79;100,981;100,948
2021;8;3;21;7,65;145,4;84,62;26,7;101,02;7,843;7,932;145,218;143,387;84,298;83,827;26,749;26,854;101,019;101,005
2021;8;3;22;7,42;144,99;85,44;26,6;101,02;7,524;7,51;144,885;144,631;85,044;84,782;26,634;26,816;101,026;101,022
2021;8;3;23;7,26;143,88;86,31;26,48;101,01;7,299;7,262;143,869;144,125;85,892;85,604;26,533;26,652;100,993;100,982
2021;8;4;0;7,13;143,1;87,06;26,38;100,97;7,154;7,113;143,067;143,374;86,825;86,431;26,381;26,398;100,952;100,921
2021;8;4;1;7,0;142,53;87,81;26,28;100,93;7,079;7,091;142,394;142,726;87,51;87,091;26,314;26,326;100,918;100,896
2021;8;4;2;6,97;141,14;88,31;26,22;100,9;6,978;6,949;141,091;141,253;88,16;87,538;26,216;26,27;100,888;100,883
2021;8;4;3;7,04;137,65;88,94;26,18;100,89;6,989;6,906;137,788;139,282;88,596;88,184;26,184;26,176;100,882;100,884
2021;8;4;4;7,01;134,14;89,25;26,19;100,91;7,02;7,053;134,376;134,493;88,946;88,386;26,187;26,156;100,901;100,905
2021;8;4;5;6,9;130,96;89,25;26,26;100,94;6,973;7,156;131,022;131,144;89,122;88,651;26,215;26,262;100,944;100,943
2021;8;4;6;6,87;129,14;88,25;26,51;100,98;6,878;6,924;129,174;128,462;88,419;88,303;26,537;26,485;100,99;100,993
2021;8;4;7;6,99;128,15;86,12;26,98;101,0;6,91;6,869;128,395;128,06;86,529;87,084;26,882;26,803;101,024;101,03
2021;8;4;8;6,98;126,48;83,88;27,38;101,03;6,983;7,04;126,698;128,145;83,84;84,326;27,323;27,222;101,044;101,04
2021;8;4;9;6,94;123,94;81,94;27,75;101,0;6,839;7,094;124,307;126,439;81,733;81,615;27,684;27,643;101,011;101,017
2021;8;4;10;6,64;122,94;79,94;28,1;100,94;6,616;6,861;123,753;123,876;80,087;80,281;28,05;27,982;100,954;100,977
2021;8;4;11;5,98;125,48;77,94;28,42;100,87;6,221;6,734;125,32;124,831;78,382;78,772;28,337;28,179;100,866;100,897
2021;8;4;12;5,17;130,65;76,62;28,62;100,82;5,487;5,956;130,207;130,462;76,876;76,886;28,572;28,361;100,801;100,796
2021;8;4;13;4,67;136,9;76,5;28,64;100,76;4,871;5,003;136,533;136,734;76,239;75,775;28,641;28,55;100,743;100,729
2021;8;4;14;4,62;143,19;76,62;28,6;100,71;4,592;4,517;143,391;142,416;76,507;76,346;28,553;28,617;100,699;100,713
2021;8;4;15;4,89;147,94;77,62;28,44;100,7;4,642;4,64;147,8;147,353;77,534;77,632;28,431;28,44;100,688;100,712
2021;8;4;16;5,44;148,46;79,94;28,19;100,72;5,176;5,104;148,174;149,951;79,256;78,802;28,192;28,112;100,717;100,72
2021;8;4;17;5,9;145,3;82,75;27,8;100,77;5,757;5,704;145,218;147,49;82,305;81,933;27,828;27,795;100,771;100,761
2021;8;4;18;6,27;143,36;84,94;27,53;100,83;6,217;6,327;143,285;142,383;84,969;84,93;27,426;27,564;100,837;100,828
2021;8;4;19;6,61;140,76;85,5;27,44;100,88;6,522;6,493;141,019;141,185;85,748;86,042;27,348;27,397;100,896;100,896
2021;8;4;20;6,68;137,84;85,94;27,41;100,92;6,761;6,748;137,762;138,519;86,16;86,343;27,346;27,302;100,936;100,943
2021;8;4;21;6,78;137,15;86,5;27,37;100,94;6,83;6,91;137,191;135,737;86,365;86,131;27,289;27,315;100,956;100,957
2021;8;4;22;6,63;136,67;86,94;27,34;100,95;6,761;6,654;136,544;136,726;86,884;86,702;27,255;27,341;100,946;100,946
2021;8;4;23;6,1;137,85;87,38;27,26;100,94;6,449;6,784;137,471;136,859;87,365;87,232;27,192;27,286;100,925;100,918
2021;8;5;0;5,55;141,63;87,88;27,15;100,88;5,846;6,046;141,201;139,544;87,81;87,445;27,121;27,158;100,887;100,875
2021;8;5;1;5,12;145,32;88,31;27,05;100,82;5,323;5,375;145,202;144,229;88,157;87,854;27,035;27,135;100,829;100,842
2021;8;5;2;4,97;147,38;89,38;26,87;100,76;4,963;5,137;146,947;146,207;88,869;88,163;26,921;27,066;100,774;100,796
2021;8;5;3;5,37;147,05;90,44;26,7;100,74;5,002;4,926;146,751;146,706;89,786;88,874;26,773;26,9;100,749;100,763
2021;8;5;4;5,85;141,51;92,0;26,49;100,74;5,553;5,374;141,442;144,481;90,747;90,27;26,616;26,734;100,754;100,759
2021;8;5;5;5,59;131,31;92,75;26,38;100,79;5,856;6,313;131,939;136,272;91,696;90,812;26,466;26,636;100,79;100,787
2021;8;5;6;4,92;121,57;92,44;26,47;100,86;5,431;6,066;122,886;123,687;92,185;92,088;26,55;26,633;100,853;100,834
2021;8;5;7;4,63;112,75;90,75;26,77;100,93;4,785;4,803;115,103;114,788;90,578;90,427;26,72;26,776;100,917;100,892
2021;8;5;8;4,51;98,86;89,31;27,01;100,99;4,436;4,387;101,328;107,0;88,977;88,432;27,034;27,127;100,977;100,942
2021;8;5;9;4,48;81,38;87,31;27,35;101,01;4,272;4,63;83,554;90,55;87,322;86,248;27,345;27,508;100,992;100,962
2021;8;5;10;4,39;68,14;84,12;27,77;100,98;4,28;4,47;70,01;70,395;84,79;85,359;27,638;27,731;100,974;100,948
2021;8;5;11;3,82;58,13;80,5;28,15;100,9;4,044;4,512;59,082;60,729;81,599;82,123;28,014;27,859;100,902;100,902
2021;8;5;12;2,96;48,32;77,56;28,4;100,83;3,27;4,068;48,653;52,89;78,381;78,378;28,319;28,09;100,829;100,828
2021;8;5;13;2,25;39,5;75,62;28,54;100,77;2,448;2,868;40,806;41,824;75,79;76,22;28,548;28,366;100,755;100,747
2021;8;5;14;1,57;32,82;75,06;28,52;100,73;1,708;2,19;33,14;33,901;74,934;75,084;28,56;28,501;100,711;100,707
2021;8;5;15;0,88;25,2;75,31;28,44;100,73;1,101;1,836;28,39;29,254;75,043;75,053;28,458;28,412;100,708;100,715
2021;8;5;16;0,32;21,54;76,44;28,28;100,75;0,665;1,234;21,476;21,351;76,144;77,037;28,32;28,137;100,747;100,748
2021;8;5;17;0,37;163,89;79,12;27,93;100,79;0,596;0,915;141,827;21,325;78,621;78,815;27,973;27,842;100,798;100,803
2021;8;5;18;0,92;162,65;81,31;27,64;100,86;0,796;0,875;175,258;172,266;81,134;81,623;27,666;27,65;100,861;100,861
2021;8;5;19;1,38;154,45;82,0;27,54;100,94;1,294;1,206;156,518;160,166;82,6;83,898;27,526;27,486;100,925;100,913
2021;8;5;20;1,99;155,15;82,25;27,49;101,01;1,902;1,915;154,541;145,748;82,764;83,102;27,45;27,348;100,991;100,97
2021;8;5;21;2,66;156,67;83,44;27,35;101,03;2,451;2,211;156,683;151,751;83,04;82,968;27,393;27,325;101,027;101,022
2021;8;5;22;3,19;154,94;85,69;27,11;101,02;3,081;2,955;155,509;155,006;84,539;83,612;27,208;27,318;101,025;101,04
2021;8;5;23;3,51;150,52;87,19;26,97;101,0;3,501;3,522;151,435;152,209;86,429;85,785;27,028;27,148;100,991;101,001
2021;8;6;0;3,68;148,97;88,12;26,85;100,94;3,738;3,647;149,293;147,461;88,017;88,16;26,855;26,781;100,936;100,928
2021;8;6;1;3,68;146,51;88,81;26,75;100,88;3,793;3,871;146,457;147,653;88,881;88,692;26,754;26,64;100,878;100,889
2021;8;6;2;3,61;143,35;89,06;26,69;100,83;3,73;3,915;143,308;143,746;89,21;89,107;26,668;26,616;100,837;100,857
2021;8;6;3;3,51;141,06;89,12;26,65;100,8;3,581;3,807;141,088;140,109;89,42;89,433;26,624;26,55;100,811;100,837
2021;8;6;4;3,39;137,52;89,0;26,64;100,81;3,442;3,772;137,63;138,23;89,03;88,875;26,621;26,548;100,81;100,842
2021;8;6;5;3,22;130,57;88,56;26,66;100,85;3,294;3,644;130,855;134,084;88,712;88,487;26,651;26,663;100,845;100,869
2021;8;6;6;3,04;123,69;88,31;26,76;100,92;3,119;3,377;124,41;124,935;87,892;87,136;26,819;26,891;100,905;100,917
2021;8;6;7;2,96;116,02;87,12;26,98;100,98;3,028;3,111;116,981;118,948;86,826;86,065;27,027;27,183;100,975;100,97
2021;8;6;8;3,12;106,16;85,44;27,26;101,01;2,99;2,986;107,555;110,741;85,366;85,052;27,231;27,478;101,011;101,012
2021;8;6;9;3,28;98,63;83,12;27,55;101,01;3,076;3,102;98,819;99,952;83,478;82,895;27,53;27,671;101,013;101,014
2021;8;6;10;3,14;90,0;81,12;27,84;100,96;3,176;3,435;90,886;95,461;81,36;80,676;27,808;27,839;100,966;100,967
2021;8;6;11;2,9;79,45;78,62;28,14;100,91;2,916;3,299;80,223;85,784;79,205;78,534;28,105;27,987;100,893;100,893
2021;8;6;12;2,48;70,14;76,25;28,43;100,85;2,522;2,76;72,14;73,584;76,767;77,361;28,366;28,146;100,829;100,81
2021;8;6;13;1,96;63,43;73,81;28,67;100,77;2,03;2,443;65,462;65,46;74,736;75,038;28,576;28,332;100,768;100,759
2021;8;6;14;1,37;68,87;72,5;28,8;100,7;1,503;1,885;67,662;60,986;73,173;73,582;28,748;28,509;100,708;100,737
2021;8;6;15;0,97;97,41;72,44;28,8;100,67;1,08;1,317;93,775;78,536;72,192;72,63;28,777;28,587;100,676;100,71
2021;8;6;16;1,31;135,96;73,38;28,73;100,67;1,046;0,978;129,892;121,831;73,075;73,386;28,648;28,498;100,678;100,698
2021;8;6;17;1,96;143,77;76,5;28,38;100,69;1,614;1,152;144,916;157,158;75,968;75,714;28,414;28,286;100,699;100,726
2021;8;6;18;2,54;142,25;79,62;28,0;100,75;2,395;2,3;142,327;146,893;79,246;79,161;28,109;28,071;100,761;100,777
2021;8;6;19;3,1;137,35;83,5;27,65;100,8;2,952;3,153;137,559;139,191;82,197;82,723;27,776;27,823;100,816;100,826
2021;8;6;20;3,59;133,59;85,94;27,37;100,85;3,476;3,513;133,881;133,317;84,929;84,171;27,514;27,539;100,866;100,875
2021;8;6;21;3,88;130,51;87,5;27,15;100,88;3,874;3,988;130,697;131,273;87,088;87,221;27,262;27,292;100,888;100,899
2021;8;6;22;3,98;127,1;88,44;26,98;100,89;4,091;4,231;127,266;128,813;88,474;88,486;27,041;27,08;100,889;100,894
2021;8;6;23;3,95;123,31;89,12;26,83;100,88;4,015;4,121;123,623;125,478;89,045;89,248;26,889;26,894;100,87;100,868
2021;8;7;0;3,87;119,67;89,75;26,69;100,83;3,926;3,985;119,84;122,051;89,66;89,279;26,706;26,693;100,832;100,819
2021;8;7;1;3,75;116,19;90,12;26,58;100,78;3,764;3,924;116,385;118,754;89,916;89,755;26,613;26,641;100,778;100,783
2021;8;7;2;3,62;113,02;90,31;26,48;100,74;3,657;3,807;113,549;114,419;90,468;89,919;26,492;26,556;100,736;100,746
2021;8;7;3;3,48;109,65;90,06;26,41;100,73;3,48;3,702;109,276;111,32;90,358;90,043;26,439;26,409;100,724;100,729
2021;8;7;4;3,23;104,88;89,88;26,36;100,75;3,337;3,555;105,968;107,321;89,907;89,732;26,388;26,338;100,748;100,743
2021;8;7;5;3,01;97,01;89,62;26,33;100,79;3,082;3,365;98,755;102,172;89,678;88,667;26,351;26,401;100,802;100,787
2021;8;7;6;2,85;89,53;88,56;26,58;100,85;2,882;3,008;90,812;92,913;88,846;88,093;26,572;26,585;100,855;100,846
2021;8;7;7;2,82;82,68;85,0;27,18;100,91;2,805;2,859;82,409;86,615;85,915;86,639;26,987;26,873;100,907;100,899
2021;8;7;8;2,82;75,54;80,75;27,77;100,97;2,773;2,81;76,515;80,456;81,636;82,588;27,566;27,382;100,958;100,934
2021;8;7;9;2,53;69,55;77,56;28,24;100,97;2,537;2,888;70,965;73,11;77,613;77,163;28,138;28,028;100,972;100,946
2021;8;7;10;2,2;62,53;75,12;28,65;100,93;2,252;2,699;62,823;68,264;74,772;74,386;28,591;28,608;100,934;100,935
2021;8;7;11;1,86;54,57;73,25;28,97;100,86;1,823;2,067;55,31;59,969;73,169;73,265;28,903;28,9;100,858;100,875
2021;8;7;12;1,31;49,1;72,06;29,23;100,78;1,381;1,806;49,562;51,169;71,909;71,59;29,193;29,036;100,778;100,787
2021;8;7;13;0,64;48,95;71,69;29,37;100,71;0,856;1,391;49,562;47,623;71,434;71,099;29,371;29,164;100,702;100,71
2021;8;7;14;0,22;114,78;72,31;29,39;100,64;0,454;0,888;105,898;52,328;71,685;71,279;29,418;29,254;100,651;100,66
2021;8;7;15;0,64;170,19;73,25;29,33;100,63;0,48;0,786;171,288;144,318;72,963;73,016;29,3;29,19;100,627;100,643
2021;8;7;16;1,23;177,45;74,94;29,19;100,64;1,001;0,926;175,177;191,159;74,419;75,806;29,101;28,942;100,641;100,65
